,vector_feature,fold,layer,test_feature,predicted_feature,accuracy
3087,impossible,2,10,inconceivable,inconceivable,0.7857142857142857
3088,impossible,2,11,probable,probable,0.875
3089,impossible,2,11,probable,improbable,0.10714285714285714
3090,impossible,2,11,probable,impossible,0.017857142857142856
3091,impossible,2,11,probable,inconceivable,0.0
3092,impossible,2,11,improbable,probable,0.23214285714285715
3093,impossible,2,11,improbable,improbable,0.6071428571428571
3094,impossible,2,11,improbable,impossible,0.10714285714285714
3095,impossible,2,11,improbable,inconceivable,0.05357142857142857
3096,impossible,2,11,impossible,probable,0.05357142857142857
3097,impossible,2,11,impossible,improbable,0.23214285714285715
3098,impossible,2,11,impossible,impossible,0.44642857142857145
3099,impossible,2,11,impossible,inconceivable,0.26785714285714285
3100,impossible,2,11,inconceivable,probable,0.017857142857142856
3101,impossible,2,11,inconceivable,improbable,0.125
3102,impossible,2,11,inconceivable,impossible,0.125
3103,impossible,2,11,inconceivable,inconceivable,0.7321428571428571
3104,impossible,2,12,probable,probable,0.875
3105,impossible,2,12,probable,improbable,0.125
3106,impossible,2,12,probable,impossible,0.0
3107,impossible,2,12,probable,inconceivable,0.0
3108,impossible,2,12,improbable,probable,0.21428571428571427
3109,impossible,2,12,improbable,improbable,0.6785714285714286
3110,impossible,2,12,improbable,impossible,0.07142857142857142
3111,impossible,2,12,improbable,inconceivable,0.03571428571428571
3112,impossible,2,12,impossible,probable,0.08928571428571429
3113,impossible,2,12,impossible,improbable,0.19642857142857142
3114,impossible,2,12,impossible,impossible,0.5714285714285714
3115,impossible,2,12,impossible,inconceivable,0.14285714285714285
3116,impossible,2,12,inconceivable,probable,0.0
3117,impossible,2,12,inconceivable,improbable,0.19642857142857142
3118,impossible,2,12,inconceivable,impossible,0.10714285714285714
3119,impossible,2,12,inconceivable,inconceivable,0.6964285714285714
3120,impossible,2,13,probable,probable,0.7857142857142857
3121,impossible,2,13,probable,improbable,0.21428571428571427
3122,impossible,2,13,probable,impossible,0.0
3123,impossible,2,13,probable,inconceivable,0.0
3124,impossible,2,13,improbable,probable,0.19642857142857142
3125,impossible,2,13,improbable,improbable,0.7142857142857143
3126,impossible,2,13,improbable,impossible,0.05357142857142857
3127,impossible,2,13,improbable,inconceivable,0.03571428571428571
3128,impossible,2,13,impossible,probable,0.05357142857142857
3129,impossible,2,13,impossible,improbable,0.17857142857142858
3130,impossible,2,13,impossible,impossible,0.625
3131,impossible,2,13,impossible,inconceivable,0.14285714285714285
3132,impossible,2,13,inconceivable,probable,0.03571428571428571
3133,impossible,2,13,inconceivable,improbable,0.125
3134,impossible,2,13,inconceivable,impossible,0.19642857142857142
3135,impossible,2,13,inconceivable,inconceivable,0.6428571428571429
3136,impossible,2,14,probable,probable,0.9107142857142857
3137,impossible,2,14,probable,improbable,0.08928571428571429
3138,impossible,2,14,probable,impossible,0.0
3139,impossible,2,14,probable,inconceivable,0.0
3140,impossible,2,14,improbable,probable,0.16071428571428573
3141,impossible,2,14,improbable,improbable,0.7142857142857143
3142,impossible,2,14,improbable,impossible,0.07142857142857142
3143,impossible,2,14,improbable,inconceivable,0.05357142857142857
3144,impossible,2,14,impossible,probable,0.07142857142857142
3145,impossible,2,14,impossible,improbable,0.08928571428571429
3146,impossible,2,14,impossible,impossible,0.5892857142857143
3147,impossible,2,14,impossible,inconceivable,0.25
3148,impossible,2,14,inconceivable,probable,0.03571428571428571
3149,impossible,2,14,inconceivable,improbable,0.08928571428571429
3150,impossible,2,14,inconceivable,impossible,0.19642857142857142
3151,impossible,2,14,inconceivable,inconceivable,0.6785714285714286
3152,impossible,2,15,probable,probable,0.8928571428571429
3153,impossible,2,15,probable,improbable,0.10714285714285714
3154,impossible,2,15,probable,impossible,0.0
3155,impossible,2,15,probable,inconceivable,0.0
3156,impossible,2,15,improbable,probable,0.32142857142857145
3157,impossible,2,15,improbable,improbable,0.5714285714285714
3158,impossible,2,15,improbable,impossible,0.03571428571428571
3159,impossible,2,15,improbable,inconceivable,0.07142857142857142
3160,impossible,2,15,impossible,probable,0.08928571428571429
3161,impossible,2,15,impossible,improbable,0.16071428571428573
3162,impossible,2,15,impossible,impossible,0.6071428571428571
3163,impossible,2,15,impossible,inconceivable,0.14285714285714285
3164,impossible,2,15,inconceivable,probable,0.07142857142857142
3165,impossible,2,15,inconceivable,improbable,0.125
3166,impossible,2,15,inconceivable,impossible,0.14285714285714285
3167,impossible,2,15,inconceivable,inconceivable,0.6607142857142857
3168,impossible,2,16,probable,probable,0.8928571428571429
3169,impossible,2,16,probable,improbable,0.10714285714285714
3170,impossible,2,16,probable,impossible,0.0
3171,impossible,2,16,probable,inconceivable,0.0
3172,impossible,2,16,improbable,probable,0.26785714285714285
3173,impossible,2,16,improbable,improbable,0.6071428571428571
3174,impossible,2,16,improbable,impossible,0.07142857142857142
3175,impossible,2,16,improbable,inconceivable,0.05357142857142857
3176,impossible,2,16,impossible,probable,0.07142857142857142
3177,impossible,2,16,impossible,improbable,0.21428571428571427
3178,impossible,2,16,impossible,impossible,0.48214285714285715
3179,impossible,2,16,impossible,inconceivable,0.23214285714285715
3180,impossible,2,16,inconceivable,probable,0.08928571428571429
3181,impossible,2,16,inconceivable,improbable,0.14285714285714285
3182,impossible,2,16,inconceivable,impossible,0.125
3183,impossible,2,16,inconceivable,inconceivable,0.6428571428571429
3184,impossible,2,17,probable,probable,0.9107142857142857
3185,impossible,2,17,probable,improbable,0.07142857142857142
3186,impossible,2,17,probable,impossible,0.0
3187,impossible,2,17,probable,inconceivable,0.017857142857142856
3188,impossible,2,17,improbable,probable,0.26785714285714285
3189,impossible,2,17,improbable,improbable,0.5892857142857143
3190,impossible,2,17,improbable,impossible,0.07142857142857142
3191,impossible,2,17,improbable,inconceivable,0.07142857142857142
3192,impossible,2,17,impossible,probable,0.07142857142857142
3193,impossible,2,17,impossible,improbable,0.21428571428571427
3194,impossible,2,17,impossible,impossible,0.6071428571428571
3195,impossible,2,17,impossible,inconceivable,0.10714285714285714
3196,impossible,2,17,inconceivable,probable,0.10714285714285714
3197,impossible,2,17,inconceivable,improbable,0.125
3198,impossible,2,17,inconceivable,impossible,0.14285714285714285
3199,impossible,2,17,inconceivable,inconceivable,0.625
3200,impossible,2,18,probable,probable,0.9642857142857143
3201,impossible,2,18,probable,improbable,0.017857142857142856
3202,impossible,2,18,probable,impossible,0.017857142857142856
3203,impossible,2,18,probable,inconceivable,0.0
3204,impossible,2,18,improbable,probable,0.32142857142857145
3205,impossible,2,18,improbable,improbable,0.5892857142857143
3206,impossible,2,18,improbable,impossible,0.017857142857142856
3207,impossible,2,18,improbable,inconceivable,0.07142857142857142
3208,impossible,2,18,impossible,probable,0.125
3209,impossible,2,18,impossible,improbable,0.21428571428571427
3210,impossible,2,18,impossible,impossible,0.5535714285714286
3211,impossible,2,18,impossible,inconceivable,0.10714285714285714
3212,impossible,2,18,inconceivable,probable,0.08928571428571429
3213,impossible,2,18,inconceivable,improbable,0.17857142857142858
3214,impossible,2,18,inconceivable,impossible,0.08928571428571429
3215,impossible,2,18,inconceivable,inconceivable,0.6428571428571429
3216,impossible,2,19,probable,probable,0.875
3217,impossible,2,19,probable,improbable,0.10714285714285714
3218,impossible,2,19,probable,impossible,0.017857142857142856
3219,impossible,2,19,probable,inconceivable,0.0
3220,impossible,2,19,improbable,probable,0.19642857142857142
3221,impossible,2,19,improbable,improbable,0.625
3222,impossible,2,19,improbable,impossible,0.07142857142857142
3223,impossible,2,19,improbable,inconceivable,0.10714285714285714
3224,impossible,2,19,impossible,probable,0.08928571428571429
3225,impossible,2,19,impossible,improbable,0.125
3226,impossible,2,19,impossible,impossible,0.6785714285714286
3227,impossible,2,19,impossible,inconceivable,0.10714285714285714
3228,impossible,2,19,inconceivable,probable,0.08928571428571429
3229,impossible,2,19,inconceivable,improbable,0.17857142857142858
3230,impossible,2,19,inconceivable,impossible,0.14285714285714285
3231,impossible,2,19,inconceivable,inconceivable,0.5892857142857143
3232,impossible,2,20,probable,probable,0.9464285714285714
3233,impossible,2,20,probable,improbable,0.03571428571428571
3234,impossible,2,20,probable,impossible,0.0
3235,impossible,2,20,probable,inconceivable,0.017857142857142856
3236,impossible,2,20,improbable,probable,0.14285714285714285
3237,impossible,2,20,improbable,improbable,0.6785714285714286
3238,impossible,2,20,improbable,impossible,0.07142857142857142
3239,impossible,2,20,improbable,inconceivable,0.10714285714285714
3240,impossible,2,20,impossible,probable,0.125
3241,impossible,2,20,impossible,improbable,0.23214285714285715
3242,impossible,2,20,impossible,impossible,0.5178571428571429
3243,impossible,2,20,impossible,inconceivable,0.125
3244,impossible,2,20,inconceivable,probable,0.07142857142857142
3245,impossible,2,20,inconceivable,improbable,0.17857142857142858
3246,impossible,2,20,inconceivable,impossible,0.16071428571428573
3247,impossible,2,20,inconceivable,inconceivable,0.5892857142857143
3248,impossible,2,21,probable,probable,0.875
3249,impossible,2,21,probable,improbable,0.10714285714285714
3250,impossible,2,21,probable,impossible,0.0
3251,impossible,2,21,probable,inconceivable,0.017857142857142856
3252,impossible,2,21,improbable,probable,0.3392857142857143
3253,impossible,2,21,improbable,improbable,0.5535714285714286
3254,impossible,2,21,improbable,impossible,0.07142857142857142
3255,impossible,2,21,improbable,inconceivable,0.03571428571428571
3256,impossible,2,21,impossible,probable,0.10714285714285714
3257,impossible,2,21,impossible,improbable,0.08928571428571429
3258,impossible,2,21,impossible,impossible,0.6428571428571429
3259,impossible,2,21,impossible,inconceivable,0.16071428571428573
3260,impossible,2,21,inconceivable,probable,0.16071428571428573
3261,impossible,2,21,inconceivable,improbable,0.125
3262,impossible,2,21,inconceivable,impossible,0.17857142857142858
3263,impossible,2,21,inconceivable,inconceivable,0.5357142857142857
3264,impossible,2,22,probable,probable,0.8928571428571429
3265,impossible,2,22,probable,improbable,0.03571428571428571
3266,impossible,2,22,probable,impossible,0.0
3267,impossible,2,22,probable,inconceivable,0.07142857142857142
3268,impossible,2,22,improbable,probable,0.2857142857142857
3269,impossible,2,22,improbable,improbable,0.5535714285714286
3270,impossible,2,22,improbable,impossible,0.08928571428571429
3271,impossible,2,22,improbable,inconceivable,0.07142857142857142
3272,impossible,2,22,impossible,probable,0.03571428571428571
3273,impossible,2,22,impossible,improbable,0.2857142857142857
3274,impossible,2,22,impossible,impossible,0.5535714285714286
3275,impossible,2,22,impossible,inconceivable,0.125
3276,impossible,2,22,inconceivable,probable,0.07142857142857142
3277,impossible,2,22,inconceivable,improbable,0.23214285714285715
3278,impossible,2,22,inconceivable,impossible,0.17857142857142858
3279,impossible,2,22,inconceivable,inconceivable,0.5178571428571429
3280,impossible,2,23,probable,probable,0.8392857142857143
3281,impossible,2,23,probable,improbable,0.10714285714285714
3282,impossible,2,23,probable,impossible,0.03571428571428571
3283,impossible,2,23,probable,inconceivable,0.017857142857142856
3284,impossible,2,23,improbable,probable,0.2857142857142857
3285,impossible,2,23,improbable,improbable,0.6071428571428571
3286,impossible,2,23,improbable,impossible,0.07142857142857142
3287,impossible,2,23,improbable,inconceivable,0.03571428571428571
3288,impossible,2,23,impossible,probable,0.14285714285714285
3289,impossible,2,23,impossible,improbable,0.17857142857142858
3290,impossible,2,23,impossible,impossible,0.5357142857142857
3291,impossible,2,23,impossible,inconceivable,0.14285714285714285
3292,impossible,2,23,inconceivable,probable,0.19642857142857142
3293,impossible,2,23,inconceivable,improbable,0.16071428571428573
3294,impossible,2,23,inconceivable,impossible,0.17857142857142858
3295,impossible,2,23,inconceivable,inconceivable,0.4642857142857143
3296,impossible,2,24,probable,probable,0.9107142857142857
3297,impossible,2,24,probable,improbable,0.05357142857142857
3298,impossible,2,24,probable,impossible,0.03571428571428571
3299,impossible,2,24,probable,inconceivable,0.0
3300,impossible,2,24,improbable,probable,0.25
3301,impossible,2,24,improbable,improbable,0.6607142857142857
3302,impossible,2,24,improbable,impossible,0.017857142857142856
3303,impossible,2,24,improbable,inconceivable,0.07142857142857142
3304,impossible,2,24,impossible,probable,0.10714285714285714
3305,impossible,2,24,impossible,improbable,0.25
3306,impossible,2,24,impossible,impossible,0.39285714285714285
3307,impossible,2,24,impossible,inconceivable,0.25
3308,impossible,2,24,inconceivable,probable,0.10714285714285714
3309,impossible,2,24,inconceivable,improbable,0.19642857142857142
3310,impossible,2,24,inconceivable,impossible,0.16071428571428573
3311,impossible,2,24,inconceivable,inconceivable,0.5357142857142857
3312,impossible,2,25,probable,probable,0.9107142857142857
3313,impossible,2,25,probable,improbable,0.07142857142857142
3314,impossible,2,25,probable,impossible,0.017857142857142856
3315,impossible,2,25,probable,inconceivable,0.0
3316,impossible,2,25,improbable,probable,0.25
3317,impossible,2,25,improbable,improbable,0.6428571428571429
3318,impossible,2,25,improbable,impossible,0.05357142857142857
3319,impossible,2,25,improbable,inconceivable,0.05357142857142857
3320,impossible,2,25,impossible,probable,0.14285714285714285
3321,impossible,2,25,impossible,improbable,0.23214285714285715
3322,impossible,2,25,impossible,impossible,0.5178571428571429
3323,impossible,2,25,impossible,inconceivable,0.10714285714285714
3324,impossible,2,25,inconceivable,probable,0.07142857142857142
3325,impossible,2,25,inconceivable,improbable,0.23214285714285715
3326,impossible,2,25,inconceivable,impossible,0.17857142857142858
3327,impossible,2,25,inconceivable,inconceivable,0.5178571428571429
3328,inconceivable,2,0,probable,probable,0.8214285714285714
3329,inconceivable,2,0,probable,improbable,0.125
3330,inconceivable,2,0,probable,impossible,0.03571428571428571
3331,inconceivable,2,0,probable,inconceivable,0.017857142857142856
3332,inconceivable,2,0,improbable,probable,0.2857142857142857
3333,inconceivable,2,0,improbable,improbable,0.6607142857142857
3334,inconceivable,2,0,improbable,impossible,0.03571428571428571
3335,inconceivable,2,0,improbable,inconceivable,0.017857142857142856
3336,inconceivable,2,0,impossible,probable,0.4107142857142857
3337,inconceivable,2,0,impossible,improbable,0.17857142857142858
3338,inconceivable,2,0,impossible,impossible,0.35714285714285715
3339,inconceivable,2,0,impossible,inconceivable,0.05357142857142857
3340,inconceivable,2,0,inconceivable,probable,0.16071428571428573
3341,inconceivable,2,0,inconceivable,improbable,0.07142857142857142
3342,inconceivable,2,0,inconceivable,impossible,0.017857142857142856
3343,inconceivable,2,0,inconceivable,inconceivable,0.75
3344,inconceivable,2,1,probable,probable,0.625
3345,inconceivable,2,1,probable,improbable,0.16071428571428573
3346,inconceivable,2,1,probable,impossible,0.16071428571428573
3347,inconceivable,2,1,probable,inconceivable,0.05357142857142857
3348,inconceivable,2,1,improbable,probable,0.30357142857142855
3349,inconceivable,2,1,improbable,improbable,0.6071428571428571
3350,inconceivable,2,1,improbable,impossible,0.07142857142857142
3351,inconceivable,2,1,improbable,inconceivable,0.017857142857142856
3352,inconceivable,2,1,impossible,probable,0.35714285714285715
3353,inconceivable,2,1,impossible,improbable,0.10714285714285714
3354,inconceivable,2,1,impossible,impossible,0.48214285714285715
3355,inconceivable,2,1,impossible,inconceivable,0.05357142857142857
3356,inconceivable,2,1,inconceivable,probable,0.125
3357,inconceivable,2,1,inconceivable,improbable,0.03571428571428571
3358,inconceivable,2,1,inconceivable,impossible,0.07142857142857142
3359,inconceivable,2,1,inconceivable,inconceivable,0.7678571428571429
3360,inconceivable,2,2,probable,probable,0.8214285714285714
3361,inconceivable,2,2,probable,improbable,0.07142857142857142
3362,inconceivable,2,2,probable,impossible,0.08928571428571429
3363,inconceivable,2,2,probable,inconceivable,0.017857142857142856
3364,inconceivable,2,2,improbable,probable,0.3392857142857143
3365,inconceivable,2,2,improbable,improbable,0.5535714285714286
3366,inconceivable,2,2,improbable,impossible,0.05357142857142857
3367,inconceivable,2,2,improbable,inconceivable,0.05357142857142857
3368,inconceivable,2,2,impossible,probable,0.35714285714285715
3369,inconceivable,2,2,impossible,improbable,0.16071428571428573
3370,inconceivable,2,2,impossible,impossible,0.375
3371,inconceivable,2,2,impossible,inconceivable,0.10714285714285714
3372,inconceivable,2,2,inconceivable,probable,0.10714285714285714
3373,inconceivable,2,2,inconceivable,improbable,0.10714285714285714
3374,inconceivable,2,2,inconceivable,impossible,0.0
3375,inconceivable,2,2,inconceivable,inconceivable,0.7857142857142857
3376,inconceivable,2,3,probable,probable,0.7321428571428571
3377,inconceivable,2,3,probable,improbable,0.16071428571428573
3378,inconceivable,2,3,probable,impossible,0.10714285714285714
3379,inconceivable,2,3,probable,inconceivable,0.0
3380,inconceivable,2,3,improbable,probable,0.30357142857142855
3381,inconceivable,2,3,improbable,improbable,0.5892857142857143
3382,inconceivable,2,3,improbable,impossible,0.10714285714285714
3383,inconceivable,2,3,improbable,inconceivable,0.0
3384,inconceivable,2,3,impossible,probable,0.23214285714285715
3385,inconceivable,2,3,impossible,improbable,0.10714285714285714
3386,inconceivable,2,3,impossible,impossible,0.5714285714285714
3387,inconceivable,2,3,impossible,inconceivable,0.08928571428571429
3388,inconceivable,2,3,inconceivable,probable,0.0
3389,inconceivable,2,3,inconceivable,improbable,0.03571428571428571
3390,inconceivable,2,3,inconceivable,impossible,0.07142857142857142
3391,inconceivable,2,3,inconceivable,inconceivable,0.8928571428571429
3392,inconceivable,2,4,probable,probable,0.8035714285714286
3393,inconceivable,2,4,probable,improbable,0.14285714285714285
3394,inconceivable,2,4,probable,impossible,0.05357142857142857
3395,inconceivable,2,4,probable,inconceivable,0.0
3396,inconceivable,2,4,improbable,probable,0.42857142857142855
3397,inconceivable,2,4,improbable,improbable,0.44642857142857145
3398,inconceivable,2,4,improbable,impossible,0.125
3399,inconceivable,2,4,improbable,inconceivable,0.0
3400,inconceivable,2,4,impossible,probable,0.30357142857142855
3401,inconceivable,2,4,impossible,improbable,0.07142857142857142
3402,inconceivable,2,4,impossible,impossible,0.5178571428571429
3403,inconceivable,2,4,impossible,inconceivable,0.10714285714285714
3404,inconceivable,2,4,inconceivable,probable,0.0
3405,inconceivable,2,4,inconceivable,improbable,0.03571428571428571
3406,inconceivable,2,4,inconceivable,impossible,0.0
3407,inconceivable,2,4,inconceivable,inconceivable,0.9642857142857143
3408,inconceivable,2,5,probable,probable,0.875
3409,inconceivable,2,5,probable,improbable,0.125
3410,inconceivable,2,5,probable,impossible,0.0
3411,inconceivable,2,5,probable,inconceivable,0.0
3412,inconceivable,2,5,improbable,probable,0.3392857142857143
3413,inconceivable,2,5,improbable,improbable,0.5357142857142857
3414,inconceivable,2,5,improbable,impossible,0.125
3415,inconceivable,2,5,improbable,inconceivable,0.0
3416,inconceivable,2,5,impossible,probable,0.25
3417,inconceivable,2,5,impossible,improbable,0.125
3418,inconceivable,2,5,impossible,impossible,0.5178571428571429
3419,inconceivable,2,5,impossible,inconceivable,0.10714285714285714
3420,inconceivable,2,5,inconceivable,probable,0.0
3421,inconceivable,2,5,inconceivable,improbable,0.0
3422,inconceivable,2,5,inconceivable,impossible,0.08928571428571429
3423,inconceivable,2,5,inconceivable,inconceivable,0.9107142857142857
3424,inconceivable,2,6,probable,probable,0.8214285714285714
3425,inconceivable,2,6,probable,improbable,0.16071428571428573
3426,inconceivable,2,6,probable,impossible,0.017857142857142856
3427,inconceivable,2,6,probable,inconceivable,0.0
3428,inconceivable,2,6,improbable,probable,0.2857142857142857
3429,inconceivable,2,6,improbable,improbable,0.5892857142857143
3430,inconceivable,2,6,improbable,impossible,0.125
3431,inconceivable,2,6,improbable,inconceivable,0.0
3432,inconceivable,2,6,impossible,probable,0.17857142857142858
3433,inconceivable,2,6,impossible,improbable,0.16071428571428573
3434,inconceivable,2,6,impossible,impossible,0.5
3435,inconceivable,2,6,impossible,inconceivable,0.16071428571428573
3436,inconceivable,2,6,inconceivable,probable,0.0
3437,inconceivable,2,6,inconceivable,improbable,0.017857142857142856
3438,inconceivable,2,6,inconceivable,impossible,0.03571428571428571
3439,inconceivable,2,6,inconceivable,inconceivable,0.9464285714285714
3440,inconceivable,2,7,probable,probable,0.8214285714285714
3441,inconceivable,2,7,probable,improbable,0.16071428571428573
3442,inconceivable,2,7,probable,impossible,0.017857142857142856
3443,inconceivable,2,7,probable,inconceivable,0.0
3444,inconceivable,2,7,improbable,probable,0.26785714285714285
3445,inconceivable,2,7,improbable,improbable,0.6607142857142857
3446,inconceivable,2,7,improbable,impossible,0.07142857142857142
3447,inconceivable,2,7,improbable,inconceivable,0.0
3448,inconceivable,2,7,impossible,probable,0.23214285714285715
3449,inconceivable,2,7,impossible,improbable,0.08928571428571429
3450,inconceivable,2,7,impossible,impossible,0.5714285714285714
3451,inconceivable,2,7,impossible,inconceivable,0.10714285714285714
3452,inconceivable,2,7,inconceivable,probable,0.0
3453,inconceivable,2,7,inconceivable,improbable,0.0
3454,inconceivable,2,7,inconceivable,impossible,0.03571428571428571
3455,inconceivable,2,7,inconceivable,inconceivable,0.9642857142857143
3456,inconceivable,2,8,probable,probable,0.8392857142857143
3457,inconceivable,2,8,probable,improbable,0.14285714285714285
3458,inconceivable,2,8,probable,impossible,0.017857142857142856
3459,inconceivable,2,8,probable,inconceivable,0.0
3460,inconceivable,2,8,improbable,probable,0.30357142857142855
3461,inconceivable,2,8,improbable,improbable,0.6428571428571429
3462,inconceivable,2,8,improbable,impossible,0.05357142857142857
3463,inconceivable,2,8,improbable,inconceivable,0.0
3464,inconceivable,2,8,impossible,probable,0.23214285714285715
3465,inconceivable,2,8,impossible,improbable,0.08928571428571429
3466,inconceivable,2,8,impossible,impossible,0.5714285714285714
3467,inconceivable,2,8,impossible,inconceivable,0.10714285714285714
3468,inconceivable,2,8,inconceivable,probable,0.0
3469,inconceivable,2,8,inconceivable,improbable,0.017857142857142856
3470,inconceivable,2,8,inconceivable,impossible,0.10714285714285714
3471,inconceivable,2,8,inconceivable,inconceivable,0.875
3472,inconceivable,2,9,probable,probable,0.8928571428571429
3473,inconceivable,2,9,probable,improbable,0.10714285714285714
3474,inconceivable,2,9,probable,impossible,0.0
3475,inconceivable,2,9,probable,inconceivable,0.0
3476,inconceivable,2,9,improbable,probable,0.19642857142857142
3477,inconceivable,2,9,improbable,improbable,0.75
3478,inconceivable,2,9,improbable,impossible,0.05357142857142857
3479,inconceivable,2,9,improbable,inconceivable,0.0
3480,inconceivable,2,9,impossible,probable,0.21428571428571427
3481,inconceivable,2,9,impossible,improbable,0.125
3482,inconceivable,2,9,impossible,impossible,0.5178571428571429
3483,inconceivable,2,9,impossible,inconceivable,0.14285714285714285
3484,inconceivable,2,9,inconceivable,probable,0.0
3485,inconceivable,2,9,inconceivable,improbable,0.017857142857142856
3486,inconceivable,2,9,inconceivable,impossible,0.10714285714285714
3487,inconceivable,2,9,inconceivable,inconceivable,0.875
3488,inconceivable,2,10,probable,probable,0.7857142857142857
3489,inconceivable,2,10,probable,improbable,0.16071428571428573
3490,inconceivable,2,10,probable,impossible,0.05357142857142857
3491,inconceivable,2,10,probable,inconceivable,0.0
3492,inconceivable,2,10,improbable,probable,0.19642857142857142
3493,inconceivable,2,10,improbable,improbable,0.7678571428571429
3494,inconceivable,2,10,improbable,impossible,0.03571428571428571
3495,inconceivable,2,10,improbable,inconceivable,0.0
3496,inconceivable,2,10,impossible,probable,0.19642857142857142
3497,inconceivable,2,10,impossible,improbable,0.10714285714285714
3498,inconceivable,2,10,impossible,impossible,0.5535714285714286
3499,inconceivable,2,10,impossible,inconceivable,0.14285714285714285
3500,inconceivable,2,10,inconceivable,probable,0.0
3501,inconceivable,2,10,inconceivable,improbable,0.0
3502,inconceivable,2,10,inconceivable,impossible,0.07142857142857142
3503,inconceivable,2,10,inconceivable,inconceivable,0.9285714285714286
3504,inconceivable,2,11,probable,probable,0.9642857142857143
3505,inconceivable,2,11,probable,improbable,0.03571428571428571
3506,inconceivable,2,11,probable,impossible,0.0
3507,inconceivable,2,11,probable,inconceivable,0.0
3508,inconceivable,2,11,improbable,probable,0.16071428571428573
3509,inconceivable,2,11,improbable,improbable,0.6964285714285714
3510,inconceivable,2,11,improbable,impossible,0.14285714285714285
3511,inconceivable,2,11,improbable,inconceivable,0.0
3512,inconceivable,2,11,impossible,probable,0.05357142857142857
3513,inconceivable,2,11,impossible,improbable,0.14285714285714285
3514,inconceivable,2,11,impossible,impossible,0.6607142857142857
3515,inconceivable,2,11,impossible,inconceivable,0.14285714285714285
3516,inconceivable,2,11,inconceivable,probable,0.0
3517,inconceivable,2,11,inconceivable,improbable,0.017857142857142856
3518,inconceivable,2,11,inconceivable,impossible,0.08928571428571429
3519,inconceivable,2,11,inconceivable,inconceivable,0.8928571428571429
3520,inconceivable,2,12,probable,probable,0.9464285714285714
3521,inconceivable,2,12,probable,improbable,0.05357142857142857
3522,inconceivable,2,12,probable,impossible,0.0
3523,inconceivable,2,12,probable,inconceivable,0.0
3524,inconceivable,2,12,improbable,probable,0.35714285714285715
3525,inconceivable,2,12,improbable,improbable,0.5178571428571429
3526,inconceivable,2,12,improbable,impossible,0.125
3527,inconceivable,2,12,improbable,inconceivable,0.0
3528,inconceivable,2,12,impossible,probable,0.07142857142857142
3529,inconceivable,2,12,impossible,improbable,0.21428571428571427
3530,inconceivable,2,12,impossible,impossible,0.5357142857142857
3531,inconceivable,2,12,impossible,inconceivable,0.17857142857142858
3532,inconceivable,2,12,inconceivable,probable,0.0
3533,inconceivable,2,12,inconceivable,improbable,0.03571428571428571
3534,inconceivable,2,12,inconceivable,impossible,0.07142857142857142
3535,inconceivable,2,12,inconceivable,inconceivable,0.8928571428571429
3536,inconceivable,2,13,probable,probable,0.8571428571428571
3537,inconceivable,2,13,probable,improbable,0.14285714285714285
3538,inconceivable,2,13,probable,impossible,0.0
3539,inconceivable,2,13,probable,inconceivable,0.0
3540,inconceivable,2,13,improbable,probable,0.32142857142857145
3541,inconceivable,2,13,improbable,improbable,0.5714285714285714
3542,inconceivable,2,13,improbable,impossible,0.10714285714285714
3543,inconceivable,2,13,improbable,inconceivable,0.0
3544,inconceivable,2,13,impossible,probable,0.10714285714285714
3545,inconceivable,2,13,impossible,improbable,0.16071428571428573
3546,inconceivable,2,13,impossible,impossible,0.5535714285714286
3547,inconceivable,2,13,impossible,inconceivable,0.17857142857142858
3548,inconceivable,2,13,inconceivable,probable,0.0
3549,inconceivable,2,13,inconceivable,improbable,0.0
3550,inconceivable,2,13,inconceivable,impossible,0.14285714285714285
3551,inconceivable,2,13,inconceivable,inconceivable,0.8571428571428571
3552,inconceivable,2,14,probable,probable,0.9107142857142857
3553,inconceivable,2,14,probable,improbable,0.07142857142857142
3554,inconceivable,2,14,probable,impossible,0.017857142857142856
3555,inconceivable,2,14,probable,inconceivable,0.0
3556,inconceivable,2,14,improbable,probable,0.32142857142857145
3557,inconceivable,2,14,improbable,improbable,0.6071428571428571
3558,inconceivable,2,14,improbable,impossible,0.07142857142857142
3559,inconceivable,2,14,improbable,inconceivable,0.0
3560,inconceivable,2,14,impossible,probable,0.05357142857142857
3561,inconceivable,2,14,impossible,improbable,0.08928571428571429
3562,inconceivable,2,14,impossible,impossible,0.7321428571428571
3563,inconceivable,2,14,impossible,inconceivable,0.125
3564,inconceivable,2,14,inconceivable,probable,0.0
3565,inconceivable,2,14,inconceivable,improbable,0.017857142857142856
3566,inconceivable,2,14,inconceivable,impossible,0.125
3567,inconceivable,2,14,inconceivable,inconceivable,0.8571428571428571
3568,inconceivable,2,15,probable,probable,0.8571428571428571
3569,inconceivable,2,15,probable,improbable,0.14285714285714285
3570,inconceivable,2,15,probable,impossible,0.0
3571,inconceivable,2,15,probable,inconceivable,0.0
3572,inconceivable,2,15,improbable,probable,0.16071428571428573
3573,inconceivable,2,15,improbable,improbable,0.7678571428571429
3574,inconceivable,2,15,improbable,impossible,0.07142857142857142
3575,inconceivable,2,15,improbable,inconceivable,0.0
3576,inconceivable,2,15,impossible,probable,0.05357142857142857
3577,inconceivable,2,15,impossible,improbable,0.16071428571428573
3578,inconceivable,2,15,impossible,impossible,0.6428571428571429
