rt,stimulus,response,function_name,item_id,target_type,condition,term,sentence,list,task_type,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,study_id,session_id,rng_seed,response_label,responded_total_nonsense
3218,"<div style=""font-size:20px;""><p>The number 20 being entertained by a podcast</p></div>",1,entertained,5,concrete_animate,far1,the number 20,the number 20 being entertained by a podcast,13,critical,html-keyboard-response,15,192722,0.0-4.0-0.4,anon_subject_34,6733d46d557efbcaf35e42fb,673511369f40df9f86fb6f13,0.07576086244838187,not_total_nonsense,False
11142,"<div style=""font-size:20px;""><p>The number 13 being a prime number</p></div>",1,is_prime,8,abstract_numeral,target,the number 13,the number 13 being a prime number,13,critical,html-keyboard-response,17,204873,0.0-4.0-0.5,anon_subject_34,6733d46d557efbcaf35e42fb,673511369f40df9f86fb6f13,0.07576086244838187,not_total_nonsense,False
6406,"<div style=""font-size:20px;""><p>A door feeling regretful</p></div>",1,regret,0,concrete_animate,near,a door,a door feeling regretful,13,critical,html-keyboard-response,19,212282,0.0-4.0-0.6,anon_subject_34,6733d46d557efbcaf35e42fb,673511369f40df9f86fb6f13,0.07576086244838187,not_total_nonsense,False
3069,"<div style=""font-size:20px;""><p>A pill being amused by a TV show</p></div>",1,amused,3,concrete_animate,near,a pill,a pill being amused by a TV show,13,critical,html-keyboard-response,21,216357,0.0-4.0-0.7,anon_subject_34,6733d46d557efbcaf35e42fb,673511369f40df9f86fb6f13,0.07576086244838187,not_total_nonsense,False
2562,"<div style=""font-size:20px;""><p>The number 10 being a multiple of 5</p></div>",1,multiple,6,abstract_numeral,target,the number 10,the number 10 being a multiple of 5,13,critical,html-keyboard-response,23,219924,0.0-4.0-0.8,anon_subject_34,6733d46d557efbcaf35e42fb,673511369f40df9f86fb6f13,0.07576086244838187,not_total_nonsense,False
2986,"<div style=""font-size:20px;""><p>Taking the square root of a toddler</p></div>",0,square_root,9,abstract_numeral,far1,a toddler,taking the square root of a toddler,13,critical,html-keyboard-response,25,223925,0.0-4.0-0.9,anon_subject_34,6733d46d557efbcaf35e42fb,673511369f40df9f86fb6f13,0.07576086244838187,total_nonsense,True
6073,"<div style=""font-size:20px;""><p>Dividing 12 by a shirt</p></div>",0,dividing,10,abstract_numeral,far2,a shirt,dividing 12 by a shirt,13,critical,html-keyboard-response,27,231004,0.0-4.0-0.10,anon_subject_34,6733d46d557efbcaf35e42fb,673511369f40df9f86fb6f13,0.07576086244838187,total_nonsense,True
2239,"<div style=""font-size:20px;""><p>A woman applying for a job</p></div>",1,apply_job,1,concrete_animate,target,a woman,a woman applying for a job,13,critical,html-keyboard-response,29,234251,0.0-4.0-0.11,anon_subject_34,6733d46d557efbcaf35e42fb,673511369f40df9f86fb6f13,0.07576086244838187,not_total_nonsense,False
6171,"<div style=""font-size:20px;""><p>A girl writing a play</p></div>",1,write_play,2,concrete_animate,target,a girl,a girl writing a play,12,critical,html-keyboard-response,7,132439,0.0-4.0-0.0,anon_subject_38,6733d46d557efbcaf35e42fb,67351bdff9180448bae11300,0.3751086482019901,not_total_nonsense,False
3771,"<div style=""font-size:20px;""><p>A man being a multiple of 5</p></div>",0,multiple,6,abstract_numeral,far1,a man,a man being a multiple of 5,12,critical,html-keyboard-response,9,137230,0.0-4.0-0.1,anon_subject_38,6733d46d557efbcaf35e42fb,67351bdff9180448bae11300,0.3751086482019901,total_nonsense,True
3017,"<div style=""font-size:20px;""><p>An inch applying for a job</p></div>",0,apply_job,1,concrete_animate,far2,an inch,an inch applying for a job,12,critical,html-keyboard-response,11,141258,0.0-4.0-0.2,anon_subject_38,6733d46d557efbcaf35e42fb,67351bdff9180448bae11300,0.3751086482019901,total_nonsense,True
6570,"<div style=""font-size:20px;""><p>Adding a wall to 79</p></div>",0,adding,11,abstract_numeral,far2,a wall,adding a wall to 79,12,critical,html-keyboard-response,13,148838,0.0-4.0-0.3,anon_subject_38,6733d46d557efbcaf35e42fb,67351bdff9180448bae11300,0.3751086482019901,total_nonsense,True
6837,"<div style=""font-size:20px;""><p>A kilogram being a prime number</p></div>",0,is_prime,8,abstract_numeral,near,a kilogram,a kilogram being a prime number,12,critical,html-keyboard-response,15,156685,0.0-4.0-0.4,anon_subject_38,6733d46d557efbcaf35e42fb,67351bdff9180448bae11300,0.3751086482019901,total_nonsense,True
2726,"<div style=""font-size:20px;""><p>A toddler being amused by a TV show</p></div>",1,amused,3,concrete_animate,target,a toddler,a toddler being amused by a TV show,12,critical,html-keyboard-response,17,160427,0.0-4.0-0.5,anon_subject_38,6733d46d557efbcaf35e42fb,67351bdff9180448bae11300,0.3751086482019901,not_total_nonsense,False
7557,"<div style=""font-size:20px;""><p>A woman being greater than 10</p></div>",1,greater_than,7,abstract_numeral,far1,a woman,a woman being greater than 10,12,critical,html-keyboard-response,19,168999,0.0-4.0-0.6,anon_subject_38,6733d46d557efbcaf35e42fb,67351bdff9180448bae11300,0.3751086482019901,not_total_nonsense,False
2929,"<div style=""font-size:20px;""><p>A door feeling regretful</p></div>",1,regret,0,concrete_animate,near,a door,a door feeling regretful,12,critical,html-keyboard-response,21,172939,0.0-4.0-0.7,anon_subject_38,6733d46d557efbcaf35e42fb,67351bdff9180448bae11300,0.3751086482019901,not_total_nonsense,False
5443,"<div style=""font-size:20px;""><p>A mile being surprised by a news article</p></div>",0,surprised,4,concrete_animate,far2,a mile,a mile being surprised by a news article,12,critical,html-keyboard-response,23,179386,0.0-4.0-0.8,anon_subject_38,6733d46d557efbcaf35e42fb,67351bdff9180448bae11300,0.3751086482019901,total_nonsense,True
5758,"<div style=""font-size:20px;""><p>Taking the square root of a month</p></div>",0,square_root,9,abstract_numeral,near,a month,taking the square root of a month,12,critical,html-keyboard-response,25,186159,0.0-4.0-0.9,anon_subject_38,6733d46d557efbcaf35e42fb,67351bdff9180448bae11300,0.3751086482019901,total_nonsense,True
1929,"<div style=""font-size:20px;""><p>Dividing 12 by a teenager</p></div>",0,dividing,10,abstract_numeral,far1,a teenager,dividing 12 by a teenager,12,critical,html-keyboard-response,27,189097,0.0-4.0-0.10,anon_subject_38,6733d46d557efbcaf35e42fb,67351bdff9180448bae11300,0.3751086482019901,total_nonsense,True
3617,"<div style=""font-size:20px;""><p>A boy being entertained by a podcast</p></div>",1,entertained,5,concrete_animate,target,a boy,a boy being entertained by a podcast,12,critical,html-keyboard-response,29,193726,0.0-4.0-0.11,anon_subject_38,6733d46d557efbcaf35e42fb,67351bdff9180448bae11300,0.3751086482019901,not_total_nonsense,False
2129,"<div style=""font-size:20px;""><p>Adding a wall to 79</p></div>",0,adding,11,abstract_numeral,far2,a wall,adding a wall to 79,12,critical,html-keyboard-response,7,53500,0.0-4.0-0.0,anon_subject_20,6733d46d557efbcaf35e42fb,673514335a2e5ddbcb0ddc2e,0.2814625842433829,total_nonsense,True
1620,"<div style=""font-size:20px;""><p>A toddler being amused by a TV show</p></div>",1,amused,3,concrete_animate,target,a toddler,a toddler being amused by a TV show,12,critical,html-keyboard-response,9,56124,0.0-4.0-0.1,anon_subject_20,6733d46d557efbcaf35e42fb,673514335a2e5ddbcb0ddc2e,0.2814625842433829,not_total_nonsense,False
1906,"<div style=""font-size:20px;""><p>A woman being greater than 10</p></div>",0,greater_than,7,abstract_numeral,far1,a woman,a woman being greater than 10,12,critical,html-keyboard-response,11,59033,0.0-4.0-0.2,anon_subject_20,6733d46d557efbcaf35e42fb,673514335a2e5ddbcb0ddc2e,0.2814625842433829,total_nonsense,True
1201,"<div style=""font-size:20px;""><p>Dividing 12 by a teenager</p></div>",0,dividing,10,abstract_numeral,far1,a teenager,dividing 12 by a teenager,12,critical,html-keyboard-response,13,61237,0.0-4.0-0.3,anon_subject_20,6733d46d557efbcaf35e42fb,673514335a2e5ddbcb0ddc2e,0.2814625842433829,total_nonsense,True
2354,"<div style=""font-size:20px;""><p>A kilogram being a prime number</p></div>",1,is_prime,8,abstract_numeral,near,a kilogram,a kilogram being a prime number,12,critical,html-keyboard-response,15,64595,0.0-4.0-0.4,anon_subject_20,6733d46d557efbcaf35e42fb,673514335a2e5ddbcb0ddc2e,0.2814625842433829,not_total_nonsense,False
5695,"<div style=""font-size:20px;""><p>Taking the square root of a month</p></div>",0,square_root,9,abstract_numeral,near,a month,taking the square root of a month,12,critical,html-keyboard-response,17,71292,0.0-4.0-0.5,anon_subject_20,6733d46d557efbcaf35e42fb,673514335a2e5ddbcb0ddc2e,0.2814625842433829,total_nonsense,True
1701,"<div style=""font-size:20px;""><p>A mile being surprised by a news article</p></div>",0,surprised,4,concrete_animate,far2,a mile,a mile being surprised by a news article,12,critical,html-keyboard-response,19,73997,0.0-4.0-0.6,anon_subject_20,6733d46d557efbcaf35e42fb,673514335a2e5ddbcb0ddc2e,0.2814625842433829,total_nonsense,True
1587,"<div style=""font-size:20px;""><p>A door feeling regretful</p></div>",0,regret,0,concrete_animate,near,a door,a door feeling regretful,12,critical,html-keyboard-response,21,76586,0.0-4.0-0.7,anon_subject_20,6733d46d557efbcaf35e42fb,673514335a2e5ddbcb0ddc2e,0.2814625842433829,total_nonsense,True
1366,"<div style=""font-size:20px;""><p>An inch applying for a job</p></div>",0,apply_job,1,concrete_animate,far2,an inch,an inch applying for a job,12,critical,html-keyboard-response,23,78955,0.0-4.0-0.8,anon_subject_20,6733d46d557efbcaf35e42fb,673514335a2e5ddbcb0ddc2e,0.2814625842433829,total_nonsense,True
891,"<div style=""font-size:20px;""><p>A girl writing a play</p></div>",1,write_play,2,concrete_animate,target,a girl,a girl writing a play,12,critical,html-keyboard-response,25,80849,0.0-4.0-0.9,anon_subject_20,6733d46d557efbcaf35e42fb,673514335a2e5ddbcb0ddc2e,0.2814625842433829,not_total_nonsense,False
1658,"<div style=""font-size:20px;""><p>A man being a multiple of 5</p></div>",0,multiple,6,abstract_numeral,far1,a man,a man being a multiple of 5,12,critical,html-keyboard-response,27,83510,0.0-4.0-0.10,anon_subject_20,6733d46d557efbcaf35e42fb,673514335a2e5ddbcb0ddc2e,0.2814625842433829,total_nonsense,True
1222,"<div style=""font-size:20px;""><p>A boy being entertained by a podcast</p></div>",1,entertained,5,concrete_animate,target,a boy,a boy being entertained by a podcast,12,critical,html-keyboard-response,29,85734,0.0-4.0-0.11,anon_subject_20,6733d46d557efbcaf35e42fb,673514335a2e5ddbcb0ddc2e,0.2814625842433829,not_total_nonsense,False
4270,"<div style=""font-size:20px;""><p>A pill being amused by a TV show</p></div>",0,amused,3,concrete_animate,near,a pill,a pill being amused by a TV show,13,critical,html-keyboard-response,7,61352,0.0-4.0-0.0,anon_subject_21,6733d46d557efbcaf35e42fb,673513169986571e1673e4a8,0.8795482249445961,total_nonsense,True
4230,"<div style=""font-size:20px;""><p>The number 10 being a multiple of 5</p></div>",1,multiple,6,abstract_numeral,target,the number 10,the number 10 being a multiple of 5,13,critical,html-keyboard-response,9,66585,0.0-4.0-0.1,anon_subject_21,6733d46d557efbcaf35e42fb,673513169986571e1673e4a8,0.8795482249445961,not_total_nonsense,False
1816,"<div style=""font-size:20px;""><p>The number 4 being surprised by a news article</p></div>",0,surprised,4,concrete_animate,far1,the number 4,the number 4 being surprised by a news article,13,critical,html-keyboard-response,11,69410,0.0-4.0-0.2,anon_subject_21,6733d46d557efbcaf35e42fb,673513169986571e1673e4a8,0.8795482249445961,total_nonsense,True
5907,"<div style=""font-size:20px;""><p>A crumb being greater than 10</p></div>",1,greater_than,7,abstract_numeral,far2,a crumb,a crumb being greater than 10,13,critical,html-keyboard-response,13,76320,0.0-4.0-0.3,anon_subject_21,6733d46d557efbcaf35e42fb,673513169986571e1673e4a8,0.8795482249445961,not_total_nonsense,False
2002,"<div style=""font-size:20px;""><p>The number 20 being entertained by a podcast</p></div>",0,entertained,5,concrete_animate,far1,the number 20,the number 20 being entertained by a podcast,13,critical,html-keyboard-response,15,79324,0.0-4.0-0.4,anon_subject_21,6733d46d557efbcaf35e42fb,673513169986571e1673e4a8,0.8795482249445961,total_nonsense,True
5081,"<div style=""font-size:20px;""><p>A door feeling regretful</p></div>",0,regret,0,concrete_animate,near,a door,a door feeling regretful,13,critical,html-keyboard-response,17,85408,0.0-4.0-0.5,anon_subject_21,6733d46d557efbcaf35e42fb,673513169986571e1673e4a8,0.8795482249445961,total_nonsense,True
1477,"<div style=""font-size:20px;""><p>Adding a wall to 79</p></div>",0,adding,11,abstract_numeral,far2,a wall,adding a wall to 79,13,critical,html-keyboard-response,19,87889,0.0-4.0-0.6,anon_subject_21,6733d46d557efbcaf35e42fb,673513169986571e1673e4a8,0.8795482249445961,total_nonsense,True
1154,"<div style=""font-size:20px;""><p>A rock writing a play</p></div>",0,write_play,2,concrete_animate,near,a rock,a rock writing a play,13,critical,html-keyboard-response,21,90046,0.0-4.0-0.7,anon_subject_21,6733d46d557efbcaf35e42fb,673513169986571e1673e4a8,0.8795482249445961,total_nonsense,True
1027,"<div style=""font-size:20px;""><p>A woman applying for a job</p></div>",1,apply_job,1,concrete_animate,target,a woman,a woman applying for a job,13,critical,html-keyboard-response,23,92077,0.0-4.0-0.8,anon_subject_21,6733d46d557efbcaf35e42fb,673513169986571e1673e4a8,0.8795482249445961,not_total_nonsense,False
4801,"<div style=""font-size:20px;""><p>Taking the square root of a toddler</p></div>",0,square_root,9,abstract_numeral,far1,a toddler,taking the square root of a toddler,13,critical,html-keyboard-response,25,97881,0.0-4.0-0.9,anon_subject_21,6733d46d557efbcaf35e42fb,673513169986571e1673e4a8,0.8795482249445961,total_nonsense,True
2167,"<div style=""font-size:20px;""><p>The number 13 being a prime number</p></div>",1,is_prime,8,abstract_numeral,target,the number 13,the number 13 being a prime number,13,critical,html-keyboard-response,27,101053,0.0-4.0-0.10,anon_subject_21,6733d46d557efbcaf35e42fb,673513169986571e1673e4a8,0.8795482249445961,not_total_nonsense,False
1038,"<div style=""font-size:20px;""><p>Dividing 12 by a shirt</p></div>",0,dividing,10,abstract_numeral,far2,a shirt,dividing 12 by a shirt,13,critical,html-keyboard-response,29,103093,0.0-4.0-0.11,anon_subject_21,6733d46d557efbcaf35e42fb,673513169986571e1673e4a8,0.8795482249445961,total_nonsense,True
5881,"<div style=""font-size:20px;""><p>A pill being amused by a TV show</p></div>",0,amused,3,concrete_animate,near,a pill,a pill being amused by a TV show,13,critical,html-keyboard-response,7,111964,0.0-4.0-0.0,anon_subject_3,6733d46d557efbcaf35e42fb,67351474db8ec6c3d151e059,0.45267116387397155,total_nonsense,True
7532,"<div style=""font-size:20px;""><p>The number 10 being a multiple of 5</p></div>",1,multiple,6,abstract_numeral,target,the number 10,the number 10 being a multiple of 5,13,critical,html-keyboard-response,9,120501,0.0-4.0-0.1,anon_subject_3,6733d46d557efbcaf35e42fb,67351474db8ec6c3d151e059,0.45267116387397155,not_total_nonsense,False
7600,"<div style=""font-size:20px;""><p>The number 13 being a prime number</p></div>",0,is_prime,8,abstract_numeral,target,the number 13,the number 13 being a prime number,13,critical,html-keyboard-response,11,129103,0.0-4.0-0.2,anon_subject_3,6733d46d557efbcaf35e42fb,67351474db8ec6c3d151e059,0.45267116387397155,total_nonsense,True
4775,"<div style=""font-size:20px;""><p>A door feeling regretful</p></div>",0,regret,0,concrete_animate,near,a door,a door feeling regretful,13,critical,html-keyboard-response,13,134881,0.0-4.0-0.3,anon_subject_3,6733d46d557efbcaf35e42fb,67351474db8ec6c3d151e059,0.45267116387397155,total_nonsense,True
5189,"<div style=""font-size:20px;""><p>Taking the square root of a toddler</p></div>",0,square_root,9,abstract_numeral,far1,a toddler,taking the square root of a toddler,13,critical,html-keyboard-response,15,141072,0.0-4.0-0.4,anon_subject_3,6733d46d557efbcaf35e42fb,67351474db8ec6c3d151e059,0.45267116387397155,total_nonsense,True
4570,"<div style=""font-size:20px;""><p>Dividing 12 by a shirt</p></div>",0,dividing,10,abstract_numeral,far2,a shirt,dividing 12 by a shirt,13,critical,html-keyboard-response,17,146645,0.0-4.0-0.5,anon_subject_3,6733d46d557efbcaf35e42fb,67351474db8ec6c3d151e059,0.45267116387397155,total_nonsense,True
3987,"<div style=""font-size:20px;""><p>A woman applying for a job</p></div>",1,apply_job,1,concrete_animate,target,a woman,a woman applying for a job,13,critical,html-keyboard-response,19,151634,0.0-4.0-0.6,anon_subject_3,6733d46d557efbcaf35e42fb,67351474db8ec6c3d151e059,0.45267116387397155,not_total_nonsense,False
3543,"<div style=""font-size:20px;""><p>Adding a wall to 79</p></div>",0,adding,11,abstract_numeral,far2,a wall,adding a wall to 79,13,critical,html-keyboard-response,21,156179,0.0-4.0-0.7,anon_subject_3,6733d46d557efbcaf35e42fb,67351474db8ec6c3d151e059,0.45267116387397155,total_nonsense,True
8252,"<div style=""font-size:20px;""><p>A crumb being greater than 10</p></div>",0,greater_than,7,abstract_numeral,far2,a crumb,a crumb being greater than 10,13,critical,html-keyboard-response,23,165433,0.0-4.0-0.8,anon_subject_3,6733d46d557efbcaf35e42fb,67351474db8ec6c3d151e059,0.45267116387397155,total_nonsense,True
4177,"<div style=""font-size:20px;""><p>The number 20 being entertained by a podcast</p></div>",0,entertained,5,concrete_animate,far1,the number 20,the number 20 being entertained by a podcast,13,critical,html-keyboard-response,25,170614,0.0-4.0-0.9,anon_subject_3,6733d46d557efbcaf35e42fb,67351474db8ec6c3d151e059,0.45267116387397155,total_nonsense,True
2921,"<div style=""font-size:20px;""><p>The number 4 being surprised by a news article</p></div>",0,surprised,4,concrete_animate,far1,the number 4,the number 4 being surprised by a news article,13,critical,html-keyboard-response,27,174547,0.0-4.0-0.10,anon_subject_3,6733d46d557efbcaf35e42fb,67351474db8ec6c3d151e059,0.45267116387397155,total_nonsense,True
3720,"<div style=""font-size:20px;""><p>A rock writing a play</p></div>",0,write_play,2,concrete_animate,near,a rock,a rock writing a play,13,critical,html-keyboard-response,29,179269,0.0-4.0-0.11,anon_subject_3,6733d46d557efbcaf35e42fb,67351474db8ec6c3d151e059,0.45267116387397155,total_nonsense,True
7520,"<div style=""font-size:20px;""><p>A liter feeling regretful</p></div>",0,regret,0,concrete_animate,far2,a liter,a liter feeling regretful,1,critical,html-keyboard-response,7,84060,0.0-4.0-0.0,anon_subject_28,6733d46d557efbcaf35e42fb,673513af03d33f35ebeb1f3d,0.5509409619397376,total_nonsense,True
4454,"<div style=""font-size:20px;""><p>Adding a week to 79</p></div>",0,adding,11,abstract_numeral,near,a week,adding a week to 79,1,critical,html-keyboard-response,9,89529,0.0-4.0-0.1,anon_subject_28,6733d46d557efbcaf35e42fb,673513af03d33f35ebeb1f3d,0.5509409619397376,total_nonsense,True
3201,"<div style=""font-size:20px;""><p>An inch applying for a job</p></div>",0,apply_job,1,concrete_animate,far2,an inch,an inch applying for a job,1,critical,html-keyboard-response,11,93741,0.0-4.0-0.2,anon_subject_28,6733d46d557efbcaf35e42fb,673513af03d33f35ebeb1f3d,0.5509409619397376,total_nonsense,True
2250,"<div style=""font-size:20px;""><p>A toddler being amused by a TV show</p></div>",1,amused,3,concrete_animate,target,a toddler,a toddler being amused by a TV show,1,critical,html-keyboard-response,13,96998,0.0-4.0-0.3,anon_subject_28,6733d46d557efbcaf35e42fb,673513af03d33f35ebeb1f3d,0.5509409619397376,not_total_nonsense,False
3076,"<div style=""font-size:20px;""><p>The number 13 being a prime number</p></div>",1,is_prime,8,abstract_numeral,target,the number 13,the number 13 being a prime number,1,critical,html-keyboard-response,15,101090,0.0-4.0-0.4,anon_subject_28,6733d46d557efbcaf35e42fb,673513af03d33f35ebeb1f3d,0.5509409619397376,not_total_nonsense,False
3069,"<div style=""font-size:20px;""><p>A woman being greater than 10</p></div>",1,greater_than,7,abstract_numeral,far1,a woman,a woman being greater than 10,1,critical,html-keyboard-response,17,105169,0.0-4.0-0.5,anon_subject_28,6733d46d557efbcaf35e42fb,673513af03d33f35ebeb1f3d,0.5509409619397376,not_total_nonsense,False
5866,"<div style=""font-size:20px;""><p>Taking the square root of a month</p></div>",1,square_root,9,abstract_numeral,near,a month,taking the square root of a month,1,critical,html-keyboard-response,19,112049,0.0-4.0-0.6,anon_subject_28,6733d46d557efbcaf35e42fb,673513af03d33f35ebeb1f3d,0.5509409619397376,not_total_nonsense,False
1435,"<div style=""font-size:20px;""><p>A rock writing a play</p></div>",0,write_play,2,concrete_animate,near,a rock,a rock writing a play,1,critical,html-keyboard-response,21,114497,0.0-4.0-0.7,anon_subject_28,6733d46d557efbcaf35e42fb,673513af03d33f35ebeb1f3d,0.5509409619397376,total_nonsense,True
4897,"<div style=""font-size:20px;""><p>The number 4 being surprised by a news article</p></div>",0,surprised,4,concrete_animate,far1,the number 4,the number 4 being surprised by a news article,1,critical,html-keyboard-response,23,120391,0.0-4.0-0.8,anon_subject_28,6733d46d557efbcaf35e42fb,673513af03d33f35ebeb1f3d,0.5509409619397376,total_nonsense,True
3667,"<div style=""font-size:20px;""><p>A boy being entertained by a podcast</p></div>",1,entertained,5,concrete_animate,target,a boy,a boy being entertained by a podcast,1,critical,html-keyboard-response,25,125069,0.0-4.0-0.9,anon_subject_28,6733d46d557efbcaf35e42fb,673513af03d33f35ebeb1f3d,0.5509409619397376,not_total_nonsense,False
3076,"<div style=""font-size:20px;""><p>Dividing 12 by a teenager</p></div>",0,dividing,10,abstract_numeral,far1,a teenager,dividing 12 by a teenager,1,critical,html-keyboard-response,27,129158,0.0-4.0-0.10,anon_subject_28,6733d46d557efbcaf35e42fb,673513af03d33f35ebeb1f3d,0.5509409619397376,total_nonsense,True
4562,"<div style=""font-size:20px;""><p>A door being a multiple of 5</p></div>",0,multiple,6,abstract_numeral,far2,a door,a door being a multiple of 5,1,critical,html-keyboard-response,29,134724,0.0-4.0-0.11,anon_subject_28,6733d46d557efbcaf35e42fb,673513af03d33f35ebeb1f3d,0.5509409619397376,total_nonsense,True
5533,"<div style=""font-size:20px;""><p>The number 12 applying for a job</p></div>",0,apply_job,1,concrete_animate,far1,the number 12,the number 12 applying for a job,6,critical,html-keyboard-response,7,57208,0.0-4.0-0.0,anon_subject_4,6733d46d557efbcaf35e42fb,6735143523f4f1e954ec7cbf,0.7633736523942981,total_nonsense,True
1875,"<div style=""font-size:20px;""><p>A girl writing a play</p></div>",1,write_play,2,concrete_animate,target,a girl,a girl writing a play,6,critical,html-keyboard-response,9,60090,0.0-4.0-0.1,anon_subject_4,6733d46d557efbcaf35e42fb,6735143523f4f1e954ec7cbf,0.7633736523942981,not_total_nonsense,False
2308,"<div style=""font-size:20px;""><p>A teenager being surprised by a news article</p></div>",1,surprised,4,concrete_animate,target,a teenager,a teenager being surprised by a news article,6,critical,html-keyboard-response,11,63400,0.0-4.0-0.2,anon_subject_4,6733d46d557efbcaf35e42fb,6735143523f4f1e954ec7cbf,0.7633736523942981,not_total_nonsense,False
1965,"<div style=""font-size:20px;""><p>A crumb being greater than 10</p></div>",0,greater_than,7,abstract_numeral,far2,a crumb,a crumb being greater than 10,6,critical,html-keyboard-response,13,66373,0.0-4.0-0.3,anon_subject_4,6733d46d557efbcaf35e42fb,6735143523f4f1e954ec7cbf,0.7633736523942981,total_nonsense,True
2150,"<div style=""font-size:20px;""><p>Dividing 12 by a mile</p></div>",0,dividing,10,abstract_numeral,near,a mile,dividing 12 by a mile,6,critical,html-keyboard-response,15,69529,0.0-4.0-0.4,anon_subject_4,6733d46d557efbcaf35e42fb,6735143523f4f1e954ec7cbf,0.7633736523942981,total_nonsense,True
2678,"<div style=""font-size:20px;""><p>A rock being a prime number</p></div>",0,is_prime,8,abstract_numeral,far2,a rock,a rock being a prime number,6,critical,html-keyboard-response,17,73214,0.0-4.0-0.5,anon_subject_4,6733d46d557efbcaf35e42fb,6735143523f4f1e954ec7cbf,0.7633736523942981,total_nonsense,True
1780,"<div style=""font-size:20px;""><p>The number 16 being amused by a TV show</p></div>",0,amused,3,concrete_animate,far1,the number 16,the number 16 being amused by a TV show,6,critical,html-keyboard-response,19,76009,0.0-4.0-0.6,anon_subject_4,6733d46d557efbcaf35e42fb,6735143523f4f1e954ec7cbf,0.7633736523942981,total_nonsense,True
3471,"<div style=""font-size:20px;""><p>A liter being a multiple of 5</p></div>",1,multiple,6,abstract_numeral,near,a liter,a liter being a multiple of 5,6,critical,html-keyboard-response,21,80482,0.0-4.0-0.7,anon_subject_4,6733d46d557efbcaf35e42fb,6735143523f4f1e954ec7cbf,0.7633736523942981,not_total_nonsense,False
2811,"<div style=""font-size:20px;""><p>Adding a boy to 79</p></div>",0,adding,11,abstract_numeral,far1,a boy,adding a boy to 79,6,critical,html-keyboard-response,23,84310,0.0-4.0-0.8,anon_subject_4,6733d46d557efbcaf35e42fb,6735143523f4f1e954ec7cbf,0.7633736523942981,total_nonsense,True
1792,"<div style=""font-size:20px;""><p>A man feeling regretful</p></div>",1,regret,0,concrete_animate,target,a man,a man feeling regretful,6,critical,html-keyboard-response,25,87119,0.0-4.0-0.9,anon_subject_4,6733d46d557efbcaf35e42fb,6735143523f4f1e954ec7cbf,0.7633736523942981,not_total_nonsense,False
2531,"<div style=""font-size:20px;""><p>Taking the square root of a month</p></div>",0,square_root,9,abstract_numeral,near,a month,taking the square root of a month,6,critical,html-keyboard-response,27,90662,0.0-4.0-0.10,anon_subject_4,6733d46d557efbcaf35e42fb,6735143523f4f1e954ec7cbf,0.7633736523942981,total_nonsense,True
1591,"<div style=""font-size:20px;""><p>A week being entertained by a podcast</p></div>",0,entertained,5,concrete_animate,far2,a week,a week being entertained by a podcast,6,critical,html-keyboard-response,29,93265,0.0-4.0-0.11,anon_subject_4,6733d46d557efbcaf35e42fb,6735143523f4f1e954ec7cbf,0.7633736523942981,total_nonsense,True
3888,"<div style=""font-size:20px;""><p>Adding a wall to 79</p></div>",0,adding,11,abstract_numeral,far2,a wall,adding a wall to 79,12,critical,html-keyboard-response,11,93012,0.0-4.0-0.0,anon_subject_22,6733d46d557efbcaf35e42fb,67351bf0df744f43b8b81291,0.899735338448667,total_nonsense,True
5891,"<div style=""font-size:20px;""><p>Taking the square root of a month</p></div>",1,square_root,9,abstract_numeral,near,a month,taking the square root of a month,12,critical,html-keyboard-response,13,99908,0.0-4.0-0.1,anon_subject_22,6733d46d557efbcaf35e42fb,67351bf0df744f43b8b81291,0.899735338448667,not_total_nonsense,False
2326,"<div style=""font-size:20px;""><p>A woman being greater than 10</p></div>",1,greater_than,7,abstract_numeral,far1,a woman,a woman being greater than 10,12,critical,html-keyboard-response,15,103238,0.0-4.0-0.2,anon_subject_22,6733d46d557efbcaf35e42fb,67351bf0df744f43b8b81291,0.899735338448667,not_total_nonsense,False
1468,"<div style=""font-size:20px;""><p>A boy being entertained by a podcast</p></div>",1,entertained,5,concrete_animate,target,a boy,a boy being entertained by a podcast,12,critical,html-keyboard-response,17,105711,0.0-4.0-0.3,anon_subject_22,6733d46d557efbcaf35e42fb,67351bf0df744f43b8b81291,0.899735338448667,not_total_nonsense,False
2450,"<div style=""font-size:20px;""><p>A kilogram being a prime number</p></div>",1,is_prime,8,abstract_numeral,near,a kilogram,a kilogram being a prime number,12,critical,html-keyboard-response,19,109165,0.0-4.0-0.4,anon_subject_22,6733d46d557efbcaf35e42fb,67351bf0df744f43b8b81291,0.899735338448667,not_total_nonsense,False
3255,"<div style=""font-size:20px;""><p>A mile being surprised by a news article</p></div>",0,surprised,4,concrete_animate,far2,a mile,a mile being surprised by a news article,12,critical,html-keyboard-response,21,113423,0.0-4.0-0.5,anon_subject_22,6733d46d557efbcaf35e42fb,67351bf0df744f43b8b81291,0.899735338448667,total_nonsense,True
1256,"<div style=""font-size:20px;""><p>A girl writing a play</p></div>",1,write_play,2,concrete_animate,target,a girl,a girl writing a play,12,critical,html-keyboard-response,23,115683,0.0-4.0-0.6,anon_subject_22,6733d46d557efbcaf35e42fb,67351bf0df744f43b8b81291,0.899735338448667,not_total_nonsense,False
