item_set_id,sentence,label,voice,synonym_set,synonym_id
359,The president pardoned the traitor.,probable,active,,
359,The traitor pardoned the president.,improbable,active,,
359,The traitor was pardoned by the president.,probable,passive,,
359,The president was pardoned by the traitor.,improbable,passive,,
360,The au pair spanked the girl.,probable,active,,
360,The girl spanked the au pair.,improbable,active,,
360,The girl was spanked by the au pair.,probable,passive,,
360,The au pair was spanked by the girl.,improbable,passive,,
361,The TV station head promoted the newsagent.,probable,active,,
361,The newsagent promoted the TV station head.,improbable,active,,
361,The newsagent was promoted by the TV station head.,probable,passive,,
361,The TV station head was promoted by the newsagent.,improbable,passive,,
362,The policewoman handcuffed the offender.,probable,active,,
362,The offender handcuffed the policewoman.,improbable,active,,
362,The offender was handcuffed by the policewoman.,probable,passive,,
362,The policewoman was handcuffed by the offender.,improbable,passive,,
363,The anthropologist studied the tribesman.,probable,active,,
363,The tribesman studied the anthropologist.,improbable,active,,
363,The tribesman was studied by the anthropologist.,probable,passive,,
363,The anthropologist was studied by the tribesman.,improbable,passive,,
364,The police chief rewarded the firefighter.,probable,active,,
364,The firefighter rewarded the police chief.,improbable,active,,
364,The firefighter was rewarded by the police chief.,probable,passive,,
364,The police chief was rewarded by the firefighter.,improbable,passive,,
365,The miscreant kidnapped the beneficiary.,probable,active,,
365,The beneficiary kidnapped the miscreant.,improbable,active,,
365,The beneficiary was kidnapped by the miscreant.,probable,passive,,
365,The miscreant was kidnapped by the beneficiary.,improbable,passive,,
366,The social worker comforted the abused woman.,probable,active,,
366,The abused woman comforted the social worker.,improbable,active,,
366,The abused woman was comforted by the social worker.,probable,passive,,
366,The social worker was comforted by the abused woman.,improbable,passive,,
367,The neuroscientist overwhelmed the lab assistant.,probable,active,,
367,The lab assistant overwhelmed the neuroscientist.,improbable,active,,
367,The lab assistant was overwhelmed by the neuroscientist.,probable,passive,,
367,The neuroscientist was overwhelmed by the lab assistant.,improbable,passive,,
368,The warmonger terrorized the gunsmith.,probable,active,,
368,The gunsmith terrorized the warmonger.,improbable,active,,
368,The gunsmith was terrorized by the warmonger.,probable,passive,,
368,The warmonger was terrorized by the gunsmith.,improbable,passive,,
