sentence,5-Gram Log-Prob,GPT2-XL Log-Prob,PCFG Log-Prob,Arousal,Conversational,Sense,Gram.,Frequency,Imageability,Others Thoughts,Physical,Places,Valence
It was such a particular experience.,-2.074419641069,-4.2130213,-8.0466542857143,3.2857142857143,4.5714285714286,6.2777777777778,6.7222222222222,4.8571428571429,3.2857142857143,4.625,2.3333333333333,2.0,3.7333333333333
It was the mathematical constant pi.,-2.6542536701475,-4.9297056,-10.9780128571429,1.8235294117647,3.2666666666667,6.0,5.9411764705882,3.6875,3.6875,1.5714285714286,1.2,1.0,2.5
"It was unheard of, unthinkable, impossible.",-2.7976490499319,-3.7502742,-9.6618235555556,4.2857142857143,4.3846153846154,6.7058823529412,5.9411764705882,4.7857142857143,3.6875,3.5,1.625,1.1666666666667,2.625
It was wrapped in the plastic.,-2.0908480967794,-4.7188954,-8.7103957142857,2.5,5.2142857142857,6.8888888888889,6.7222222222222,6.0714285714286,5.6428571428571,1.375,5.2666666666667,1.7142857142857,2.8666666666667
It wasn't even his terrible taste.,-2.4353300400544,-4.873656,-9.332915,3.1176470588235,5.3571428571429,6.0,6.4,3.8666666666667,1.6923076923077,4.3529411764706,1.4,1.5333333333333,1.9166666666667
It will only fuel the fire.,-2.3253635849272,-4.005423,-8.7834328571429,4.2352941176471,5.9333333333333,6.8823529411765,6.8235294117647,6.125,4.5,3.5714285714286,3.6666666666667,1.8888888888889,1.7777777777778
It will shrink to almost nothing!,-2.2857095769473,-4.8226156,-9.4373628571429,3.9411764705882,4.8666666666667,6.7647058823529,6.7647058823529,5.0625,4.375,2.2142857142857,2.9333333333333,1.2222222222222,2.3333333333333
It would only delay the inevitable.,-2.4929231660707,-3.811767,-8.9574842857143,4.0714285714286,6.1666666666667,7.0,6.9230769230769,5.4117647058824,1.9375,4.0,1.8461538461538,1.0625,1.8823529411765
It wouldn't be any fun otherwise.,-2.0885873198276,-3.216209,-9.4086775,2.2,5.875,6.9090909090909,6.7272727272727,5.6842105263158,1.6428571428571,4.625,1.1666666666667,1.4666666666667,3.4666666666667
It're allowed to voice your opinion.,-2.6365983784199,-5.117419,-8.739306625,2.8823529411765,1.7857142857143,4.1333333333333,3.0,1.4,1.3076923076923,3.7647058823529,1.4666666666667,1.4,2.5833333333333
It's Auckland a little bit Bring.,-2.8968488126993,-6.544485,-11.97865125,1.4285714285714,1.25,1.5882352941176,2.4705882352941,1.2352941176471,1.0714285714286,1.2142857142857,1.1333333333333,2.9285714285714,1.3846153846154
It's a fantastic piece of writing.,-1.6034545898438,-3.0169218,-9.15277,3.4285714285714,6.0769230769231,7.0,7.0,5.875,4.0666666666667,4.4285714285714,3.2352941176471,1.2,5.2222222222222
It's a great lyric and story.,-1.9855019375682,-4.423334,-9.772925,3.2857142857143,5.4615384615385,6.3529411764706,6.2352941176471,4.5714285714286,4.0625,3.6428571428571,2.8125,1.3333333333333,5.3125
It's a green circle of grass.,-2.0645615980029,-4.2740097,-9.3774725,1.7777777777778,4.625,6.6111111111111,6.8333333333333,4.75,6.6,2.5,5.5,6.0,4.1764705882353
"It's a simple, but cheerful melody.",-2.4728282019496,-3.971822,-9.7049288888889,2.9375,4.5,6.9,6.8,5.2666666666667,3.0666666666667,4.1764705882353,1.7647058823529,1.7142857142857,5.1764705882353
It's built around an enclosed courtyard.,-2.1013244241476,-4.8121624,-10.40027,2.8666666666667,5.6,6.75,6.8333333333333,5.0,4.75,2.0588235294118,5.0,5.6875,2.6153846153846
"It's deserts in the deliberate, JUL.",-3.1777262724936,-7.435883,-10.6962755555556,1.625,1.4166666666667,2.0,3.0909090909091,1.5625,1.3125,1.3529411764706,1.5333333333333,2.3157894736842,1.8125
It's easy to be led astray.,-1.9519492615946,-2.6694643,-8.25843625,4.25,4.5,7.0,6.9375,4.8666666666667,3.2,4.3684210526316,1.6875,2.1428571428571,2.1176470588235
It's even made out to you.,-2.0903210863471,-4.519242,-7.19319125,3.1428571428571,6.0,6.5384615384615,6.3846153846154,4.8235294117647,2.9375,3.7777777777778,2.9230769230769,1.0625,4.5294117647059
It's extremely touching and extremely funny.,-2.3991260454059,-4.2560163,-10.50728625,4.6153846153846,5.1111111111111,6.7647058823529,6.5882352941176,5.0588235294118,2.7692307692308,4.9375,1.5,1.0625,5.8947368421053
It's got a lot of character.,-1.1644942346029,-3.0811577,-8.0669225,2.4666666666667,5.5294117647059,6.875,6.8125,6.0714285714286,2.3846153846154,3.8666666666667,2.4666666666667,1.375,4.1428571428571
It's got a nice pinkish color.,-2.2440542094409,-3.6197367,-10.74219125,2.8823529411765,5.6,6.8235294117647,6.4705882352941,6.25,5.5625,2.6428571428571,2.8,1.3888888888889,4.2777777777778
It's me lying on a bed.,-1.7540100067854,-3.9879985,-9.76506375,2.9285714285714,5.3333333333333,6.9230769230769,6.3846153846154,4.2941176470588,5.875,4.7777777777778,6.3076923076923,4.625,3.4705882352941
It's not -- it's important to me.,-1.3511878781848,-3.280012,-8.005202,3.0769230769231,5.0555555555556,5.5882352941176,5.7058823529412,4.4705882352941,1.9230769230769,5.1875,1.1428571428571,1.0,3.4210526315789
"It's not his fault, come on.",-2.0599991828203,-3.2437453,-8.8690955555556,2.5,6.4117647058824,6.7222222222222,5.6666666666667,6.0,2.1875,5.6875,1.0,1.0833333333333,2.875
It's now Lith Config a purported.,-3.2288071257727,-9.10498,-12.34706875,1.3571428571429,1.0625,1.2941176470588,2.2941176470588,1.1176470588235,1.0714285714286,1.1428571428571,1.0666666666667,1.0714285714286,1.2307692307692
It's quite apparent we have problems.,-2.4163683354855,-4.200253,-10.60615,4.4285714285714,5.75,7.0,6.7692307692308,5.7058823529412,1.875,5.3333333333333,1.6923076923077,1.3125,1.7058823529412
"It's reproduced in the book, below.",-2.5584986954927,-4.006838,-8.86817,1.8571428571429,3.3076923076923,6.3529411764706,5.8235294117647,4.0714285714286,3.5,1.5,5.0625,1.6666666666667,2.9375
It's so rose yet stands out.,-2.6392941921949,-6.1450834,-9.7644,1.8823529411765,2.2,2.5882352941176,4.2941176470588,2.1875,2.5625,2.6428571428571,2.4,1.7777777777778,2.4444444444444
It's the best I can do.,-1.2574289813638,-2.7195988,-7.28009375,2.8571428571429,6.8125,6.9411764705882,6.7647058823529,6.8823529411765,3.1428571428571,4.2857142857143,1.7333333333333,1.0714285714286,3.4615384615385
It's what democracy is all about.,-2.0513202399015,-3.1722174,-8.0391075,2.8666666666667,5.8,6.9166666666667,6.6666666666667,5.8823529411765,2.75,3.5294117647059,1.4375,2.125,3.3846153846154
Italy was rich with art history.,-2.5966746636799,-5.3323793,-9.3172871428571,4.4375,4.5,6.75,6.4375,4.5333333333333,5.2666666666667,3.1578947368421,4.125,5.5714285714286,5.5294117647059
"Items where Author is "" Pfeiffer Ilona""",-4.1692933355059,-6.0782537,-16.46921625,1.5,1.5833333333333,4.6363636363636,3.9090909090909,1.375,1.5,1.1764705882353,1.8,1.0,1.6875
"Items where Author is ""Polgar, G.""",-4.069813149316,-6.3789506,-13.577222,1.0714285714286,1.4117647058824,4.6111111111111,4.6666666666667,1.7647058823529,2.125,1.5625,2.2307692307692,1.5,2.0625
"Items where Author is ""Scott, Braden""",-3.9459306342261,-6.2231855,-15.2127911111111,1.5,1.6153846153846,5.0588235294118,4.4705882352941,1.6428571428571,2.5625,1.4285714285714,2.3125,1.25,1.6875
Its dog has since been collected.,-2.4845048189163,-6.240268,-10.0298928571429,2.7142857142857,2.7142857142857,4.2777777777778,5.2777777777778,2.4285714285714,2.7857142857143,1.8125,4.3333333333333,2.1428571428571,2.8666666666667
Its door slammed shut seconds later.,-3.2981591650418,-5.039608,-12.3436671428571,4.8125,3.625,6.375,6.5625,3.8,5.5333333333333,2.9473684210526,5.5,3.2142857142857,2.1764705882353
Its small head resembled a deer.,-2.8242478115218,-6.1505337,-13.1113185714286,2.8125,4.8333333333333,6.4545454545455,6.1818181818182,3.9375,5.5625,3.2352941176471,5.7333333333333,3.2105263157895,3.5
Jazlyn changed her opinion about Org.,-2.9234001636505,-5.640419,-12.0687914285714,1.4666666666667,2.5882352941176,5.1875,6.25,1.9285714285714,1.6923076923077,5.2,1.8666666666667,1.125,2.6428571428571
"Jiffy Lube of -- of therapies, yes.",-4.6346661107881,-5.6667085,-12.6719211111111,2.3888888888889,1.25,2.3333333333333,2.8333333333333,1.5,1.9333333333333,2.3125,2.125,1.8571428571429,2.0588235294118
"John Blackstone, median News, Snoqualmie, reimb.",-4.503143688043,-7.087005,-11.857325,1.2222222222222,1.4375,1.9444444444444,2.2777777777778,1.0625,1.3333333333333,1.8125,1.375,1.3571428571429,1.5294117647059
Joshua Schimel labour at Writing undert.,-3.3583083868027,-8.982466,-14.6518614285714,1.2777777777778,1.1875,2.0,2.5555555555556,1.1875,1.2666666666667,2.0625,1.9375,1.2857142857143,1.5294117647059
"June attention she'd stay Rated, too.",-3.6520638167858,-8.997901,-12.5750355555556,1.2857142857143,1.125,1.2941176470588,2.1764705882353,1.0588235294118,1.2857142857143,1.4285714285714,1.3333333333333,1.0714285714286,1.2307692307692
Just move on to the next.,-1.5295191875526,-3.7549474,-10.2339428571429,1.8666666666667,5.5625,6.7272727272727,6.1818181818182,5.5789473684211,2.7142857142857,2.875,1.6111111111111,1.5333333333333,2.5333333333333
Just peanut butter and hot cocoa.,-2.7760464336191,-5.21477,-13.2249,2.7857142857143,5.0,6.75,6.9166666666667,3.5625,5.9333333333333,2.5,4.4117647058824,1.4666666666667,3.8888888888889
"Just please, give me the ticket!",-2.6469453615802,-4.707766,-11.72137125,4.8571428571429,6.0833333333333,7.0,6.4615384615385,4.8823529411765,3.8125,4.3888888888889,5.2307692307692,2.125,2.1764705882353
Just received from your flower store.,-3.4114514078413,-5.941107,-12.3778871428571,2.4117647058824,3.3571428571429,5.2666666666667,4.8666666666667,2.8666666666667,2.9230769230769,2.7058823529412,4.7333333333333,5.2,5.0
"Just then, the front door slammed.",-2.7760668737548,-3.7298388,-10.394045,5.0714285714286,3.75,6.8823529411765,6.7058823529412,4.7058823529412,5.8571428571429,2.8571428571429,5.9333333333333,4.3571428571429,1.9230769230769
Justice Singh asks the government's lawyer.,-3.0591273009777,-6.0182867,-9.967195,2.0,1.6875,6.1818181818182,6.0,2.2105263157895,3.5,3.375,1.7777777777778,1.4,2.3333333333333
"Keep Your Private Stuff, well, Private!",-3.6492313998086,-5.204175,-13.8092833333333,3.8,4.25,6.1818181818182,5.2727272727273,4.2105263157895,2.4285714285714,4.5,2.2222222222222,1.8666666666667,3.0666666666667
Keep in touch with my secretary.,-2.2523663554873,-4.8657484,-12.2379242857143,1.7142857142857,5.3529411764706,6.8333333333333,6.8333333333333,5.4117647058824,3.6875,3.75,2.0769230769231,1.9166666666667,3.5
Keep it simple like Kim does.,-2.8413125957761,-5.2376404,-12.5476,1.6428571428571,5.8125,6.7058823529412,6.2352941176471,5.2352941176471,2.9285714285714,3.4285714285714,1.6,1.2142857142857,3.0769230769231
Keep that thing away from me.,-2.6621888620513,-3.6453822,-10.9530085714286,4.8571428571429,6.5,7.0,6.9411764705882,6.2941176470588,4.1428571428571,4.9285714285714,4.3333333333333,1.3571428571429,1.4615384615385
Kevin has earned the distinction S.P.P.A.,-2.5495533317328,-4.1438665,-11.98162,2.6428571428571,3.4615384615385,5.1764705882353,6.2352941176471,1.6428571428571,2.0,2.8571428571429,1.4375,1.0833333333333,3.0
"Kids kay in Sutter Creek, California.",-3.8985496929714,-6.0322466,-12.80095625,1.6666666666667,1.25,3.2222222222222,4.7777777777778,1.5,1.9333333333333,2.125,2.8125,4.8571428571429,1.5294117647059
"Kim Joo-Hwan, thank you for MR.",-3.6562578231096,-4.3584967,-11.6947175,1.5,2.2307692307692,4.4166666666667,5.6666666666667,1.375,1.2,1.8571428571429,1.6470588235294,1.2666666666667,2.1666666666667
Kindness and warmth emanated from him.,-3.1962993890047,-3.8478649,-12.2091757142857,4.1176470588235,3.3333333333333,6.7058823529412,6.7058823529412,4.5,5.1875,6.5714285714286,1.6666666666667,1.3888888888889,6.1666666666667
King's handsome face looked almost demonic.,-3.2465005740523,-5.3980045,-12.94249375,4.7222222222222,2.0,6.2352941176471,6.2941176470588,2.6923076923077,6.3333333333333,4.6428571428571,3.5,1.4736842105263,1.7058823529412
Kitchen with dining area and woodburner.,-2.8431755304337,-4.0493884,-13.35195,2.5714285714286,2.8235294117647,6.1666666666667,5.5555555555556,3.8235294117647,5.9375,1.5,6.5384615384615,4.9166666666667,4.0
Knocked him out with one punch.,-2.0679921678134,-3.8639474,-12.8686485714286,5.4705882352941,5.2857142857143,6.7333333333333,5.8,5.4666666666667,6.0,4.5294117647059,5.5333333333333,2.2,2.0
"Komodo dragon, serve, walrus, since ask.",-3.9472530909947,-6.0627284,-12.534842,2.1666666666667,1.125,1.5555555555556,1.6111111111111,1.1875,1.9333333333333,1.5625,2.9375,1.9285714285714,1.4117647058824
LG'll obj you back suggested Git.,-4.2024430717741,-10.751762,-14.57092125,1.5294117647059,1.0666666666667,1.3529411764706,1.8235294117647,1.0,1.0625,1.5,1.0666666666667,1.0,1.7222222222222
LGBT on Broadcast TV Season 2007-08??,-3.0218197256327,-7.105633,-15.1230425,2.0,2.0625,4.3636363636364,4.2727272727273,1.8947368421053,2.2857142857143,2.6875,1.7777777777778,1.0666666666667,2.9333333333333
Labor shifted from farming to mining.,-3.2894442592348,-6.4748087,-11.4495342857143,2.4117647058824,2.5714285714286,6.8,6.9333333333333,4.0,4.6923076923077,2.7647058823529,4.8,4.9333333333333,1.6666666666667
Laboratory Corp. officials couldn't be reached.,-3.1399457296357,-4.830456,-8.37256,2.0,2.4285714285714,6.8666666666667,6.6666666666667,2.6428571428571,3.8,2.4285714285714,1.8571428571429,1.3571428571429,1.1666666666667
Lack tose and tolerant on Yahoo!,-3.7282241109226,-7.6100864,-15.6130114285714,1.7777777777778,1.0666666666667,2.2941176470588,2.9411764705882,1.0,1.3333333333333,1.6428571428571,1.5,1.0526315789474,2.1764705882353
"Lago did correspondence win, you ask?",-3.9823408808027,-8.302549,-14.32031375,2.0588235294118,2.1428571428571,2.5333333333333,3.9333333333333,1.1333333333333,1.0769230769231,2.1176470588235,2.0,1.5333333333333,1.5
"Larry, thanks for coming in today.",-2.8800357920783,-3.5745485,-10.2935075,3.2857142857143,6.3571428571429,6.8888888888889,6.7222222222222,5.2142857142857,3.8571428571429,4.3125,3.5333333333333,2.6428571428571,4.4666666666667
"Last, you will score for variety.",-3.0529533965247,-6.203706,-11.7332475,2.4117647058824,2.8571428571429,5.8666666666667,5.8666666666667,2.9333333333333,2.2307692307692,2.5294117647059,1.6,1.5333333333333,2.8333333333333
Lastly the Popsugar Must have Mix.,-3.3948159388133,-6.7082205,-14.24524,2.0,1.8333333333333,2.0,3.7272727272727,1.5625,1.5625,1.6470588235294,2.6666666666667,1.0526315789474,2.625
Later on I submitted to INTI.,-3.3365725874901,-6.1178284,-12.38041,1.5625,3.4166666666667,4.9090909090909,5.6363636363636,1.875,1.6875,2.4117647058824,1.6666666666667,1.2631578947368,2.3125
Learn how to speak English first.,-2.4594404825142,-4.4805045,-12.8591142857143,3.1176470588235,5.1333333333333,6.8823529411765,6.8235294117647,6.0625,3.1875,4.2142857142857,1.2,1.1666666666667,1.5555555555556
"Legend, you got Stephanie, that's dep.",-3.8097887039185,-6.988809,-11.188642,1.3571428571429,1.8125,1.7058823529412,1.7058823529412,1.7058823529412,1.5714285714286,2.3571428571429,1.2666666666667,1.1428571428571,1.7692307692308
Les an leisurely roam in frustration.,-3.7903121794973,-8.058532,-14.0540257142857,2.0625,1.0714285714286,1.9,2.7,1.2,1.4,2.4117647058824,1.7647058823529,1.1428571428571,1.4705882352941
Let this be quick and simple.,-2.4293230090822,-4.1510143,-8.8719485714286,2.7142857142857,6.3846153846154,6.75,6.8333333333333,6.0,3.6666666666667,2.7857142857143,2.1764705882353,1.0666666666667,2.6111111111111
Let's get it going once again.,-1.8810870274901,-3.5533972,-9.86094125,4.0,5.9166666666667,6.9230769230769,6.9230769230769,5.4117647058824,1.8125,3.3888888888889,2.0,1.375,4.3529411764706
Let's hope the best team wins.,-1.592229321599,-3.5841494,-10.93993625,3.1428571428571,6.3846153846154,6.8823529411765,6.8823529411765,6.1428571428571,4.375,4.5714285714286,2.875,1.75,5.5
Let's start with this month's bag!,-2.4146096938186,-3.980081,-10.9288844444444,4.0,4.5714285714286,6.6111111111111,6.5555555555556,4.1428571428571,4.0714285714286,2.6875,4.5333333333333,1.7142857142857,3.9333333333333
Letters of Credit Issued for Subsidiaries.,-3.0673030955451,-3.7842836,-13.6157957142857,1.7058823529412,1.7333333333333,5.7058823529412,4.9411764705882,2.5625,2.5625,1.3571428571429,3.0666666666667,1.2222222222222,1.7777777777778
"Lettie said, 'Can I see it?",-3.2450091498239,-4.039965,-11.2655155555556,3.1428571428571,3.9230769230769,6.7647058823529,5.2352941176471,4.0714285714286,4.0,4.0,3.3125,1.5,3.3125
Levels of immunization closer Kaine disapp.,-4.0431365768115,-8.427117,-15.1693514285714,2.4285714285714,1.1666666666667,1.6923076923077,2.0769230769231,1.3529411764706,1.1875,1.3888888888889,1.3846153846154,1.0625,1.5882352941176
Light from a fire burned inside.,-2.4976587976728,-5.3494635,-12.1951342857143,3.9333333333333,3.3571428571429,5.6666666666667,5.6666666666667,4.1428571428571,5.4666666666667,3.2142857142857,4.8571428571429,4.0714285714286,2.6666666666667
Light is made up of photons.,-2.2301138096622,-3.2502007,-9.0800671428571,2.1666666666667,2.9230769230769,7.0,6.8666666666667,4.8666666666667,3.8947368421053,1.9333333333333,2.7692307692308,1.5882352941176,3.7142857142857
Like a late night comedy sketch.,-2.2153624807085,-4.590585,-12.1601,3.1176470588235,5.0714285714286,6.6666666666667,6.0666666666667,4.8,4.0,2.7647058823529,2.2,2.9333333333333,3.8333333333333
Like a voodoo priest or something?,-2.5319755162512,-4.159165,-15.1805142857143,4.3571428571429,5.0625,6.7058823529412,6.0588235294118,3.7647058823529,4.5714285714286,3.5,3.0666666666667,1.6428571428571,2.6153846153846
"Like an idiot, I'd believed her.",-2.8108426332474,-3.9008005,-10.8534211111111,3.9444444444444,5.4,6.7647058823529,6.5294117647059,5.2307692307692,2.5333333333333,6.1428571428571,1.4375,1.0526315789474,1.7058823529412
"Like sustaining, with a secret Quite.",-3.4174846410751,-8.263318,-15.2865,1.6923076923077,1.4444444444444,1.9411764705882,3.5882352941176,1.1176470588235,1.0,1.25,1.0714285714286,1.0625,2.3684210526316
Likewise Shares begun in his ill.,-3.223146038396,-9.681548,-13.33847,1.8125,1.5833333333333,1.0,1.7272727272727,1.4375,1.25,1.7058823529412,1.7333333333333,1.0,1.8125
"Likewise, most bones are NOT GOOD.",-2.5846193603107,-6.4499626,-11.79204125,3.2666666666667,2.5882352941176,5.375,6.0625,2.0,2.1538461538462,3.3333333333333,4.4666666666667,1.25,1.2857142857143
List and UV was a NEIN!,-2.98068100214,-8.375075,-13.1022285714286,2.8333333333333,1.6153846153846,1.8666666666667,2.8666666666667,1.4,1.0526315789474,1.0666666666667,1.0,1.0588235294118,1.8571428571429
Little people will get that unity.,-2.8399211508887,-6.6197853,-10.5700942857143,2.5,2.2307692307692,4.2,6.4,1.9333333333333,1.9473684210526,3.3333333333333,1.9230769230769,1.5882352941176,3.7142857142857
Lola seaf out a low Sed.,-3.5380370219549,-9.959817,-12.9738828571429,1.3888888888889,1.0666666666667,1.0588235294118,2.0588235294118,1.0,1.0,1.3571428571429,1.375,1.0,1.7058823529412
Long after the flu epidemic ended.,-2.5540414622852,-5.153865,-12.6674385714286,3.3571428571429,4.4285714285714,6.5555555555556,5.8333333333333,5.0714285714286,4.0,3.0,1.9333333333333,2.1428571428571,3.8666666666667
Long chandelier avocado colored earrings glistened.,-4.5101843476295,-6.114299,-15.6558485714286,2.5,1.2307692307692,3.8,4.6,1.2666666666667,4.5263157894737,1.9333333333333,5.0,1.5294117647059,2.8571428571429
Look Schr in plus size Cath.,-4.0183717608452,-9.331015,-14.5313442857143,1.6666666666667,1.0714285714286,1.3333333333333,1.9333333333333,1.0,1.0,1.5,1.8571428571429,1.0,1.4166666666667
Look at that painting over there.,-2.720974615642,-3.7624655,-10.4365385714286,3.6875,6.1666666666667,7.0,6.9090909090909,6.25,5.8125,4.1764705882353,6.1333333333333,3.4210526315789,4.0625
"Look, we have a big frame.",-2.723856823785,-4.571401,-8.36375375,2.5,4.4285714285714,6.2,6.7,3.8,4.2,2.6470588235294,5.0,1.9285714285714,2.4705882352941
"Looking at the scene there, Daryn.",-2.2148829350869,-5.7076387,-10.60276375,1.9285714285714,3.4,5.4666666666667,5.4666666666667,3.3333333333333,2.5384615384615,3.3333333333333,2.2142857142857,2.8666666666667,2.2142857142857
Looking for a fun cultural emblem.,-2.7831850818225,-6.213611,-13.0649,2.5,2.6153846153846,6.3333333333333,6.5,2.8125,2.7333333333333,3.2142857142857,2.7647058823529,1.6,3.3888888888889
"Looking she's dying,"" akin Victoria simply.",-4.0004035681486,-9.212464,-13.07348,2.5,1.0,2.2352941176471,2.4705882352941,1.0769230769231,1.6666666666667,3.0714285714286,2.0,1.1578947368421,1.2941176470588
Looks good and feels god ets..,-3.3815786242485,-6.8061423,-16.84588,2.8235294117647,1.6,2.5882352941176,2.9411764705882,1.375,1.8125,3.0714285714286,1.2666666666667,1.2222222222222,3.4444444444444
Looks like you had a blast!,-2.1082196405956,-3.7025037,-12.1273771428571,4.5882352941176,6.8,7.0,6.8235294117647,6.8125,4.625,6.2857142857143,1.2666666666667,1.4444444444444,5.6666666666667
Loop we had a wonderful view.,-2.9980072634561,-6.3090634,-11.0784971428571,2.2857142857143,1.8235294117647,4.2222222222222,4.7777777777778,1.5882352941176,2.875,4.125,1.6153846153846,3.0833333333333,4.0625
Los archivos.map los ha creado Bungie.,-4.0989712675412,-6.992192,-15.0557357142857,1.7058823529412,1.0714285714286,1.2,1.4,1.1333333333333,1.1538461538462,1.1764705882353,1.3333333333333,1.7333333333333,1.0833333333333
Lower sales will get their attention.,-2.6609118155071,-6.2399354,-8.8972614285714,3.0769230769231,5.0,6.9411764705882,6.9411764705882,3.9411764705882,2.9230769230769,3.375,1.5,1.1875,2.7368421052632
Luke91 help pump to 0.20 ok??,-3.6236550978252,-8.043016,-14.44723125,1.5384615384615,1.0555555555556,2.4705882352941,3.6470588235294,1.0,1.0769230769231,1.375,1.5,1.0625,1.8947368421053
Lyal Claude Carr per Birth Reg'n.,-4.299750157765,-8.695019,-15.2737344444444,1.25,1.0,1.0909090909091,1.6363636363636,1.0625,1.0,1.3529411764706,1.1333333333333,1.2105263157895,1.625
"Macaulay, you drew up Wynant's will.",-3.0855417847633,-5.749902,-10.7255455555556,1.6666666666667,3.5294117647059,6.0,6.4375,1.5,3.0,3.8666666666667,3.0666666666667,1.0625,2.0714285714286
Made in Central PA by K.C.,-2.968512095511,-4.623713,-13.1204614285714,1.3571428571429,2.1764705882353,6.3888888888889,5.8888888888889,2.7058823529412,2.1875,1.4375,2.0,3.6666666666667,2.4375
"Magic, Pokemon TCG, YuGiOh und mehr!!",-5.2194577852885,-4.622968,-15.303941,3.0625,2.8333333333333,2.3636363636364,2.4545454545455,1.8125,2.0625,1.6470588235294,3.6666666666667,1.1578947368421,2.5625
Major feather in its cap: Google.,-3.3471732650484,-5.113053,-12.78476,1.7857142857143,1.4615384615385,4.7647058823529,4.3529411764706,1.3571428571429,1.6875,1.2857142857143,2.4375,1.3333333333333,2.375
Make sure Manga did their Ltd!,-3.3700604268483,-9.273529,-14.0072714285714,1.6428571428571,2.2352941176471,3.3888888888889,4.8888888888889,1.7647058823529,1.3125,1.375,1.0769230769231,1.0,1.5
"Malaysia Airlines Conditions of Carriage, Viva!",-3.4340300474848,-4.4611173,-14.64227625,2.3333333333333,1.5625,2.1818181818182,2.9090909090909,1.3684210526316,1.7142857142857,1.4375,2.3888888888889,2.6,2.4
Many sin for the kind Def!,-3.4080791388239,-8.80925,-14.3755514285714,1.4615384615385,1.1666666666667,2.0,3.7647058823529,1.0,1.0769230769231,1.5,1.0,1.0,1.7368421052632
Many soldiers served in his army.,-2.1116709581443,-4.9290447,-9.9979285714286,2.8666666666667,4.1176470588235,6.75,6.8125,4.8571428571429,5.0769230769231,3.8666666666667,3.3333333333333,2.375,3.0
Many villages survive along the coast.,-2.4743060384478,-5.6952953,-11.1491114285714,2.6,3.5,6.4545454545455,6.8181818181818,4.7368421052632,4.6428571428571,4.0625,4.2777777777778,5.6,4.5333333333333
Mark an aircraft message as deld.,-3.1549187501272,-7.781013,-13.4167157142857,1.8823529411765,1.3571428571429,2.4666666666667,4.6,1.0666666666667,1.6153846153846,1.4705882352941,2.2,1.8666666666667,1.3333333333333
"Martha said he owed, unpre women.",-2.9553683201472,-8.173641,-11.16762625,1.4444444444444,1.4375,2.0555555555556,2.8333333333333,1.5,1.4666666666667,1.9375,1.1875,1.2142857142857,1.5294117647059
Martin gave her a teasing pat.,-2.9619130321911,-6.005518,-12.6093342857143,3.6875,3.0625,6.5,6.75,2.4,5.5333333333333,5.0526315789474,3.625,2.5,3.9411764705882
"Masters Degree, 1-2 years: ""salesforce support""",-3.6348519921303,-4.559559,-14.729431,2.1875,1.5625,4.0625,3.625,2.2666666666667,2.4,1.7368421052632,1.1875,1.7857142857143,2.6470588235294
Match cricket suit prediction 100 certain.,-4.3570256573813,-10.246675,-15.1665957142857,1.5714285714286,1.6428571428571,2.1666666666667,3.0,1.2142857142857,1.2857142857143,1.4375,2.4,1.8571428571429,1.8666666666667
"Maximum impact, least amount of effort.",-2.7923858804362,-4.603412,-12.69264375,3.7777777777778,3.0,6.2352941176471,5.2352941176471,5.0769230769231,2.4,2.3571428571429,1.625,1.3157894736842,4.5294117647059
Maybe have somebody else out there?,-2.3638559750148,-5.3038244,-12.3326528571429,2.8461538461538,5.3888888888889,6.2352941176471,6.2941176470588,4.5882352941176,2.6153846153846,3.375,1.6428571428571,1.9375,2.6315789473684
Maybe it's legal to do so.,-1.7966313697398,-3.6719487,-7.7698125,3.6923076923077,5.5555555555556,6.9411764705882,6.7647058823529,4.7647058823529,2.6153846153846,2.625,1.3571428571429,1.25,2.9473684210526
Maybe it's time for a rest.,-1.5534396320581,-3.0707505,-7.9541825,2.0,6.2352941176471,7.0,6.8125,6.2857142857143,2.9230769230769,4.7333333333333,2.0666666666667,1.5,4.1428571428571
Maybe not since I turned Pam.,-3.1346316507884,-7.0330596,-11.5327271428571,2.1333333333333,3.6428571428571,2.6,4.5333333333333,1.2142857142857,1.4,2.0714285714286,1.6428571428571,1.0,1.5
Maybe they had a platonic relationship.,-2.2941968781607,-3.9163673,-9.0130671428571,2.5,5.75,6.8823529411765,6.5882352941176,5.6470588235294,4.0,5.0714285714286,1.9333333333333,1.4285714285714,3.3076923076923
Mayko is relating to the Japanese.,-2.1217477743824,-6.475242,-8.7505385714286,2.2,3.5714285714286,5.6666666666667,6.2,1.6428571428571,2.1333333333333,3.0,2.5,2.1428571428571,2.5833333333333
Mbps it strat been a Unt.,-4.3416504065196,-11.052671,-13.4287928571429,1.2777777777778,1.0,1.0588235294118,1.5294117647059,1.0769230769231,1.0,1.1428571428571,1.25,1.0,1.4705882352941
Mc'm looking forward to some publicity.,-2.9074100712314,-6.984481,-10.87105125,1.9285714285714,2.1428571428571,4.2777777777778,5.0555555555556,1.5,1.8571428571429,2.125,1.7333333333333,1.2857142857143,2.2
Meet at the NCC Visitor Centre.,-2.9902702527387,-4.2217736,-13.5749457142857,1.3333333333333,4.5384615384615,6.4,6.0666666666667,3.2,3.5263157894737,1.9333333333333,3.4615384615385,4.7647058823529,3.3571428571429
