prefix,steering_concept,multiplier,rank,full_generation,first_token_generation,surprisal
Someone delivered the package using a,improbable,5.0,3, car, car,3.90625
Someone delivered the package using a,improbable,5.0,4, motorcycle, motorcycle,4.03125
Someone destroyed a building using a,None,,0, bomb, bomb,2.375
Someone destroyed a building using a,None,,1, car, car,2.75
Someone destroyed a building using a,None,,2, rocket launcher, rocket,3.25
Someone destroyed a building using a,None,,3, large amount of explosives, large,3.5
Someone destroyed a building using a,None,,4, fire bomb, fire,3.625
Someone destroyed a building using a,impossible,3.0,0, laser, laser,4.625
Someone destroyed a building using a,impossible,3.0,1, drone, drone,3.875
Someone destroyed a building using a,impossible,3.0,2, bomb, bomb,2.375
Someone destroyed a building using a,impossible,3.0,3, fire bomb, fire,3.625
Someone destroyed a building using a,impossible,3.0,4, flamethrower, flame,4.875
Someone destroyed a building using a,impossible,5.0,0, laser, laser,4.625
Someone destroyed a building using a,impossible,5.0,1, new weapon, new,5.875
Someone destroyed a building using a,impossible,5.0,2, drone, drone,3.875
Someone destroyed a building using a,impossible,5.0,3, fire, fire,3.625
Someone destroyed a building using a,impossible,5.0,4, nuclear bomb, nuclear,6.125
Someone destroyed a building using a,inconceivable,3.0,0, new weapon, new,5.875
Someone destroyed a building using a,inconceivable,3.0,1, weapon of mass destruction, weapon,4.875
Someone destroyed a building using a,inconceivable,3.0,2, <strong><em>Star, ,3.75
Someone destroyed a building using a,inconceivable,3.0,3, nuclear bomb, nuclear,6.125
Someone destroyed a building using a,inconceivable,3.0,4, powerful weapon, powerful,3.875
Someone destroyed a building using a,inconceivable,5.0,0, team, team,10.25
Someone destroyed a building using a,inconceivable,5.0,1, new word, new,5.875
Someone destroyed a building using a,inconceivable,5.0,2, word, word,12.5625
Someone destroyed a building using a,inconceivable,5.0,3, <em><strong>team, ,3.75
Someone destroyed a building using a,inconceivable,5.0,4, sword, sword,6.625
Someone destroyed a building using a,improbable,3.0,0, car, car,2.75
Someone destroyed a building using a,improbable,3.0,1, drone in the Netherlands, drone,3.875
Someone destroyed a building using a,improbable,3.0,2, bomb, bomb,2.375
Someone destroyed a building using a,improbable,3.0,3, fire extinguisher, fire,3.625
Someone destroyed a building using a,improbable,3.0,4, 3D printer, ,3.75
Someone destroyed a building using a,improbable,5.0,0, drone, drone,3.875
Someone destroyed a building using a,improbable,5.0,1, fire extinguisher, fire,3.625
Someone destroyed a building using a,improbable,5.0,2, car, car,2.75
Someone destroyed a building using a,improbable,5.0,3, 3D printer, ,3.75
Someone destroyed a building using a,improbable,5.0,4, wrecking ball, wrecking,4.75
Someone explained a concept using a,None,,0, picture of a car, picture,2.453125
Someone explained a concept using a,None,,1, metaphor, metaphor,2.953125
Someone explained a concept using a,None,,2, diagram, diagram,2.953125
Someone explained a concept using a,None,,3, 3D model, ,3.078125
Someone explained a concept using a,None,,4, simple example, simple,3.078125
Someone explained a concept using a,impossible,3.0,0, song, song,5.59375
Someone explained a concept using a,impossible,3.0,1, picture, picture,2.453125
Someone explained a concept using a,impossible,3.0,2, video game, video,4.21875
Someone explained a concept using a,impossible,3.0,3, meme, meme,6.96875
Someone explained a concept using a,impossible,3.0,4, movie, movie,5.84375
Someone explained a concept using a,impossible,5.0,0, song, song,5.59375
Someone explained a concept using a,impossible,5.0,1, video, video,4.21875
Someone explained a concept using a,impossible,5.0,2, new song, new,6.46875
Someone explained a concept using a,impossible,5.0,3, concept, concept,5.59375
Someone explained a concept using a,impossible,5.0,4, picture, picture,2.453125
Someone explained a concept using a,inconceivable,3.0,0, concept, concept,5.59375
Someone explained a concept using a,inconceivable,3.0,1, metaphor, metaphor,2.953125
Someone explained a concept using a,inconceivable,3.0,2, story, story,3.578125
Someone explained a concept using a,inconceivable,3.0,3, word, word,4.09375
Someone explained a concept using a,inconceivable,3.0,4, different language, different,5.46875
Someone explained a concept using a,inconceivable,5.0,0, concept, concept,5.59375
Someone explained a concept using a,inconceivable,5.0,1, word, word,4.09375
Someone explained a concept using a,inconceivable,5.0,2, different word, different,5.46875
Someone explained a concept using a,inconceivable,5.0,3, very different word, very,3.578125
Someone explained a concept using a,inconceivable,5.0,4, <em><strong>, ,3.078125
Someone explained a concept using a,improbable,3.0,0, picture, picture,2.453125
Someone explained a concept using a,improbable,3.0,1, video game, video,4.21875
Someone explained a concept using a,improbable,3.0,2, 1, ,3.078125
Someone explained a concept using a,improbable,3.0,3, game of chess, game,4.46875
Someone explained a concept using a,improbable,3.0,4, song, song,5.59375
Someone explained a concept using a,improbable,5.0,0, video game, video,4.21875
Someone explained a concept using a,improbable,5.0,1, 3D printer, ,3.078125
Someone explained a concept using a,improbable,5.0,2, song, song,5.59375
Someone explained a concept using a,improbable,5.0,3, game, game,4.46875
Someone explained a concept using a,improbable,5.0,4, picture, picture,2.453125
Someone played a song on a,None,,0, guitar, guitar,1.796875
Someone played a song on a,None,,1, piano, piano,2.046875
Someone played a song on a,None,,2, radio station, radio,2.046875
Someone played a song on a,None,,3, keyboard, keyboard,3.171875
Someone played a song on a,None,,4, jukebox, ju,3.421875
Someone played a song on a,impossible,3.0,0, guitar, guitar,1.796875
Someone played a song on a,impossible,3.0,1, flute, flute,3.921875
Someone played a song on a,impossible,3.0,2, piano, piano,2.046875
Someone played a song on a,impossible,3.0,3, violin, violin,4.15625
Someone played a song on a,impossible,3.0,4, harmonica, harmon,3.546875
Someone played a song on a,impossible,5.0,0, flute, flute,3.921875
Someone played a song on a,impossible,5.0,1, guitar, guitar,1.796875
Someone played a song on a,impossible,5.0,2, harp, harp,5.15625
Someone played a song on a,impossible,5.0,3, violin, violin,4.15625
Someone played a song on a,impossible,5.0,4, saxophone, saxophone,5.15625
Someone played a song on a,inconceivable,3.0,0, card, card,9.9375
Someone played a song on a,inconceivable,3.0,1, radio station, radio,2.046875
Someone played a song on a,inconceivable,3.0,2, song card, song,6.03125
Someone played a song on a,inconceivable,3.0,3, piano, piano,2.046875
Someone played a song on a,inconceivable,3.0,4, TV show, TV,5.15625
Someone played a song on a,inconceivable,5.0,0, team, team,11.75
Someone played a song on a,inconceivable,5.0,1, stick, stick,9.9375
Someone played a song on a,inconceivable,5.0,2, <em><strong>, ,4.40625
Someone played a song on a,inconceivable,5.0,3, harp, harp,5.15625
Someone played a song on a,inconceivable,5.0,4, ship, ship,9.5625
Someone played a song on a,improbable,3.0,0, piano in a bar, piano,2.046875
Someone played a song on a,improbable,3.0,1, guitar at a wedding, guitar,1.796875
Someone played a song on a,improbable,3.0,2, flute, flute,3.921875
Someone played a song on a,improbable,3.0,3, violin, violin,4.15625
Someone played a song on a,improbable,3.0,4, keyboard at a wedding, keyboard,3.171875
Someone played a song on a,improbable,5.0,0, piano in a bar, piano,2.046875
Someone played a song on a,improbable,5.0,1, guitar at a concert, guitar,1.796875
Someone played a song on a,improbable,5.0,2, violin, violin,4.15625
Someone played a song on a,improbable,5.0,3, flute, flute,3.921875
Someone played a song on a,improbable,5.0,4, harp, harp,5.15625
Someone burned a piece of paper with a,None,,0, dollar bill on it, dollar,3.421875
Someone burned a piece of paper with a,None,,1, message on it, message,3.421875
Someone burned a piece of paper with a,None,,2, burning time, burning,3.421875
Someone burned a piece of paper with a,None,,3, 1, ,3.421875
Someone burned a piece of paper with a,None,,4, $1, $,3.546875
Someone burned a piece of paper with a,impossible,3.0,0, candle, candle,5.4375
Someone burned a piece of paper with a,impossible,3.0,1, match, match,4.5625
Someone burned a piece of paper with a,impossible,3.0,2, 3D printer, ,3.421875
Someone burned a piece of paper with a,impossible,3.0,3, cigarette, cigarette,6.1875
Someone burned a piece of paper with a,impossible,3.0,4, friend, friend,5.8125
Someone burned a piece of paper with a,impossible,5.0,0, new song, new,7.4375
Someone burned a piece of paper with a,impossible,5.0,1, fire, fire,5.5625
Someone burned a piece of paper with a,impossible,5.0,2, 1, ,3.421875
Someone burned a piece of paper with a,impossible,5.0,3, little help, little,5.5625
Someone burned a piece of paper with a,impossible,5.0,4, piece of paper, piece,3.796875
Someone burned a piece of paper with a,inconceivable,3.0,0, fire, fire,5.5625
Someone burned a piece of paper with a,inconceivable,3.0,1, <em><strong>fire, ,3.421875
Someone burned a piece of paper with a,inconceivable,3.0,2, piece of paper, piece,3.796875
Someone burned a piece of paper with a,inconceivable,3.0,3, smile, smile,9.1875
Someone burned a piece of paper with a,inconceivable,3.0,4, lot of people, lot,5.4375
Someone burned a piece of paper with a,inconceivable,5.0,0, team, team,9.0625
Someone burned a piece of paper with a,inconceivable,5.0,1, smile, smile,9.1875
Someone burned a piece of paper with a,inconceivable,5.0,2, <i><b>, ,3.421875
Someone burned a piece of paper with a,inconceivable,5.0,3, little of the team, little,5.5625
Someone burned a piece of paper with a,inconceivable,5.0,4, piece of the soul, piece,3.796875
Someone burned a piece of paper with a,improbable,3.0,0, message on it, message,3.421875
Someone burned a piece of paper with a,improbable,3.0,1, picture of a cat, picture,3.671875
Someone burned a piece of paper with a,improbable,3.0,2, 1, ,3.421875
Someone burned a piece of paper with a,improbable,3.0,3, note on it, note,4.3125
Someone burned a piece of paper with a,improbable,3.0,4, photo of a woman, photo,4.8125
Someone burned a piece of paper with a,improbable,5.0,0, message on it, message,3.421875
Someone burned a piece of paper with a,improbable,5.0,1, 1, ,3.421875
Someone burned a piece of paper with a,improbable,5.0,2, $1, $,3.546875
Someone burned a piece of paper with a,improbable,5.0,3, picture of a cat, picture,3.671875
Someone burned a piece of paper with a,improbable,5.0,4, photo of a man, photo,4.8125
Someone communicated a message with a,None,,0, friend, friend,2.15625
Someone communicated a message with a,None,,1, <strong>message</strong>, ,2.90625
Someone communicated a message with a,None,,2, message, message,3.03125
Someone communicated a message with a,None,,3, person, person,3.78125
Someone communicated a message with a,None,,4, very important message, very,3.78125
Someone communicated a message with a,impossible,3.0,0, message, message,3.03125
Someone communicated a message with a,impossible,3.0,1, 1, ,2.90625
Someone communicated a message with a,impossible,3.0,2, new medium, new,5.03125
Someone communicated a message with a,impossible,3.0,3, friend, friend,2.15625
Someone communicated a message with a,impossible,3.0,4, song, song,6.90625
Someone communicated a message with a,impossible,5.0,0, new artist, new,5.03125
Someone communicated a message with a,impossible,5.0,1, message, message,3.03125
Someone communicated a message with a,impossible,5.0,2, song, song,6.90625
Someone communicated a message with a,impossible,5.0,3, 1, ,2.90625
Someone communicated a message with a,impossible,5.0,4, friend, friend,2.15625
Someone communicated a message with a,inconceivable,3.0,0, person, person,3.78125
Someone communicated a message with a,inconceivable,3.0,1, message, message,3.03125
Someone communicated a message with a,inconceivable,3.0,2, friend, friend,2.15625
Someone communicated a message with a,inconceivable,3.0,3, <strong><em>Star, ,2.90625
Someone communicated a message with a,inconceivable,3.0,4, great deal of power, great,5.03125
Someone communicated a message with a,inconceivable,5.0,0, team, team,6.28125
Someone communicated a message with a,inconceivable,5.0,1, message, message,3.03125
Someone communicated a message with a,inconceivable,5.0,2, <i><b>, ,2.90625
Someone communicated a message with a,inconceivable,5.0,3, different, different,4.65625
Someone communicated a message with a,inconceivable,5.0,4, new one, new,5.03125
Someone communicated a message with a,improbable,3.0,0, friend, friend,2.15625
Someone communicated a message with a,improbable,3.0,1, 1, ,2.90625
Someone communicated a message with a,improbable,3.0,2, message, message,3.03125
Someone communicated a message with a,improbable,3.0,3, group of people, group,4.15625
Someone communicated a message with a,improbable,3.0,4, man in a wheelchair, man,5.03125
Someone communicated a message with a,improbable,5.0,0, 1, ,2.90625
Someone communicated a message with a,improbable,5.0,1, friend, friend,2.15625
Someone communicated a message with a,improbable,5.0,2, message, message,3.03125
Someone communicated a message with a,improbable,5.0,3, group of people, group,4.15625
Someone communicated a message with a,improbable,5.0,4, man in a restaurant, man,5.03125
Someone fought their enemy with a,None,,0, sword, sword,1.71875
Someone fought their enemy with a,None,,1, knife, knife,2.34375
Someone fought their enemy with a,None,,2, gun, gun,2.96875
Someone fought their enemy with a,None,,3, stick, stick,3.21875
Someone fought their enemy with a,None,,4, weapon, weapon,3.34375
Someone fought their enemy with a,impossible,3.0,0, sword, sword,1.71875
Someone fought their enemy with a,impossible,3.0,1, lightsaber, lightsaber,4.96875
Someone fought their enemy with a,impossible,3.0,2, gun, gun,2.96875
Someone fought their enemy with a,impossible,3.0,3, <em><strong>Star, ,3.96875
Someone fought their enemy with a,impossible,3.0,4, new weapon, new,6.59375
Someone fought their enemy with a,impossible,5.0,0, new weapon, new,6.59375
Someone fought their enemy with a,impossible,5.0,1, sword, sword,1.71875
Someone fought their enemy with a,impossible,5.0,2, lightsaber, lightsaber,4.96875
Someone fought their enemy with a,impossible,5.0,3, gun, gun,2.96875
Someone fought their enemy with a,impossible,5.0,4, song, song,7.34375
Someone fought their enemy with a,inconceivable,3.0,0, sword, sword,1.71875
Someone fought their enemy with a,inconceivable,3.0,1, smile, smile,5.59375
Someone fought their enemy with a,inconceivable,3.0,2, weapon, weapon,3.34375
Someone fought their enemy with a,inconceivable,3.0,3, friend, friend,6.84375
Someone fought their enemy with a,inconceivable,3.0,4, new weapon, new,6.59375
Someone fought their enemy with a,inconceivable,5.0,0, team, team,9.375
Someone fought their enemy with a,inconceivable,5.0,1, whole, whole,7.96875
Someone fought their enemy with a,inconceivable,5.0,2, smile, smile,5.59375
Someone fought their enemy with a,inconceivable,5.0,3, sword, sword,1.71875
Someone fought their enemy with a,inconceivable,5.0,4, friend, friend,6.84375
Someone fought their enemy with a,improbable,3.0,0, sword, sword,1.71875
Someone fought their enemy with a,improbable,3.0,1, knife, knife,2.34375
Someone fought their enemy with a,improbable,3.0,2, <strong>sword</strong>, ,3.96875
Someone fought their enemy with a,improbable,3.0,3, giant sword, giant,4.71875
Someone fought their enemy with a,improbable,3.0,4, gun, gun,2.96875
Someone fought their enemy with a,improbable,5.0,0, sword, sword,1.71875
Someone fought their enemy with a,improbable,5.0,1, knife, knife,2.34375
Someone fought their enemy with a,improbable,5.0,2, <strong><em>Star, ,3.96875
Someone fought their enemy with a,improbable,5.0,3, giant sword, giant,4.71875
Someone fought their enemy with a,improbable,5.0,4, gun, gun,2.96875
