sentence_0,sentence_1,modal_0,modal_1,semantics_0,semantics_1
During the solo music performance the strings were plucked by the trumpeter.,During the solo music performance the strings were plucked by the violin.,improbable,impossible,related,related
At the restaurant all the meals were cooked by the diner.,At the restaurant all the meals were cooked by the plate.,improbable,impossible,related,related
The scientific research was funded by the volunteer.,The scientific research was funded by the microscope.,improbable,impossible,related,related
Tenants were upset when housing prices were raised by the occupant.,Tenants were upset when housing prices were raised by the property.,improbable,impossible,related,related
After crying and waking up his parents the baby was breast-fed by his brother.,After crying and waking up his parents the baby was breast-fed by his carry-cot.,improbable,impossible,related,related
"At the baseball game, a ball was thrown by the catcher.","At the baseball game, a ball was thrown by the scoreboard.",improbable,impossible,related,related
The cure for the disease was discovered by the patient.,The cure for the disease was discovered by the medication.,improbable,impossible,related,related
At the theatre the programs were given by the audience.,At the theatre the programs were given by the ticket.,improbable,impossible,related,related
At the wedding ceremony the ring was brought by the reverend.,At the wedding ceremony the ring was brought by the veil.,improbable,impossible,related,related
At the club the cocktails are served by the drunkard.,At the club the cocktails are served by the tonic.,improbable,impossible,related,related
The rules of the game show were explained by the contestant.,The rules of the game show were explained by the prize.,improbable,impossible,related,related
The next bus stop was announced by the user.,The next bus stop was announced by the bell.,improbable,impossible,related,related
The child's dirty nappy was changed by his toddler.,The child's dirty nappy was changed by his powder.,improbable,impossible,related,related
"At the ballet, the music was played by the dancer.","At the ballet, the music was played by the tutu.",improbable,impossible,related,related
In ancient Egypt the people were governed by the slave.,In ancient Egypt the people were governed by the pyramid.,improbable,impossible,related,related
The patient's aches and pains were examined by the hypochondriac.,The patient's aches and pains were examined by the medicine.,improbable,impossible,related,related
The rope was thrown by the Indian.,The rope was thrown by the saddle.,improbable,impossible,related,related
The murder witness was cross-questioned by the convict.,The murder witness was cross-questioned by the blood.,improbable,impossible,related,related
The violent demonstration was policed by the hooligan.,The violent demonstration was policed by the banner.,improbable,impossible,related,related
The cult's prophecies were established by the admirer.,The cult's prophecies were established by the candle.,improbable,impossible,related,related
"While eating dinner with her parents, the woman was proposed to by her father.","While eating dinner with her parents, the woman was proposed to by her diamond.",improbable,impossible,related,related
The studio recorded an album with music sung by the producer.,The studio recorded an album with music sung by the keyboard.,improbable,impossible,related,related
The aeroplane was flown by the controller.,The aeroplane was flown by the turbine.,improbable,impossible,related,related
The first lectures in college were given by the freshman.,The first lectures in college were given by the chalk.,improbable,impossible,related,related
The car's new features were marketed by the client.,The car's new features were marketed by the engine.,improbable,impossible,related,related
The husband got involved in an affair after having been seduced by his wife.,The husband got involved in an affair after having been seduced by his divorce.,improbable,impossible,related,related
At UK pubs every drink is poured by the alcoholic.,At UK pubs every drink is poured by the rum.,improbable,impossible,related,related
"At the hotel, luggage is delivered by the traveller.","At the hotel, luggage is delivered by the suitcase.",improbable,impossible,related,related
The clever boy was able to win the contest helped by his opponent.,The clever boy was able to win the contest helped by his challenge.,improbable,impossible,related,related
"Thanks to the union talks, improved benefits were received by the boss.","Thanks to the union talks, improved benefits were received by the list.",improbable,impossible,related,related
"In the fairy-tale, the princess was rescued by the witch.","In the fairy-tale, the princess was rescued by the crown.",improbable,impossible,related,related
The chaos in the classroom was initiated by the schoolmaster.,The chaos in the classroom was initiated by the blackboard.,improbable,impossible,related,related
Every day the rich Duke's soiled underwear was scrubbed by the queen.,Every day the rich Duke's soiled underwear was scrubbed by the dirt.,improbable,impossible,related,related
The pianist played his music while the bass was strummed by the drummer.,The pianist played his music while the bass was strummed by the drum.,improbable,impossible,related,related
"During the exam, unacceptable cheating behaviour was exhibited by the professor.","During the exam, unacceptable cheating behaviour was exhibited by the chair.",improbable,impossible,related,related
Everyone sat around the campfire to hear a tale told by the listener.,Everyone sat around the campfire to hear a tale told by the log.,improbable,impossible,related,related
At the pharmacy three bottles of insulin were sold by the diabetic.,At the pharmacy three bottles of insulin were sold by the aspirin.,improbable,impossible,related,related
"At the school, punishments for being late in class were given by the child.","At the school, punishments for being late in class were given by the desk.",improbable,impossible,related,related
After the meal was over the waitress was tipped by the cook.,After the meal was over the waitress was tipped by the penny.,improbable,impossible,related,related
At the wedding the couple was married by the bride.,At the wedding the couple was married by the ring.,improbable,impossible,related,related
The car was given a parking ticket by the delinquent.,The car was given a parking ticket by the brake.,improbable,impossible,related,related
The film was recorded by the actress.,The film was recorded by the script.,improbable,impossible,related,related
During the basketball game hot dogs were sold by the spectator.,During the basketball game hot dogs were sold by the mustard.,improbable,impossible,related,related
The man who stole the money was prosecuted by the witness.,The man who stole the money was prosecuted by the confession.,improbable,impossible,related,related
"At the roller coaster in the amusement park, customers are counted by the rider.","At the roller coaster in the amusement park, customers are counted by the track.",improbable,impossible,related,related
The skin operation was performed by the nurse.,The skin operation was performed by the anaesthesia.,improbable,impossible,related,related
"At the track, the horse was raced by the gambler.","At the track, the horse was raced by the harness.",improbable,impossible,related,related
The burglars were caught and arrested by the accomplice.,The burglars were caught and arrested by the handcuff.,improbable,impossible,related,related
The castle was attacked by the protector.,The castle was attacked by the protection.,improbable,impossible,related,related
"In the court-case that attracted lots of media, the man was sentenced by the reporter.","In the court-case that attracted lots of media, the man was sentenced by the verdict.",improbable,impossible,related,related
Everyone watched while the man was mugged by the bystander.,Everyone watched while the man was mugged by the wallet.,improbable,impossible,related,related
At the sausage stand lots of food was bought by the seller.,At the sausage stand lots of food was bought by the onion.,improbable,impossible,related,related
The decision to cancel the television show was made by the watcher.,The decision to cancel the television show was made by the commercial.,improbable,impossible,related,related
In the courtroom the killer was set free by the murderer.,In the courtroom the killer was set free by the bullet.,improbable,impossible,related,related
All possessions in the will were left by the survivor.,All possessions in the will were left by the grave.,improbable,impossible,related,related
In an act of generosity a large sum was donated by the recipient.,In an act of generosity a large sum was donated by the checkbook.,improbable,impossible,related,related
The novel was written by the reader.,The novel was written by the page.,improbable,impossible,related,related
The holiday cruise ship was sailed by the tourist.,The holiday cruise ship was sailed by the anchor.,improbable,impossible,related,related
At the church the baptism was conducted by the infant.,At the church the baptism was conducted by the basin.,improbable,impossible,related,related
"Before the island was discovered, it was inhabited by the explorer.","Before the island was discovered, it was inhabited by the ocean.",improbable,impossible,related,related
The ship was navigated by the passenger.,The ship was navigated by the deck.,improbable,impossible,related,related
The bank's vault had been robbed by the watchman.,The bank's vault had been robbed by the jewellery.,improbable,impossible,related,related
The advanced karate class was taught by the beginner.,The advanced karate class was taught by the belt.,improbable,impossible,related,related
Every day the school facilities were cleaned by the kid.,Every day the school facilities were cleaned by the soap.,improbable,impossible,related,related
Every morning at 6am the newspaper was delivered by the journalist.,Every morning at 6am the newspaper was delivered by the print.,improbable,impossible,related,related
The president was interviewed on television by the viewer.,The president was interviewed on television by the camera.,improbable,impossible,related,related
"At the children football game, a goal was scored by the parent.","At the children football game, a goal was scored by the whistle.",improbable,impossible,related,related
When there was a fire in the home everyone was carried out by the granny.,When there was a fire in the home everyone was carried out by the extinguisher.,improbable,impossible,related,related
During art lessons at kindergarten lots of messy pictures were created by the teacher.,During art lessons at kindergarten lots of messy pictures were created by the table.,improbable,impossible,related,related
"During a speech, the political rally was bombed by the candidate.","During a speech, the political rally was bombed by the microphone.",improbable,impossible,related,related
Data from the drug trial was analysed by the participant.,Data from the drug trial was analysed by the injection.,improbable,impossible,related,related
The advanced mountain climbing lesson was given by the amateur.,The advanced mountain climbing lesson was given by the boot.,improbable,impossible,related,related
The couple was afraid that their missing baby girl would be found by the newborn.,The couple was afraid that their missing baby girl would be found by the bib.,improbable,impossible,related,related
Before the funeral of the old man the grave was dug by the widow.,Before the funeral of the old man the grave was dug by the coffin.,improbable,impossible,related,related
Because of the recent threats the mayor was escorted by the assassin.,Because of the recent threats the mayor was escorted by the rifle.,improbable,impossible,related,related
Because the car was parked illegally a ticket was issued by the driver.,Because the car was parked illegally a ticket was issued by the windscreen.,improbable,impossible,related,related
When the bottle leaked the milk was mopped up by the baby.,When the bottle leaked the milk was mopped up by the mess.,improbable,impossible,related,related
"At the estate sale, prices are announced by the bidder.","At the estate sale, prices are announced by the furniture.",improbable,impossible,related,related
"Because of his ears, the student was targeted by the principal.","Because of his ears, the student was targeted by the earlobe.",improbable,impossible,related,related
A big crowd had gathered to watch as the rocket was launched by the onlooker.,A big crowd had gathered to watch as the rocket was launched by the planet.,improbable,impossible,related,related
The soup company for homeless people was funded by the beggar.,The soup company for homeless people was funded by the bowl.,improbable,impossible,related,related
"During the election, the presidential candidate was voted for by his rival.","During the election, the presidential candidate was voted for by his ballot.",improbable,impossible,related,related
"Despite the high security in the castle, the crown was stolen by the king.","Despite the high security in the castle, the crown was stolen by the throne.",improbable,impossible,related,related
"During the kidnapping, freedom was requested by the kidnapper.","During the kidnapping, freedom was requested by the extortion.",improbable,impossible,related,related
The town was defended with guns by the invader.,The town was defended with guns by the weapon.,improbable,impossible,related,related
At the sweet shop six pounds of candy was sold by the shopper.,At the sweet shop six pounds of candy was sold by the toffee.,improbable,impossible,related,related
The hole through the prison wall was drilled by the guard.,The hole through the prison wall was drilled by the fence.,improbable,impossible,related,related
All the information for the test was memorised by the examiner.,All the information for the test was memorised by the textbook.,improbable,impossible,related,related
Each month the rent payment was paid by the landlord.,Each month the rent payment was paid by the lease.,improbable,impossible,related,related
At the football match the winning goal was scored by the referee.,At the football match the winning goal was scored by the crossbar.,improbable,impossible,related,related
At night the jail was locked by the prisoner.,At night the jail was locked by the gate.,improbable,impossible,related,related
During the concert the symphony was conducted by the violinist.,During the concert the symphony was conducted by the flute.,improbable,impossible,related,related
The phone call was redirected by the caller.,The phone call was redirected by the receiver.,improbable,impossible,related,related
"During the athletic tournament, the runner was overtaken by the coach.","During the athletic tournament, the runner was overtaken by the stadium.",improbable,impossible,related,related
Because of the recall everything was refunded by the consumer.,Because of the recall everything was refunded by the package.,improbable,impossible,related,related
At the construction site all of the dirtiest work was done by the engineer.,At the construction site all of the dirtiest work was done by the brick.,improbable,impossible,related,related
Invitations to the dinner party were posted by the guest.,Invitations to the dinner party were posted by the stamp.,improbable,impossible,related,related
"At the airport, the luggage is searched by the suspect.","At the airport, the luggage is searched by the passport.",improbable,impossible,related,related
In the Texan town the bank was robbed by the sheriff.,In the Texan town the bank was robbed by the revolver.,improbable,impossible,related,related
The employment interviews were administered by the applicant.,The employment interviews were administered by the curriculum.,improbable,impossible,related,related
The interesting story was written by the character.,The interesting story was written by the magazine.,improbable,impossible,related,related
The taxi was driven by the pedestrian.,The taxi was driven by the wheel.,improbable,impossible,related,related
"At the golf game, a hole-in-one was scored by the umpire.","At the golf game, a hole-in-one was scored by the cart.",improbable,impossible,related,related
"At the pet hospital, dogs were cured by the owner.","At the pet hospital, dogs were cured by the ambulance.",improbable,impossible,related,related
"At the post office, letters are collected and delivered by the cashier.","At the post office, letters are collected and delivered by the mailbox.",improbable,impossible,related,related
"At the garage, the car maintenance is performed by the receptionist.","At the garage, the car maintenance is performed by the headlight.",improbable,impossible,related,related
At the hospital the complex heart surgery was performed by the intern.,At the hospital the complex heart surgery was performed by the artery.,improbable,impossible,related,related
"Upon arriving at the restaurant, the car was parked by the waiter.","Upon arriving at the restaurant, the car was parked by the parking-meter.",improbable,impossible,related,related
The circus performance was directed by the juggler.,The circus performance was directed by the trapeze.,improbable,impossible,related,related
"To keep visitors safe, the national park was patrolled by the camper.","To keep visitors safe, the national park was patrolled by the sunlight.",improbable,impossible,related,related
"At the library, the books are organised on the shelves by the dean.","At the library, the books are organised on the shelves by the catalogue.",improbable,impossible,related,related
"At the bank, credit card requests are authorised by the teller.","At the bank, credit card requests are authorised by the receipt.",improbable,impossible,related,related
Fish in the aquarium were studied by the swimmer.,Fish in the aquarium were studied by the seaweed.,improbable,impossible,related,related
"At the exhibition, all the pictures were taken by the sculptor.","At the exhibition, all the pictures were taken by the frame.",improbable,impossible,related,related
"At the graduation reception, the dinner was provided by the graduate.","At the graduation reception, the dinner was provided by the diploma.",improbable,impossible,related,related
"When the Italian diplomat gave a speech, the translation was performed by the speaker.","When the Italian diplomat gave a speech, the translation was performed by the television.",improbable,impossible,related,related
The prescription for the mental disorder was written by the schizophrenic.,The prescription for the mental disorder was written by the pill.,improbable,impossible,related,related
The bank robbery was prevented by the gangster.,The bank robbery was prevented by the shotgun.,improbable,impossible,related,related
The attacks on the ships were led by the captive.,The attacks on the ships were led by the cannon.,improbable,impossible,related,related
"At the opera concert in the theatre, the musical pieces were sung by the composer.","At the opera concert in the theatre, the musical pieces were sung by the costume.",improbable,impossible,related,related
"Because his parents work all day, the baby was attended by the dad.","Because his parents work all day, the baby was attended by the dummy.",improbable,impossible,related,related
The dental restoration was performed by the assistant.,The dental restoration was performed by the tooth.,improbable,impossible,related,related
"At the Olympics, the bars competition was won by the wrestler.","At the Olympics, the bars competition was won by the trampoline.",improbable,impossible,related,related
"To lose weight, the woman's meal plan was prescribed by the psychologist.","To lose weight, the woman's meal plan was prescribed by the tape-measure.",improbable,impossible,related,related
The psychotherapy session was delivered by the maniac.,The psychotherapy session was delivered by the couch.,improbable,impossible,related,related
"In the circus, the lions were tamed by the ballerina.","In the circus, the lions were tamed by the tightrope.",improbable,impossible,related,related
"At the salon, the clients get her hair cut by the manicurist.","At the salon, the clients get her hair cut by the hairbrush.",improbable,impossible,related,related
"At the museum, a tour and descriptions of the paintings were given by the workman.","At the museum, a tour and descriptions of the paintings were given by the sculpture.",improbable,impossible,related,related
The safari excursion to Africa was led by the holiday-maker.,The safari excursion to Africa was led by the photograph.,improbable,impossible,related,related
The corrupt tax fraud was discovered by the charlatan.,The corrupt tax fraud was discovered by the calculator.,improbable,impossible,related,related
"After the electricity outage, the apartment was checked by the concierge.","After the electricity outage, the apartment was checked by the fuse.",improbable,impossible,related,related
"After being locked, the door was repaired by the plumber.","After being locked, the door was repaired by the keyhole.",improbable,impossible,related,related
"In the theatre production, the villain was played by the musician.","In the theatre production, the villain was played by the spotlight.",improbable,impossible,related,related
The suit was adjusted by the apprentice.,The suit was adjusted by the sewing-machine.,improbable,impossible,related,related
"At the farmers market, fresh fish is sold by the grocer.","At the farmers market, fresh fish is sold by the shellfish.",improbable,impossible,related,related
The Tour de France was won by the fan.,The Tour de France was won by the bicycle.,improbable,impossible,related,related
The book signing was attended by the famous bookworm.,The book signing was attended by the famous paperback.,improbable,impossible,related,related
The mountain summit was conquered by the shepherd.,The mountain summit was conquered by the ice-pick.,improbable,impossible,related,related
The school walls were ruined with graffiti drawn by the lookout.,The school walls were ruined with graffiti drawn by the aerosol.,improbable,impossible,related,related
"On the lake, the boat race was won by the sunbather.","On the lake, the boat race was won by the paddle.",improbable,impossible,related,related
The bush in the garden was trimmed by the builder.,The bush in the garden was trimmed by the lawn-mower.,improbable,impossible,related,related
"At the observatory, a new star was discovered by the technician.","At the observatory, a new star was discovered by the telescope.",improbable,impossible,related,related
The card trick on the TV show was performed by the cameraman.,The card trick on the TV show was performed by the monitor.,improbable,impossible,related,related
"During Christmas dinner, gifts for the family were bought by the cleaner.","During Christmas dinner, gifts for the family were bought by the turkey.",improbable,impossible,related,related
"At the wedding on the church, the service was performed by the bachelor.","At the wedding on the church, the service was performed by the bouquet.",improbable,impossible,related,related
The destruction of the building was performed by the architect.,The destruction of the building was performed by the crane.,improbable,impossible,related,related
"At the monastery, a prayer was said by the nun.","At the monastery, a prayer was said by the oratory.",improbable,impossible,related,related
The Vatican has been ruled by the cardinal.,The Vatican has been ruled by the crucifix.,improbable,impossible,related,related
"During the protests, the shops were attacked by the merchant.","During the protests, the shops were attacked by the tear-gas.",improbable,impossible,related,related
"At the restaurant, the plates are washed by the server.","At the restaurant, the plates are washed by the spoon.",improbable,impossible,related,related
The roman empire defences were attacked by the centurion.,The roman empire defences were attacked by the sword.,improbable,impossible,related,related
The stolen new car was raced through town by the repairer.,The stolen new car was raced through town by the radiator.,improbable,impossible,related,related
The Nobel prize in literature was won by the chemist.,The Nobel prize in literature was won by the manuscript.,improbable,impossible,related,related
"During the excavation, an ancient artefact was discovered by the restorer.","During the excavation, an ancient artefact was discovered by the spade.",improbable,impossible,related,related
The halftime show at the football match was organised by the striker.,The halftime show at the football match was organised by the rum.,improbable,impossible,related,unrelated
During the solo music performance the strings were plucked by the trumpeter.,During the solo music performance the strings were plucked by the sculpture.,improbable,impossible,related,unrelated
At the restaurant all the meals were cooked by the diner.,At the restaurant all the meals were cooked by the arrow.,improbable,impossible,related,unrelated
The scientific research was funded by the volunteer.,The scientific research was funded by the suitcase.,improbable,impossible,related,unrelated
Tenants were upset when housing prices were raised by the occupant.,Tenants were upset when housing prices were raised by the script.,improbable,impossible,related,unrelated
After crying and waking up his parents the baby was breast-fed by his brother.,After crying and waking up his parents the baby was breast-fed by his stadium.,improbable,impossible,related,unrelated
"At the baseball game, a ball was thrown by the catcher.","At the baseball game, a ball was thrown by the passport.",improbable,impossible,related,unrelated
The cure for the disease was discovered by the patient.,The cure for the disease was discovered by the stamp.,improbable,impossible,related,unrelated
At the theatre the programs were given by the audience.,At the theatre the programs were given by the turbine.,improbable,impossible,related,unrelated
At the wedding ceremony the ring was brought by the reverend.,At the wedding ceremony the ring was brought by the aspirin.,improbable,impossible,related,unrelated
At the club the cocktails are served by the drunkard.,At the club the cocktails are served by the dirt.,improbable,impossible,related,unrelated
The rules of the game show were explained by the contestant.,The rules of the game show were explained by the tomb.,improbable,impossible,related,unrelated
The next bus stop was announced by the user.,The next bus stop was announced by the tonic.,improbable,impossible,related,unrelated
The child's dirty nappy was changed by his toddler.,The child's dirty nappy was changed by his cannon.,improbable,impossible,related,unrelated
"At the ballet, the music was played by the dancer.","At the ballet, the music was played by the medicine.",improbable,impossible,related,unrelated
In ancient Egypt the people were governed by the slave.,In ancient Egypt the people were governed by the mess.,improbable,impossible,related,unrelated
The patient's aches and pains were examined by the hypochondriac.,The patient's aches and pains were examined by the microphone.,improbable,impossible,related,unrelated
The rope was thrown by the Indian.,The rope was thrown by the diploma.,improbable,impossible,related,unrelated
The murder witness was cross-questioned by the convict.,The murder witness was cross-questioned by the chalk.,improbable,impossible,related,unrelated
The violent demonstration was policed by the hooligan.,The violent demonstration was policed by the turkey.,improbable,impossible,related,unrelated
The cult's prophecies were established by the admirer.,The cult's prophecies were established by the trampoline.,improbable,impossible,related,unrelated
"While eating dinner with her parents, the woman was proposed to by her father.","While eating dinner with her parents, the woman was proposed to by her pencil.",improbable,impossible,related,unrelated
The studio recorded an album with music sung by the producer.,The studio recorded an album with music sung by the tear-gas.,improbable,impossible,related,unrelated
The aeroplane was flown by the controller.,The aeroplane was flown by the anaesthesia.,improbable,impossible,related,unrelated
The first lectures in college were given by the freshman.,The first lectures in college were given by the shotgun.,improbable,impossible,related,unrelated
The car's new features were marketed by the client.,The car's new features were marketed by the fuse.,improbable,impossible,related,unrelated
The husband got involved in an affair after having been seduced by his wife.,The husband got involved in an affair after having been seduced by his prize.,improbable,impossible,related,unrelated
At UK pubs every drink is poured by the alcoholic.,At UK pubs every drink is poured by the crane.,improbable,impossible,related,unrelated
"At the hotel, luggage is delivered by the traveller.","At the hotel, luggage is delivered by the medication.",improbable,impossible,related,unrelated
The clever boy was able to win the contest helped by his opponent.,The clever boy was able to win the contest helped by his cutlery.,improbable,impossible,related,unrelated
"Thanks to the union talks, improved benefits were received by the boss.","Thanks to the union talks, improved benefits were received by the dress.",improbable,impossible,related,unrelated
"In the fairy-tale, the princess was rescued by the witch.","In the fairy-tale, the princess was rescued by the artery.",improbable,impossible,related,unrelated
The chaos in the classroom was initiated by the schoolmaster.,The chaos in the classroom was initiated by the belt.,improbable,impossible,related,unrelated
Every day the rich Duke's soiled underwear was scrubbed by the queen.,Every day the rich Duke's soiled underwear was scrubbed by the earlobe.,improbable,impossible,related,unrelated
The pianist played his music while the bass was strummed by the drummer.,The pianist played his music while the bass was strummed by the plate.,improbable,impossible,related,unrelated
"During the exam, unacceptable cheating behaviour was exhibited by the professor.","During the exam, unacceptable cheating behaviour was exhibited by the candle.",improbable,impossible,related,unrelated
Everyone sat around the campfire to hear a tale told by the listener.,Everyone sat around the campfire to hear a tale told by the camera.,improbable,impossible,related,unrelated
At the pharmacy three bottles of insulin were sold by the diabetic.,At the pharmacy three bottles of insulin were sold by the goalpost.,improbable,impossible,related,unrelated
"At the school, punishments for being late in class were given by the child.","At the school, punishments for being late in class were given by the handcuff.",improbable,impossible,related,unrelated
After the meal was over the waitress was tipped by the cook.,After the meal was over the waitress was tipped by the television.,improbable,impossible,related,unrelated
At the wedding the couple was married by the bride.,At the wedding the couple was married by the commercial.,improbable,impossible,related,unrelated
The car was given a parking ticket by the delinquent.,The car was given a parking ticket by the ocean.,improbable,impossible,related,unrelated
The film was recorded by the actress.,The film was recorded by the rifle.,improbable,impossible,related,unrelated
During the basketball game hot dogs were sold by the spectator.,During the basketball game hot dogs were sold by the blackboard.,improbable,impossible,related,unrelated
The man who stole the money was prosecuted by the witness.,The man who stole the money was prosecuted by the headlight.,improbable,impossible,related,unrelated
"At the roller coaster in the amusement park, customers are counted by the rider.","At the roller coaster in the amusement park, customers are counted by the print.",improbable,impossible,related,unrelated
The skin operation was performed by the nurse.,The skin operation was performed by the whistle.,improbable,impossible,related,unrelated
"At the track, the horse was raced by the gambler.","At the track, the horse was raced by the curriculum.",improbable,impossible,related,unrelated
The burglars were caught and arrested by the accomplice.,The burglars were caught and arrested by the metronome.,improbable,impossible,related,unrelated
The castle was attacked by the protector.,The castle was attacked by the toffee.,improbable,impossible,related,unrelated
"In the court-case that attracted lots of media, the man was sentenced by the reporter.","In the court-case that attracted lots of media, the man was sentenced by the extinguisher.",improbable,impossible,related,unrelated
Everyone watched while the man was mugged by the bystander.,Everyone watched while the man was mugged by the telescope.,improbable,impossible,related,unrelated
At the sausage stand lots of food was bought by the seller.,At the sausage stand lots of food was bought by the tower.,improbable,impossible,related,unrelated
The decision to cancel the television show was made by the watcher.,The decision to cancel the television show was made by the coffin.,improbable,impossible,related,unrelated
In the courtroom the killer was set free by the murderer.,In the courtroom the killer was set free by the flute.,improbable,impossible,related,unrelated
All possessions in the will were left by the survivor.,All possessions in the will were left by the verdict.,improbable,impossible,related,unrelated
In an act of generosity a large sum was donated by the recipient.,In an act of generosity a large sum was donated by the paddle.,improbable,impossible,related,unrelated
The novel was written by the reader.,The novel was written by the lawn-mower.,improbable,impossible,related,unrelated
The holiday cruise ship was sailed by the tourist.,The holiday cruise ship was sailed by the constitution.,improbable,impossible,related,unrelated
At the church the baptism was conducted by the infant.,At the church the baptism was conducted by the deck.,improbable,impossible,related,unrelated
"Before the island was discovered, it was inhabited by the explorer.","Before the island was discovered, it was inhabited by the tooth.",improbable,impossible,related,unrelated
The ship was navigated by the passenger.,The ship was navigated by the powder.,improbable,impossible,related,unrelated
The bank's vault had been robbed by the watchman.,The bank's vault had been robbed by the tape-measure.,improbable,impossible,related,unrelated
The advanced karate class was taught by the beginner.,The advanced karate class was taught by the fingerprint.,improbable,impossible,related,unrelated
Every day the school facilities were cleaned by the kid.,Every day the school facilities were cleaned by the boot.,improbable,impossible,related,unrelated
Every morning at 6am the newspaper was delivered by the journalist.,Every morning at 6am the newspaper was delivered by the aerosol.,improbable,impossible,related,unrelated
The president was interviewed on television by the viewer.,The president was interviewed on television by the harness.,improbable,impossible,related,unrelated
"At the children football game, a goal was scored by the parent.","At the children football game, a goal was scored by the brake.",improbable,impossible,related,unrelated
When there was a fire in the home everyone was carried out by the granny.,When there was a fire in the home everyone was carried out by the textbook.,improbable,impossible,related,unrelated
During art lessons at kindergarten lots of messy pictures were created by the teacher.,During art lessons at kindergarten lots of messy pictures were created by the parking-meter.,improbable,impossible,related,unrelated
"During a speech, the political rally was bombed by the candidate.","During a speech, the political rally was bombed by the ring.",improbable,impossible,related,unrelated
Data from the drug trial was analysed by the participant.,Data from the drug trial was analysed by the brick.,improbable,impossible,related,unrelated
The advanced mountain climbing lesson was given by the amateur.,The advanced mountain climbing lesson was given by the shellfish.,improbable,impossible,related,unrelated
The couple was afraid that their missing baby girl would be found by the newborn.,The couple was afraid that their missing baby girl would be found by the mustard.,improbable,impossible,related,unrelated
Before the funeral of the old man the grave was dug by the widow.,Before the funeral of the old man the grave was dug by the catalogue.,improbable,impossible,related,unrelated
Because of the recent threats the mayor was escorted by the assassin.,Because of the recent threats the mayor was escorted by the frame.,improbable,impossible,related,unrelated
Because the car was parked illegally a ticket was issued by the driver.,Because the car was parked illegally a ticket was issued by the statement.,improbable,impossible,related,unrelated
When the bottle leaked the milk was mopped up by the baby.,When the bottle leaked the milk was mopped up by the sewing-machine.,improbable,impossible,related,unrelated
"At the estate sale, prices are announced by the bidder.","At the estate sale, prices are announced by the track.",improbable,impossible,related,unrelated
"Because of his ears, the student was targeted by the principal.","Because of his ears, the student was targeted by the photograph.",improbable,impossible,related,unrelated
A big crowd had gathered to watch as the rocket was launched by the onlooker.,A big crowd had gathered to watch as the rocket was launched by the receiver.,improbable,impossible,related,unrelated
The soup company for homeless people was funded by the beggar.,The soup company for homeless people was funded by the keyhole.,improbable,impossible,related,unrelated
"During the election, the presidential candidate was voted for by his rival.","During the election, the presidential candidate was voted for by his soap.",improbable,impossible,related,unrelated
"Despite the high security in the castle, the crown was stolen by the king.","Despite the high security in the castle, the crown was stolen by the golf-ball.",improbable,impossible,related,unrelated
"During the kidnapping, freedom was requested by the kidnapper.","During the kidnapping, freedom was requested by the bicycle.",improbable,impossible,related,unrelated
The town was defended with guns by the invader.,The town was defended with guns by the paperback.,improbable,impossible,related,unrelated
At the sweet shop six pounds of candy was sold by the shopper.,At the sweet shop six pounds of candy was sold by the sword.,improbable,impossible,related,unrelated
The hole through the prison wall was drilled by the guard.,The hole through the prison wall was drilled by the bouquet.,improbable,impossible,related,unrelated
All the information for the test was memorised by the examiner.,All the information for the test was memorised by the anchor.,improbable,impossible,related,unrelated
Each month the rent payment was paid by the landlord.,Each month the rent payment was paid by the costume.,improbable,impossible,related,unrelated
At the football match the winning goal was scored by the referee.,At the football match the winning goal was scored by the crown.,improbable,impossible,related,unrelated
At night the jail was locked by the prisoner.,At night the jail was locked by the magazine.,improbable,impossible,related,unrelated
During the concert the symphony was conducted by the violinist.,During the concert the symphony was conducted by the veil.,improbable,impossible,related,unrelated
The phone call was redirected by the caller.,The phone call was redirected by the furniture.,improbable,impossible,related,unrelated
"During the athletic tournament, the runner was overtaken by the coach.","During the athletic tournament, the runner was overtaken by the jewellery.",improbable,impossible,related,unrelated
Because of the recall everything was refunded by the consumer.,Because of the recall everything was refunded by the penny.,improbable,impossible,related,unrelated
At the construction site all of the dirtiest work was done by the engineer.,At the construction site all of the dirtiest work was done by the keyboard.,improbable,impossible,related,unrelated
Invitations to the dinner party were posted by the guest.,Invitations to the dinner party were posted by the treasure.,improbable,impossible,related,unrelated
"At the airport, the luggage is searched by the suspect.","At the airport, the luggage is searched by the list.",improbable,impossible,related,unrelated
In the Texan town the bank was robbed by the sheriff.,In the Texan town the bank was robbed by the injection.,improbable,impossible,related,unrelated
The employment interviews were administered by the applicant.,The employment interviews were administered by the tray.,improbable,impossible,related,unrelated
The interesting story was written by the character.,The interesting story was written by the wine.,improbable,impossible,related,unrelated
The taxi was driven by the pedestrian.,The taxi was driven by the tutu.,improbable,impossible,related,unrelated
"At the golf game, a hole-in-one was scored by the umpire.","At the golf game, a hole-in-one was scored by the lease.",improbable,impossible,related,unrelated
"At the pet hospital, dogs were cured by the owner.","At the pet hospital, dogs were cured by the uniform.",improbable,impossible,related,unrelated
"At the post office, letters are collected and delivered by the cashier.","At the post office, letters are collected and delivered by the couch.",improbable,impossible,related,unrelated
"At the garage, the car maintenance is performed by the receptionist.","At the garage, the car maintenance is performed by the bowl.",improbable,impossible,related,unrelated
At the hospital the complex heart surgery was performed by the intern.,At the hospital the complex heart surgery was performed by the pyramid.,improbable,impossible,related,unrelated
