,sentence,likelihood,layer,improbable_impossible_projection,impossible_inconceivable_projection,improbable_inconceivable_projection
4328,rinsing fruit using a hose.,76.46153846153847,12,-466.0,-2320.0,-2784.0
4329,rinsing fruit using a hose.,76.46153846153847,13,-238.0,-3520.0,-3760.0
4330,rinsing fruit using a hose.,76.46153846153847,14,-229.0,-3440.0,-3680.0
4331,rinsing fruit using a hose.,76.46153846153847,15,-992.0,-5536.0,-6528.0
4332,rinsing fruit using a hose.,76.46153846153847,16,-952.0,-5312.0,-6272.0
4333,rinsing fruit using a hose.,76.46153846153847,17,-1600.0,-5504.0,-7136.0
4334,rinsing fruit using a hose.,76.46153846153847,18,-1696.0,-6912.0,-8640.0
4335,rinsing fruit using a hose.,76.46153846153847,19,-2160.0,-6880.0,-9024.0
4336,rinsing fruit using a hose.,76.46153846153847,20,-1752.0,-7136.0,-8896.0
4337,rinsing fruit using a hose.,76.46153846153847,21,-1040.0,-8448.0,-9472.0
4338,rinsing fruit using a hose.,76.46153846153847,22,-1160.0,-10816.0,-11968.0
4339,rinsing fruit using a hose.,76.46153846153847,23,-412.0,-11648.0,-12032.0
4340,rinsing fruit using a hose.,76.46153846153847,24,-136.0,-11520.0,-11648.0
4341,rinsing fruit using a hose.,76.46153846153847,25,110.0,-636.0,-540.0
4342,cooling a room using a fan.,92.92857142857143,0,-3.015625,-6.375,-9.375
4343,cooling a room using a fan.,92.92857142857143,1,-5.59375,-37.25,-43.0
4344,cooling a room using a fan.,92.92857142857143,2,-1.5,-36.75,-38.25
4345,cooling a room using a fan.,92.92857142857143,3,-0.171875,-94.0,-94.0
4346,cooling a room using a fan.,92.92857142857143,4,-45.75,-211.0,-256.0
4347,cooling a room using a fan.,92.92857142857143,5,3.140625,-164.0,-161.0
4348,cooling a room using a fan.,92.92857142857143,6,-137.0,-390.0,-528.0
4349,cooling a room using a fan.,92.92857142857143,7,-144.0,-836.0,-976.0
4350,cooling a room using a fan.,92.92857142857143,8,-197.0,-872.0,-1064.0
4351,cooling a room using a fan.,92.92857142857143,9,-239.0,-832.0,-1072.0
4352,cooling a room using a fan.,92.92857142857143,10,-124.5,-1360.0,-1496.0
4353,cooling a room using a fan.,92.92857142857143,11,-242.0,-2320.0,-2560.0
4354,cooling a room using a fan.,92.92857142857143,12,-434.0,-1912.0,-2336.0
4355,cooling a room using a fan.,92.92857142857143,13,-181.0,-2784.0,-2960.0
4356,cooling a room using a fan.,92.92857142857143,14,-89.0,-2928.0,-3008.0
4357,cooling a room using a fan.,92.92857142857143,15,-496.0,-4416.0,-4928.0
4358,cooling a room using a fan.,92.92857142857143,16,-382.0,-4512.0,-4896.0
4359,cooling a room using a fan.,92.92857142857143,17,-1024.0,-4224.0,-5280.0
4360,cooling a room using a fan.,92.92857142857143,18,-1152.0,-5184.0,-6336.0
4361,cooling a room using a fan.,92.92857142857143,19,-1312.0,-4288.0,-5600.0
4362,cooling a room using a fan.,92.92857142857143,20,-1012.0,-4080.0,-5088.0
4363,cooling a room using a fan.,92.92857142857143,21,-294.0,-4384.0,-4672.0
4364,cooling a room using a fan.,92.92857142857143,22,-164.0,-5600.0,-5760.0
4365,cooling a room using a fan.,92.92857142857143,23,788.0,-5920.0,-5120.0
4366,cooling a room using a fan.,92.92857142857143,24,1216.0,-5056.0,-3840.0
4367,cooling a room using a fan.,92.92857142857143,25,2608.0,8448.0,10944.0
4368,crushing a soda can using a chair.,50.5,0,-4.0625,-4.875,-8.9375
4369,crushing a soda can using a chair.,50.5,1,-8.5,-25.5,-34.0
4370,crushing a soda can using a chair.,50.5,2,-2.671875,-24.875,-27.625
4371,crushing a soda can using a chair.,50.5,3,7.34375,-78.0,-71.0
4372,crushing a soda can using a chair.,50.5,4,-43.75,-202.0,-246.0
4373,crushing a soda can using a chair.,50.5,5,19.125,-147.0,-128.0
4374,crushing a soda can using a chair.,50.5,6,-112.0,-392.0,-504.0
4375,crushing a soda can using a chair.,50.5,7,-114.5,-992.0,-1104.0
4376,crushing a soda can using a chair.,50.5,8,-185.0,-1152.0,-1336.0
4377,crushing a soda can using a chair.,50.5,9,-179.0,-1072.0,-1248.0
4378,crushing a soda can using a chair.,50.5,10,-25.5,-1688.0,-1720.0
4379,crushing a soda can using a chair.,50.5,11,-122.0,-2560.0,-2688.0
4380,crushing a soda can using a chair.,50.5,12,-376.0,-2224.0,-2592.0
4381,crushing a soda can using a chair.,50.5,13,-21.375,-3488.0,-3504.0
4382,crushing a soda can using a chair.,50.5,14,47.0,-3376.0,-3328.0
4383,crushing a soda can using a chair.,50.5,15,-664.0,-5504.0,-6176.0
4384,crushing a soda can using a chair.,50.5,16,-652.0,-5600.0,-6240.0
4385,crushing a soda can using a chair.,50.5,17,-1320.0,-5408.0,-6720.0
4386,crushing a soda can using a chair.,50.5,18,-1496.0,-6848.0,-8320.0
4387,crushing a soda can using a chair.,50.5,19,-1800.0,-6496.0,-8320.0
4388,crushing a soda can using a chair.,50.5,20,-1456.0,-6624.0,-8096.0
4389,crushing a soda can using a chair.,50.5,21,-752.0,-7712.0,-8448.0
4390,crushing a soda can using a chair.,50.5,22,-688.0,-9472.0,-10176.0
4391,crushing a soda can using a chair.,50.5,23,208.0,-10112.0,-9856.0
4392,crushing a soda can using a chair.,50.5,24,632.0,-9920.0,-9344.0
4393,crushing a soda can using a chair.,50.5,25,1384.0,2432.0,3808.0
4394,calling a friend using a phone.,98.36363636363636,0,-3.40625,-2.890625,-6.28125
4395,calling a friend using a phone.,98.36363636363636,1,-6.0625,-23.75,-29.75
4396,calling a friend using a phone.,98.36363636363636,2,-2.21875,-19.125,-21.375
4397,calling a friend using a phone.,98.36363636363636,3,11.375,-53.25,-42.0
4398,calling a friend using a phone.,98.36363636363636,4,-37.5,-123.5,-161.0
4399,calling a friend using a phone.,98.36363636363636,5,12.125,-84.5,-72.5
4400,calling a friend using a phone.,98.36363636363636,6,-100.5,-302.0,-402.0
4401,calling a friend using a phone.,98.36363636363636,7,-112.0,-752.0,-860.0
4402,calling a friend using a phone.,98.36363636363636,8,-207.0,-820.0,-1024.0
4403,calling a friend using a phone.,98.36363636363636,9,-210.0,-680.0,-892.0
4404,calling a friend using a phone.,98.36363636363636,10,-66.0,-1096.0,-1160.0
4405,calling a friend using a phone.,98.36363636363636,11,-119.5,-1784.0,-1904.0
4406,calling a friend using a phone.,98.36363636363636,12,-382.0,-1640.0,-2016.0
4407,calling a friend using a phone.,98.36363636363636,13,-112.0,-2464.0,-2576.0
4408,calling a friend using a phone.,98.36363636363636,14,-54.0,-2480.0,-2528.0
4409,calling a friend using a phone.,98.36363636363636,15,-728.0,-4192.0,-4928.0
4410,calling a friend using a phone.,98.36363636363636,16,-584.0,-3952.0,-4544.0
4411,calling a friend using a phone.,98.36363636363636,17,-1264.0,-3856.0,-5120.0
4412,calling a friend using a phone.,98.36363636363636,18,-1656.0,-4992.0,-6624.0
4413,calling a friend using a phone.,98.36363636363636,19,-2008.0,-4352.0,-6336.0
4414,calling a friend using a phone.,98.36363636363636,20,-1592.0,-4000.0,-5600.0
4415,calling a friend using a phone.,98.36363636363636,21,-832.0,-3648.0,-4480.0
4416,calling a friend using a phone.,98.36363636363636,22,-668.0,-4064.0,-4704.0
4417,calling a friend using a phone.,98.36363636363636,23,159.0,-3680.0,-3520.0
4418,calling a friend using a phone.,98.36363636363636,24,840.0,-1056.0,-215.0
4419,calling a friend using a phone.,98.36363636363636,25,2656.0,18688.0,21376.0
4420,sewing a shirt using a potato.,0.25,0,-3.515625,-7.8125,-11.3125
4421,sewing a shirt using a potato.,0.25,1,-9.25,-37.5,-46.75
4422,sewing a shirt using a potato.,0.25,2,-4.125,-32.75,-36.75
4423,sewing a shirt using a potato.,0.25,3,25.375,-75.0,-50.0
4424,sewing a shirt using a potato.,0.25,4,-19.75,-178.0,-198.0
4425,sewing a shirt using a potato.,0.25,5,113.0,-59.75,54.0
4426,sewing a shirt using a potato.,0.25,6,-25.5,-312.0,-338.0
4427,sewing a shirt using a potato.,0.25,7,-17.625,-912.0,-928.0
4428,sewing a shirt using a potato.,0.25,8,-60.25,-940.0,-1000.0
4429,sewing a shirt using a potato.,0.25,9,11.25,-820.0,-812.0
4430,sewing a shirt using a potato.,0.25,10,196.0,-1488.0,-1296.0
4431,sewing a shirt using a potato.,0.25,11,466.0,-2288.0,-1816.0
4432,sewing a shirt using a potato.,0.25,12,222.0,-2008.0,-1784.0
4433,sewing a shirt using a potato.,0.25,13,860.0,-3408.0,-2560.0
4434,sewing a shirt using a potato.,0.25,14,972.0,-3424.0,-2432.0
4435,sewing a shirt using a potato.,0.25,15,298.0,-5184.0,-4864.0
4436,sewing a shirt using a potato.,0.25,16,450.0,-5344.0,-4896.0
4437,sewing a shirt using a potato.,0.25,17,-302.0,-5120.0,-5440.0
4438,sewing a shirt using a potato.,0.25,18,-151.0,-6944.0,-7104.0
4439,sewing a shirt using a potato.,0.25,19,-516.0,-6560.0,-7072.0
4440,sewing a shirt using a potato.,0.25,20,-60.5,-6656.0,-6752.0
4441,sewing a shirt using a potato.,0.25,21,1120.0,-7904.0,-6784.0
4442,sewing a shirt using a potato.,0.25,22,1184.0,-9792.0,-8640.0
4443,sewing a shirt using a potato.,0.25,23,2176.0,-10496.0,-8320.0
4444,sewing a shirt using a potato.,0.25,24,2816.0,-10816.0,-8032.0
4445,sewing a shirt using a potato.,0.25,25,3376.0,247.0,3616.0
4446,hiding a gift inside a cloud.,7.928571428571429,0,-2.515625,-5.125,-7.59375
4447,hiding a gift inside a cloud.,7.928571428571429,1,-7.4375,-19.25,-26.625
4448,hiding a gift inside a cloud.,7.928571428571429,2,-1.2109375,-11.3125,-12.5625
4449,hiding a gift inside a cloud.,7.928571428571429,3,46.75,-36.5,10.1875
4450,hiding a gift inside a cloud.,7.928571428571429,4,-3.421875,-120.0,-124.0
4451,hiding a gift inside a cloud.,7.928571428571429,5,98.5,-0.3671875,98.0
4452,hiding a gift inside a cloud.,7.928571428571429,6,-51.5,-228.0,-280.0
4453,hiding a gift inside a cloud.,7.928571428571429,7,23.125,-720.0,-696.0
4454,hiding a gift inside a cloud.,7.928571428571429,8,-13.9375,-748.0,-760.0
4455,hiding a gift inside a cloud.,7.928571428571429,9,36.75,-628.0,-592.0
4456,hiding a gift inside a cloud.,7.928571428571429,10,170.0,-1112.0,-944.0
4457,hiding a gift inside a cloud.,7.928571428571429,11,288.0,-1784.0,-1496.0
4458,hiding a gift inside a cloud.,7.928571428571429,12,134.0,-1632.0,-1496.0
4459,hiding a gift inside a cloud.,7.928571428571429,13,716.0,-2544.0,-1840.0
4460,hiding a gift inside a cloud.,7.928571428571429,14,884.0,-2688.0,-1808.0
4461,hiding a gift inside a cloud.,7.928571428571429,15,274.0,-4160.0,-3888.0
4462,hiding a gift inside a cloud.,7.928571428571429,16,588.0,-4544.0,-3968.0
4463,hiding a gift inside a cloud.,7.928571428571429,17,-134.0,-4384.0,-4544.0
4464,hiding a gift inside a cloud.,7.928571428571429,18,227.0,-6016.0,-5792.0
4465,hiding a gift inside a cloud.,7.928571428571429,19,-127.0,-5440.0,-5568.0
4466,hiding a gift inside a cloud.,7.928571428571429,20,468.0,-5376.0,-4896.0
4467,hiding a gift inside a cloud.,7.928571428571429,21,1896.0,-6048.0,-4160.0
4468,hiding a gift inside a cloud.,7.928571428571429,22,2336.0,-7872.0,-5536.0
4469,hiding a gift inside a cloud.,7.928571428571429,23,3504.0,-8320.0,-4832.0
4470,hiding a gift inside a cloud.,7.928571428571429,24,4352.0,-8384.0,-4048.0
4471,hiding a gift inside a cloud.,7.928571428571429,25,5664.0,4928.0,10560.0
4472,making a sandwich using a mile.,4.923076923076923,0,-2.296875,-4.34375,-6.625
4473,making a sandwich using a mile.,4.923076923076923,1,-5.40625,-21.625,-27.125
4474,making a sandwich using a mile.,4.923076923076923,2,-0.92578125,-12.0,-12.9375
4475,making a sandwich using a mile.,4.923076923076923,3,56.5,35.75,92.0
4476,making a sandwich using a mile.,4.923076923076923,4,13.875,-9.5625,4.03125
4477,making a sandwich using a mile.,4.923076923076923,5,182.0,234.0,418.0
4478,making a sandwich using a mile.,4.923076923076923,6,85.5,67.5,153.0
4479,making a sandwich using a mile.,4.923076923076923,7,123.0,-376.0,-252.0
4480,making a sandwich using a mile.,4.923076923076923,8,117.0,-416.0,-296.0
4481,making a sandwich using a mile.,4.923076923076923,9,264.0,-251.0,12.125
4482,making a sandwich using a mile.,4.923076923076923,10,502.0,-740.0,-238.0
4483,making a sandwich using a mile.,4.923076923076923,11,1088.0,-1168.0,-77.0
4484,making a sandwich using a mile.,4.923076923076923,12,856.0,-868.0,-6.84375
4485,making a sandwich using a mile.,4.923076923076923,13,1632.0,-1600.0,23.375
4486,making a sandwich using a mile.,4.923076923076923,14,1672.0,-1504.0,174.0
4487,making a sandwich using a mile.,4.923076923076923,15,1240.0,-2416.0,-1184.0
4488,making a sandwich using a mile.,4.923076923076923,16,1304.0,-2352.0,-1064.0
4489,making a sandwich using a mile.,4.923076923076923,17,470.0,-2256.0,-1792.0
4490,making a sandwich using a mile.,4.923076923076923,18,720.0,-3488.0,-2768.0
4491,making a sandwich using a mile.,4.923076923076923,19,540.0,-2560.0,-2016.0
4492,making a sandwich using a mile.,4.923076923076923,20,996.0,-2400.0,-1408.0
4493,making a sandwich using a mile.,4.923076923076923,21,2400.0,-2384.0,17.125
4494,making a sandwich using a mile.,4.923076923076923,22,2912.0,-2928.0,-24.375
4495,making a sandwich using a mile.,4.923076923076923,23,4080.0,-2576.0,1496.0
4496,making a sandwich using a mile.,4.923076923076923,24,5152.0,-264.0,4896.0
4497,making a sandwich using a mile.,4.923076923076923,25,8768.0,19456.0,28288.0
4498,drying laundry using a clothesline.,91.57142857142857,0,-3.484375,-5.75,-9.25
4499,drying laundry using a clothesline.,91.57142857142857,1,-9.75,-25.625,-35.25
4500,drying laundry using a clothesline.,91.57142857142857,2,-6.15625,-22.5,-28.625
4501,drying laundry using a clothesline.,91.57142857142857,3,5.0625,-76.0,-71.0
4502,drying laundry using a clothesline.,91.57142857142857,4,-49.5,-197.0,-246.0
4503,drying laundry using a clothesline.,91.57142857142857,5,-13.0625,-156.0,-170.0
4504,drying laundry using a clothesline.,91.57142857142857,6,-164.0,-394.0,-560.0
4505,drying laundry using a clothesline.,91.57142857142857,7,-218.0,-912.0,-1128.0
4506,drying laundry using a clothesline.,91.57142857142857,8,-340.0,-1056.0,-1392.0
4507,drying laundry using a clothesline.,91.57142857142857,9,-446.0,-996.0,-1448.0
4508,drying laundry using a clothesline.,91.57142857142857,10,-378.0,-1576.0,-1960.0
4509,drying laundry using a clothesline.,91.57142857142857,11,-944.0,-2576.0,-3504.0
4510,drying laundry using a clothesline.,91.57142857142857,12,-1152.0,-2224.0,-3392.0
4511,drying laundry using a clothesline.,91.57142857142857,13,-1072.0,-2960.0,-4032.0
4512,drying laundry using a clothesline.,91.57142857142857,14,-1012.0,-3024.0,-4032.0
4513,drying laundry using a clothesline.,91.57142857142857,15,-2128.0,-4896.0,-7008.0
4514,drying laundry using a clothesline.,91.57142857142857,16,-2400.0,-4960.0,-7360.0
4515,drying laundry using a clothesline.,91.57142857142857,17,-3200.0,-4800.0,-8032.0
4516,drying laundry using a clothesline.,91.57142857142857,18,-4160.0,-6144.0,-10304.0
4517,drying laundry using a clothesline.,91.57142857142857,19,-4800.0,-6016.0,-10816.0
4518,drying laundry using a clothesline.,91.57142857142857,20,-4736.0,-5984.0,-10688.0
4519,drying laundry using a clothesline.,91.57142857142857,21,-4832.0,-6688.0,-11520.0
4520,drying laundry using a clothesline.,91.57142857142857,22,-5536.0,-8320.0,-13824.0
4521,drying laundry using a clothesline.,91.57142857142857,23,-5920.0,-9024.0,-14912.0
4522,drying laundry using a clothesline.,91.57142857142857,24,-6496.0,-9152.0,-15616.0
4523,drying laundry using a clothesline.,91.57142857142857,25,-7648.0,2256.0,-5376.0
4524,polishing jewelry using a cloth.,94.7,0,-3.828125,-7.875,-11.6875
4525,polishing jewelry using a cloth.,94.7,1,-9.1875,-32.25,-41.5
4526,polishing jewelry using a cloth.,94.7,2,-4.34375,-33.5,-37.75
4527,polishing jewelry using a cloth.,94.7,3,11.0,-66.5,-55.5
4528,polishing jewelry using a cloth.,94.7,4,-41.25,-175.0,-217.0
4529,polishing jewelry using a cloth.,94.7,5,8.75,-102.5,-93.5
4530,polishing jewelry using a cloth.,94.7,6,-145.0,-352.0,-496.0
4531,polishing jewelry using a cloth.,94.7,7,-163.0,-828.0,-992.0
4532,polishing jewelry using a cloth.,94.7,8,-224.0,-856.0,-1080.0
4533,polishing jewelry using a cloth.,94.7,9,-248.0,-732.0,-980.0
4534,polishing jewelry using a cloth.,94.7,10,-152.0,-1240.0,-1392.0
4535,polishing jewelry using a cloth.,94.7,11,-249.0,-2176.0,-2416.0
4536,polishing jewelry using a cloth.,94.7,12,-458.0,-1904.0,-2368.0
4537,polishing jewelry using a cloth.,94.7,13,-122.0,-2832.0,-2960.0
4538,polishing jewelry using a cloth.,94.7,14,-136.0,-2848.0,-2976.0
4539,polishing jewelry using a cloth.,94.7,15,-928.0,-4640.0,-5568.0
4540,polishing jewelry using a cloth.,94.7,16,-848.0,-4640.0,-5504.0
4541,polishing jewelry using a cloth.,94.7,17,-1616.0,-4512.0,-6144.0
4542,polishing jewelry using a cloth.,94.7,18,-1808.0,-5920.0,-7744.0
4543,polishing jewelry using a cloth.,94.7,19,-2368.0,-5984.0,-8320.0
4544,polishing jewelry using a cloth.,94.7,20,-2112.0,-6176.0,-8256.0
4545,polishing jewelry using a cloth.,94.7,21,-1488.0,-7296.0,-8768.0
4546,polishing jewelry using a cloth.,94.7,22,-1712.0,-9408.0,-11136.0
4547,polishing jewelry using a cloth.,94.7,23,-940.0,-10112.0,-11072.0
4548,polishing jewelry using a cloth.,94.7,24,-692.0,-9920.0,-10624.0
4549,polishing jewelry using a cloth.,94.7,25,-48.5,1728.0,1672.0
4550,lifting a box using a pulley.,73.75,0,-3.96875,-8.9375,-12.875
4551,lifting a box using a pulley.,73.75,1,-7.46875,-42.75,-50.25
4552,lifting a box using a pulley.,73.75,2,-1.734375,-47.25,-49.0
4553,lifting a box using a pulley.,73.75,3,-1.578125,-122.0,-123.5
4554,lifting a box using a pulley.,73.75,4,-48.75,-221.0,-270.0
4555,lifting a box using a pulley.,73.75,5,4.125,-175.0,-171.0
4556,lifting a box using a pulley.,73.75,6,-122.5,-398.0,-520.0
4557,lifting a box using a pulley.,73.75,7,-150.0,-892.0,-1040.0
4558,lifting a box using a pulley.,73.75,8,-196.0,-960.0,-1152.0
4559,lifting a box using a pulley.,73.75,9,-230.0,-872.0,-1104.0
4560,lifting a box using a pulley.,73.75,10,-122.5,-1424.0,-1552.0
4561,lifting a box using a pulley.,73.75,11,-298.0,-2288.0,-2576.0
4562,lifting a box using a pulley.,73.75,12,-494.0,-1944.0,-2432.0
4563,lifting a box using a pulley.,73.75,13,-318.0,-2960.0,-3280.0
4564,lifting a box using a pulley.,73.75,14,-336.0,-2832.0,-3168.0
4565,lifting a box using a pulley.,73.75,15,-628.0,-4384.0,-4992.0
4566,lifting a box using a pulley.,73.75,16,-696.0,-3984.0,-4672.0
4567,lifting a box using a pulley.,73.75,17,-1344.0,-3632.0,-4992.0
4568,lifting a box using a pulley.,73.75,18,-1528.0,-4416.0,-5952.0
4569,lifting a box using a pulley.,73.75,19,-1712.0,-3616.0,-5312.0
4570,lifting a box using a pulley.,73.75,20,-1592.0,-3328.0,-4928.0
4571,lifting a box using a pulley.,73.75,21,-1064.0,-3520.0,-4576.0
4572,lifting a box using a pulley.,73.75,22,-1320.0,-4352.0,-5664.0
4573,lifting a box using a pulley.,73.75,23,-608.0,-4512.0,-5120.0
4574,lifting a box using a pulley.,73.75,24,-322.0,-3584.0,-3920.0
4575,lifting a box using a pulley.,73.75,25,486.0,13440.0,13952.0
4576,paving a road using seashells.,8.4,0,-2.828125,-5.9375,-8.75
4577,paving a road using seashells.,8.4,1,-7.875,-21.0,-28.875
4578,paving a road using seashells.,8.4,2,-2.703125,-19.0,-21.75
4579,paving a road using seashells.,8.4,3,23.875,-66.5,-42.25
4580,paving a road using seashells.,8.4,4,-20.25,-168.0,-189.0
4581,paving a road using seashells.,8.4,5,55.5,-85.5,-30.25
4582,paving a road using seashells.,8.4,6,-91.0,-322.0,-414.0
4583,paving a road using seashells.,8.4,7,-89.0,-956.0,-1040.0
4584,paving a road using seashells.,8.4,8,-127.5,-1048.0,-1168.0
4585,paving a road using seashells.,8.4,9,-104.0,-876.0,-980.0
4586,paving a road using seashells.,8.4,10,50.0,-1512.0,-1464.0
4587,paving a road using seashells.,8.4,11,32.0,-2400.0,-2368.0
4588,paving a road using seashells.,8.4,12,-82.5,-2256.0,-2336.0
4589,paving a road using seashells.,8.4,13,388.0,-3600.0,-3216.0
4590,paving a road using seashells.,8.4,14,512.0,-3568.0,-3040.0
4591,paving a road using seashells.,8.4,15,-115.5,-5184.0,-5312.0
4592,paving a road using seashells.,8.4,16,-47.0,-5248.0,-5312.0
4593,paving a road using seashells.,8.4,17,-712.0,-5216.0,-5920.0
4594,paving a road using seashells.,8.4,18,-470.0,-6592.0,-7072.0
4595,paving a road using seashells.,8.4,19,-856.0,-6080.0,-6944.0
4596,paving a road using seashells.,8.4,20,-502.0,-6048.0,-6560.0
4597,paving a road using seashells.,8.4,21,386.0,-6880.0,-6496.0
4598,paving a road using seashells.,8.4,22,552.0,-8640.0,-8064.0
4599,paving a road using seashells.,8.4,23,1416.0,-9152.0,-7776.0
4600,paving a road using seashells.,8.4,24,1776.0,-9024.0,-7264.0
4601,paving a road using seashells.,8.4,25,1584.0,4992.0,6592.0
4602,hanging a painting using string.,65.3076923076923,0,-4.4375,-4.875,-9.3125
4603,hanging a painting using string.,65.3076923076923,1,-9.0,-25.125,-34.0
4604,hanging a painting using string.,65.3076923076923,2,-4.40625,-25.75,-30.25
4605,hanging a painting using string.,65.3076923076923,3,17.5,-61.75,-44.25
4606,hanging a painting using string.,65.3076923076923,4,-37.75,-175.0,-213.0
4607,hanging a painting using string.,65.3076923076923,5,18.625,-127.5,-108.5
4608,hanging a painting using string.,65.3076923076923,6,-137.0,-384.0,-520.0
4609,hanging a painting using string.,65.3076923076923,7,-154.0,-944.0,-1096.0
4610,hanging a painting using string.,65.3076923076923,8,-222.0,-980.0,-1200.0
4611,hanging a painting using string.,65.3076923076923,9,-262.0,-880.0,-1144.0
4612,hanging a painting using string.,65.3076923076923,10,-139.0,-1368.0,-1512.0
4613,hanging a painting using string.,65.3076923076923,11,-256.0,-2384.0,-2640.0
4614,hanging a painting using string.,65.3076923076923,12,-482.0,-2128.0,-2608.0
4615,hanging a painting using string.,65.3076923076923,13,-204.0,-3280.0,-3488.0
4616,hanging a painting using string.,65.3076923076923,14,-185.0,-3248.0,-3424.0
4617,hanging a painting using string.,65.3076923076923,15,-844.0,-5024.0,-5856.0
4618,hanging a painting using string.,65.3076923076923,16,-796.0,-4992.0,-5792.0
4619,hanging a painting using string.,65.3076923076923,17,-1512.0,-4640.0,-6144.0
4620,hanging a painting using string.,65.3076923076923,18,-1552.0,-6016.0,-7584.0
4621,hanging a painting using string.,65.3076923076923,19,-1888.0,-5376.0,-7264.0
4622,hanging a painting using string.,65.3076923076923,20,-1600.0,-5312.0,-6912.0
4623,hanging a painting using string.,65.3076923076923,21,-908.0,-6048.0,-6976.0
4624,hanging a painting using string.,65.3076923076923,22,-1152.0,-7584.0,-8704.0
4625,hanging a painting using string.,65.3076923076923,23,-396.0,-8128.0,-8512.0
4626,hanging a painting using string.,65.3076923076923,24,-119.0,-7360.0,-7456.0
4627,hanging a painting using string.,65.3076923076923,25,472.0,7744.0,8256.0
4628,writing an equation on an atom.,21.3,0,-2.859375,-3.78125,-6.625
4629,writing an equation on an atom.,21.3,1,-4.09375,-23.625,-27.75
4630,writing an equation on an atom.,21.3,2,1.125,-26.5,-25.375
4631,writing an equation on an atom.,21.3,3,23.5,-60.5,-37.25
4632,writing an equation on an atom.,21.3,4,-27.5,-146.0,-173.0
4633,writing an equation on an atom.,21.3,5,77.5,10.875,88.5
4634,writing an equation on an atom.,21.3,6,-64.5,-212.0,-276.0
4635,writing an equation on an atom.,21.3,7,-17.25,-572.0,-584.0
4636,writing an equation on an atom.,21.3,8,-54.5,-596.0,-648.0
4637,writing an equation on an atom.,21.3,9,-39.5,-420.0,-460.0
4638,writing an equation on an atom.,21.3,10,102.0,-972.0,-872.0
4639,writing an equation on an atom.,21.3,11,169.0,-1424.0,-1256.0
4640,writing an equation on an atom.,21.3,12,-70.5,-992.0,-1064.0
4641,writing an equation on an atom.,21.3,13,434.0,-1656.0,-1224.0
4642,writing an equation on an atom.,21.3,14,438.0,-1696.0,-1256.0
4643,writing an equation on an atom.,21.3,15,92.5,-2528.0,-2432.0
4644,writing an equation on an atom.,21.3,16,358.0,-2272.0,-1920.0
4645,writing an equation on an atom.,21.3,17,-300.0,-1984.0,-2288.0
4646,writing an equation on an atom.,21.3,18,-197.0,-3008.0,-3232.0
4647,writing an equation on an atom.,21.3,19,-284.0,-2000.0,-2272.0
4648,writing an equation on an atom.,21.3,20,280.0,-1672.0,-1408.0
4649,writing an equation on an atom.,21.3,21,1344.0,-1360.0,-11.375
4650,writing an equation on an atom.,21.3,22,1832.0,-1848.0,-7.0625
4651,writing an equation on an atom.,21.3,23,2880.0,-1232.0,1656.0
4652,writing an equation on an atom.,21.3,24,3888.0,768.0,4672.0
4653,writing an equation on an atom.,21.3,25,8192.0,22016.0,30208.0
4654,chilling a drink using fire.,10.363636363636363,0,-1.7734375,-6.15625,-7.90625
4655,chilling a drink using fire.,10.363636363636363,1,-7.09375,-20.875,-28.0
4656,chilling a drink using fire.,10.363636363636363,2,-1.9453125,-13.75,-15.6875
4657,chilling a drink using fire.,10.363636363636363,3,53.75,-10.9375,42.5
4658,chilling a drink using fire.,10.363636363636363,4,2.09375,-123.0,-121.0
4659,chilling a drink using fire.,10.363636363636363,5,111.0,-1.90625,109.0
4660,chilling a drink using fire.,10.363636363636363,6,-20.375,-212.0,-232.0
4661,chilling a drink using fire.,10.363636363636363,7,-2.4375,-820.0,-824.0
4662,chilling a drink using fire.,10.363636363636363,8,-64.5,-1056.0,-1112.0
4663,chilling a drink using fire.,10.363636363636363,9,-6.1875,-832.0,-836.0
4664,chilling a drink using fire.,10.363636363636363,10,144.0,-1368.0,-1224.0
4665,chilling a drink using fire.,10.363636363636363,11,211.0,-2272.0,-2064.0
4666,chilling a drink using fire.,10.363636363636363,12,-1.6484375,-2080.0,-2080.0
4667,chilling a drink using fire.,10.363636363636363,13,536.0,-3120.0,-2592.0
4668,chilling a drink using fire.,10.363636363636363,14,664.0,-3376.0,-2704.0
4669,chilling a drink using fire.,10.363636363636363,15,23.625,-5568.0,-5568.0
4670,chilling a drink using fire.,10.363636363636363,16,212.0,-5728.0,-5504.0
4671,chilling a drink using fire.,10.363636363636363,17,-540.0,-5632.0,-6176.0
4672,chilling a drink using fire.,10.363636363636363,18,-464.0,-7200.0,-7648.0
4673,chilling a drink using fire.,10.363636363636363,19,-852.0,-6912.0,-7744.0
4674,chilling a drink using fire.,10.363636363636363,20,-338.0,-7136.0,-7456.0
4675,chilling a drink using fire.,10.363636363636363,21,700.0,-8320.0,-7648.0
4676,chilling a drink using fire.,10.363636363636363,22,1152.0,-10688.0,-9536.0
4677,chilling a drink using fire.,10.363636363636363,23,2176.0,-11584.0,-9408.0
4678,chilling a drink using fire.,10.363636363636363,24,2896.0,-12224.0,-9344.0
4679,chilling a drink using fire.,10.363636363636363,25,4416.0,-1152.0,3296.0
4680,covering a window using a hair.,7.4,0,-3.1875,-5.46875,-8.6875
