prefix,steering_concept,multiplier,rank,full_generation,first_token_generation,surprisal
Someone destroyed a building using a,None,,1, bulldozer, bulld,2.921875
Someone destroyed a building using a,None,,2, wrecking ball, wreck,3.734375
Someone destroyed a building using a,None,,3, crane, crane,3.859375
Someone destroyed a building using a,None,,4, drone, drone,4.09375
Someone destroyed a building using a,impossible,3.0,0, giant ball, giant,4.90625
Someone destroyed a building using a,impossible,3.0,1, 3D printer, ,4.21875
Someone destroyed a building using a,impossible,3.0,2, drone in the Netherlands, drone,4.09375
Someone destroyed a building using a,impossible,3.0,3, car in the Netherlands, car,4.40625
Someone destroyed a building using a,impossible,3.0,4, boat in the Philippines, boat,7.46875
Someone destroyed a building using a,impossible,5.0,0, boat, boat,7.46875
Someone destroyed a building using a,impossible,5.0,1, car, car,4.40625
Someone destroyed a building using a,impossible,5.0,2, 9, ,4.21875
Someone destroyed a building using a,impossible,5.0,3, real-life, real,8.1875
Someone destroyed a building using a,impossible,5.0,4, man and a woman, man,7.46875
Someone destroyed a building using a,inconceivable,3.0,0, bulldozer, bulld,2.921875
Someone destroyed a building using a,inconceivable,3.0,1, 3D printer, ,4.21875
Someone destroyed a building using a,inconceivable,3.0,2, drone, drone,4.09375
Someone destroyed a building using a,inconceivable,3.0,3, building, building,5.09375
Someone destroyed a building using a,inconceivable,3.0,4, crane, crane,3.859375
Someone destroyed a building using a,inconceivable,5.0,0, term, term,10.125
Someone destroyed a building using a,inconceivable,5.0,1, thesium, the,9.875
Someone destroyed a building using a,inconceivable,5.0,2, weapon, weapon,5.21875
Someone destroyed a building using a,inconceivable,5.0,3, gun, gun,4.84375
Someone destroyed a building using a,inconceivable,5.0,4, a, a,9.6875
Someone destroyed a building using a,improbable,3.0,0, bulldozer, bulld,2.921875
Someone destroyed a building using a,improbable,3.0,1, sledgehammer, s,2.734375
Someone destroyed a building using a,improbable,3.0,2, flamethrower, flam,4.46875
Someone destroyed a building using a,improbable,3.0,3, drone, drone,4.09375
Someone destroyed a building using a,improbable,3.0,4, 3D printer, ,4.21875
Someone destroyed a building using a,improbable,5.0,0, flamethrower, flam,4.46875
Someone destroyed a building using a,improbable,5.0,1, bulldozer, bulld,2.921875
Someone destroyed a building using a,improbable,5.0,2, sledgehammer, s,2.734375
Someone destroyed a building using a,improbable,5.0,3, drone, drone,4.09375
Someone destroyed a building using a,improbable,5.0,4, chainsaw, chains,4.53125
Someone explained a concept using a,None,,0, metaphor, metaphor,2.796875
Someone explained a concept using a,None,,1, picture of a dog, picture,3.109375
Someone explained a concept using a,None,,2, simple analogy, simple,3.296875
Someone explained a concept using a,None,,3, story, story,3.609375
Someone explained a concept using a,None,,4, very simple analogy, very,3.671875
Someone explained a concept using a,impossible,3.0,0, picture, picture,3.109375
Someone explained a concept using a,impossible,3.0,1, video, video,4.875
Someone explained a concept using a,impossible,3.0,2, 3D printer, ,4.75
Someone explained a concept using a,impossible,3.0,3, story, story,3.609375
Someone explained a concept using a,impossible,3.0,4, very simple explanation, very,3.671875
Someone explained a concept using a,impossible,5.0,0, video at the TED, video,4.875
Someone explained a concept using a,impossible,5.0,1, bottle, bottle,7.4375
Someone explained a concept using a,impossible,5.0,2, story, story,3.609375
Someone explained a concept using a,impossible,5.0,3, 4.6, ,4.75
Someone explained a concept using a,impossible,5.0,4, real-life story, real,5.125
Someone explained a concept using a,inconceivable,3.0,0, metaphor, metaphor,2.796875
Someone explained a concept using a,inconceivable,3.0,1, concept, concept,6.75
Someone explained a concept using a,inconceivable,3.0,2, simple example, simple,3.296875
Someone explained a concept using a,inconceivable,3.0,3, phrase, phrase,4.375
Someone explained a concept using a,inconceivable,3.0,4, word, word,5.125
Someone explained a concept using a,inconceivable,5.0,0, concept, concept,6.75
Someone explained a concept using a,inconceivable,5.0,1, phrase, phrase,4.375
Someone explained a concept using a,inconceivable,5.0,2, term, term,6.0625
Someone explained a concept using a,inconceivable,5.0,3, book, book,6.0
Someone explained a concept using a,inconceivable,5.0,4, a a a, a,8.4375
Someone explained a concept using a,improbable,3.0,0, metaphor, metaphor,2.796875
Someone explained a concept using a,improbable,3.0,1, picture of a cat, picture,3.109375
Someone explained a concept using a,improbable,3.0,2, simple analogy, simple,3.296875
Someone explained a concept using a,improbable,3.0,3, diagram, diagram,3.734375
Someone explained a concept using a,improbable,3.0,4, very simple analogy, very,3.671875
Someone explained a concept using a,improbable,5.0,0, video game, video,4.875
Someone explained a concept using a,improbable,5.0,1, picture, picture,3.109375
Someone explained a concept using a,improbable,5.0,2, metaphor, metaphor,2.796875
Someone explained a concept using a,improbable,5.0,3, very simple analogy, very,3.671875
Someone explained a concept using a,improbable,5.0,4, diagram, diagram,3.734375
Someone played a song on a,None,,0, radio station, radio,2.0625
Someone played a song on a,None,,1, guitar, guitar,2.1875
Someone played a song on a,None,,2, piano, piano,2.75
Someone played a song on a,None,,3, ukulele, uk,3.625
Someone played a song on a,None,,4, saxophone, sax,4.0
Someone played a song on a,impossible,3.0,0, guitar, guitar,2.1875
Someone played a song on a,impossible,3.0,1, piano, piano,2.75
Someone played a song on a,impossible,3.0,2, boat, boat,6.8125
Someone played a song on a,impossible,3.0,3, violin, violin,4.3125
Someone played a song on a,impossible,3.0,4, radio station, radio,2.0625
Someone played a song on a,impossible,5.0,0, boat, boat,6.8125
Someone played a song on a,impossible,5.0,1, French, French,7.0
Someone played a song on a,impossible,5.0,2, plane, plane,7.5625
Someone played a song on a,impossible,5.0,3, piano, piano,2.75
Someone played a song on a,impossible,5.0,4, guitar, guitar,2.1875
Someone played a song on a,inconceivable,3.0,0, radio station, radio,2.0625
Someone played a song on a,inconceivable,3.0,1, song, song,5.6875
Someone played a song on a,inconceivable,3.0,2, podcast, podcast,6.625
Someone played a song on a,inconceivable,3.0,3, piano, piano,2.75
Someone played a song on a,inconceivable,3.0,4, game show, game,6.5625
Someone played a song on a,inconceivable,5.0,0, day, day,8.8125
Someone played a song on a,inconceivable,5.0,1, time, time,10.4375
Someone played a song on a,inconceivable,5.0,2, heart, heart,9.0
Someone played a song on a,inconceivable,5.0,3, on, on,9.1875
Someone played a song on a,inconceivable,5.0,4, book, book,10.125
Someone played a song on a,improbable,3.0,0, radio station, radio,2.0625
Someone played a song on a,improbable,3.0,1, guitar, guitar,2.1875
Someone played a song on a,improbable,3.0,2, piano, piano,2.75
Someone played a song on a,improbable,3.0,3, ukulele, uk,3.625
Someone played a song on a,improbable,3.0,4, loop, loop,4.5
Someone played a song on a,improbable,5.0,0, radio station, radio,2.0625
Someone played a song on a,improbable,5.0,1, guitar, guitar,2.1875
Someone played a song on a,improbable,5.0,2, loop, loop,4.5
Someone played a song on a,improbable,5.0,3, piano in a bar, piano,2.75
Someone played a song on a,improbable,5.0,4, ukulele, uk,3.625
Someone burned a piece of paper with a,None,,0, message on it, message,2.328125
Someone burned a piece of paper with a,None,,1, picture of a man, picture,3.140625
Someone burned a piece of paper with a,None,,2, drawing of a man, drawing,3.640625
Someone burned a piece of paper with a,None,,3, list of names, list,3.703125
Someone burned a piece of paper with a,None,,4, note on it, note,4.0
Someone burned a piece of paper with a,impossible,3.0,0, message to the world, message,2.328125
Someone burned a piece of paper with a,impossible,3.0,1, 10-year-old, ,4.5
Someone burned a piece of paper with a,impossible,3.0,2, man’s name, man,5.5625
Someone burned a piece of paper with a,impossible,3.0,3, woman’s name, woman,5.6875
Someone burned a piece of paper with a,impossible,3.0,4, picture of a man, picture,3.140625
Someone burned a piece of paper with a,impossible,5.0,0, man in the world, man,5.5625
Someone burned a piece of paper with a,impossible,5.0,1, 10, ,4.5
Someone burned a piece of paper with a,impossible,5.0,2, woman in the world, woman,5.6875
Someone burned a piece of paper with a,impossible,5.0,3, Chinese and a French, Chinese,5.8125
Someone burned a piece of paper with a,impossible,5.0,4, Frenchman, French,9.0
Someone burned a piece of paper with a,inconceivable,3.0,0, quote from the author, quote,5.9375
Someone burned a piece of paper with a,inconceivable,3.0,1, 1000 words, ,4.5
Someone burned a piece of paper with a,inconceivable,3.0,2, few words, few,4.6875
Someone burned a piece of paper with a,inconceivable,3.0,3, piece of paper, piece,5.375
Someone burned a piece of paper with a,inconceivable,3.0,4, letter, letter,4.6875
Someone burned a piece of paper with a,inconceivable,5.0,0, sense, sense,10.5625
Someone burned a piece of paper with a,inconceivable,5.0,1, feeling, feeling,10.875
Someone burned a piece of paper with a,inconceivable,5.0,2, piece, piece,5.375
Someone burned a piece of paper with a,inconceivable,5.0,3, a feeling, a,9.1875
Someone burned a piece of paper with a,inconceivable,5.0,4, heart, heart,7.0625
Someone burned a piece of paper with a,improbable,3.0,0, message to the police, message,2.328125
Someone burned a piece of paper with a,improbable,3.0,1, picture of the Queen, picture,3.140625
Someone burned a piece of paper with a,improbable,3.0,2, photo of the Queen, photo,4.25
Someone burned a piece of paper with a,improbable,3.0,3, drawing of a man, drawing,3.640625
Someone burned a piece of paper with a,improbable,3.0,4, list of the names, list,3.703125
Someone burned a piece of paper with a,improbable,5.0,0, message to the police, message,2.328125
Someone burned a piece of paper with a,improbable,5.0,1, picture of the Queen, picture,3.140625
Someone burned a piece of paper with a,improbable,5.0,2, photo, photo,4.25
Someone burned a piece of paper with a,improbable,5.0,3, note on it, note,4.0
Someone burned a piece of paper with a,improbable,5.0,4, 10, ,4.5
Someone communicated a message with a,None,,0, 3, ,4.28125
Someone communicated a message with a,None,,1, lot of love, lot,4.40625
Someone communicated a message with a,None,,2, message, message,4.40625
Someone communicated a message with a,None,,3, code, code,4.40625
Someone communicated a message with a,None,,4, picture of a dog, picture,4.53125
Someone communicated a message with a,impossible,3.0,0, bottle in the sea, bottle,6.15625
Someone communicated a message with a,impossible,3.0,1, 3D printer, ,4.28125
Someone communicated a message with a,impossible,3.0,2, balloon, balloon,7.21875
Someone communicated a message with a,impossible,3.0,3, message in a bottle, message,4.40625
Someone communicated a message with a,impossible,3.0,4, new kind of language, new,4.84375
Someone communicated a message with a,impossible,5.0,0, bottle, bottle,6.15625
Someone communicated a message with a,impossible,5.0,1, 3, ,4.28125
Someone communicated a message with a,impossible,5.0,2, real-life, real,7.40625
Someone communicated a message with a,impossible,5.0,3, man, man,7.21875
Someone communicated a message with a,impossible,5.0,4, new one, new,4.84375
Someone communicated a message with a,inconceivable,3.0,0, message, message,4.40625
Someone communicated a message with a,inconceivable,3.0,1, person, person,5.78125
Someone communicated a message with a,inconceivable,3.0,2, picture, picture,4.53125
Someone communicated a message with a,inconceivable,3.0,3, new meaning, new,4.84375
Someone communicated a message with a,inconceivable,3.0,4, smile, smile,4.53125
Someone communicated a message with a,inconceivable,5.0,0, message, message,4.40625
Someone communicated a message with a,inconceivable,5.0,1, sense, sense,7.09375
Someone communicated a message with a,inconceivable,5.0,2, feeling, feeling,6.84375
Someone communicated a message with a,inconceivable,5.0,3, term, term,7.90625
Someone communicated a message with a,inconceivable,5.0,4, reason, reason,10.3125
Someone communicated a message with a,improbable,3.0,0, 3D printer, ,4.28125
Someone communicated a message with a,improbable,3.0,1, picture, picture,4.53125
Someone communicated a message with a,improbable,3.0,2, message, message,4.40625
Someone communicated a message with a,improbable,3.0,3, new type of technology, new,4.84375
Someone communicated a message with a,improbable,3.0,4, lot of love, lot,4.40625
Someone communicated a message with a,improbable,5.0,0, 3D printer, ,4.28125
Someone communicated a message with a,improbable,5.0,1, video on Facebook, video,5.71875
Someone communicated a message with a,improbable,5.0,2, message, message,4.40625
Someone communicated a message with a,improbable,5.0,3, sign, sign,5.40625
Someone communicated a message with a,improbable,5.0,4, picture, picture,4.53125
Someone fought their enemy with a,None,,0, sword, sword,2.5625
Someone fought their enemy with a,None,,1, knife, knife,3.3125
Someone fought their enemy with a,None,,2, bow and arrow, bow,4.125
Someone fought their enemy with a,None,,3," stick, and won", stick,4.125
Someone fought their enemy with a,None,,4, weapon, weapon,4.25
Someone fought their enemy with a,impossible,3.0,0, sword and a bow, sword,2.5625
Someone fought their enemy with a,impossible,3.0,1, fork, fork,4.875
Someone fought their enemy with a,impossible,3.0,2, knife and a fork, knife,3.3125
Someone fought their enemy with a,impossible,3.0,3, bow and arrow, bow,4.125
Someone fought their enemy with a,impossible,3.0,4, giant sword, giant,4.8125
Someone fought their enemy with a,impossible,5.0,0, sword, sword,2.5625
Someone fought their enemy with a,impossible,5.0,1, real weapon, real,6.5625
Someone fought their enemy with a,impossible,5.0,2, 9, ,5.0625
Someone fought their enemy with a,impossible,5.0,3, weapon, weapon,4.25
Someone fought their enemy with a,impossible,5.0,4, bow and a sword, bow,4.125
Someone fought their enemy with a,inconceivable,3.0,0," sword, and won", sword,2.5625
Someone fought their enemy with a,inconceivable,3.0,1, single blow, single,4.875
Someone fought their enemy with a,inconceivable,3.0,2," weapon, and won", weapon,4.25
Someone fought their enemy with a,inconceivable,3.0,3, smile, smile,5.5625
Someone fought their enemy with a,inconceivable,3.0,4," battle, and won", battle,5.75
Someone fought their enemy with a,inconceivable,5.0,0, sword, sword,2.5625
Someone fought their enemy with a,inconceivable,5.0,1, hammer, hammer,4.375
Someone fought their enemy with a,inconceivable,5.0,2, heart, heart,6.8125
Someone fought their enemy with a,inconceivable,5.0,3, weapon, weapon,4.25
Someone fought their enemy with a,inconceivable,5.0,4, book, book,5.875
Someone fought their enemy with a,improbable,3.0,0," sword, and won", sword,2.5625
Someone fought their enemy with a,improbable,3.0,1," knife, and won", knife,3.3125
Someone fought their enemy with a,improbable,3.0,2," spear, and won", spear,4.375
Someone fought their enemy with a,improbable,3.0,3, bow and arrow, bow,4.125
Someone fought their enemy with a,improbable,3.0,4," gun, and won", gun,4.4375
Someone fought their enemy with a,improbable,5.0,0, sword, sword,2.5625
Someone fought their enemy with a,improbable,5.0,1, knife, knife,3.3125
Someone fought their enemy with a,improbable,5.0,2, spear, spear,4.375
Someone fought their enemy with a,improbable,5.0,3, bow and arrow, bow,4.125
Someone fought their enemy with a,improbable,5.0,4, samurai sword, sam,6.5
