population,ID,AgeGroup,Age,Task Name,order-a3p8,display,Trial Number,Response,RT,Event,event_type,Triad No.,Domain,Event Type,RT.sd
children,93,age 9,9.452054795,Block A,BCA,Trial,11,0,1676.2,magically appear into the store?,impossible,16,Moral,Impossible,-0.3235868624781727
children,93,age 9,9.452054795,Block A,BCA,Trial,12,1,1774.8,turn an onion into onion slices?,ordinary,9,Physics,Ordinary,-0.2756793327135974
children,93,age 9,9.452054795,Block A,BCA,Trial,13,1,2517,open a window with their hand?,ordinary,3,Physics,Ordinary,0.08493900999702966
children,93,age 9,9.452054795,Block A,BCA,Trial,14,0,1286.9,play with magic?,impossible,20,Conventional,Impossible,-0.5127390058589961
children,93,age 9,9.452054795,Block A,BCA,Trial,15,1,2019,find a sweater in a closet?,ordinary,13,Other,Ordinary,-0.1570280267449432
children,93,age 9,9.452054795,Block A,BCA,Trial,16,0,1389.9,know the names of everyone in the world?,impossible,26,Other,Impossible,-0.46269361472561615
children,93,age 9,9.452054795,Block A,BCA,Trial,17,1,1170.2,make their friend smile?,ordinary,15,Moral,Ordinary,-0.5694409198906993
children,93,age 9,9.452054795,Block A,BCA,Trial,18,1,1541.2,eat an insect?,improbable,19,Conventional,Improbable,-0.3891803362937678
children,93,age 9,9.452054795,Block A,BCA,Trial,19,0,2184.7,wear shoes made out of stone?,improbable,17,Conventional,Improbable,-0.07651811110609812
children,93,age 9,9.452054795,Block A,BCA,Trial,20,0,1786.1,stay awake for 5 days?,improbable,23,Biology,Improbable,-0.27018891601644024
children,93,age 9,9.452054795,Block A,BCA,Trial,21,1,1460.8,not eat for 1 hour?,ordinary,21,Biology,Ordinary,-0.42824489403283333
children,93,age 9,9.452054795,Block A,BCA,Trial,22,1,2024.7,unlock a door with a doorkey?,ordinary,5,Physics,Ordinary,-0.15425852451717362
children,93,age 9,9.452054795,Block A,BCA,Trial,23,1,1004.1,eat a whole sandwich for dinner?,ordinary,25,Biology,Ordinary,-0.6501451865630723
children,93,age 9,9.452054795,Block A,BCA,Trial,24,0,1183.9,be born with 12 toes?,improbable,24,Biology,Improbable,-0.562784396992376
children,93,age 9,9.452054795,Block A,BCA,Trial,25,1,1452.3,paint polka dots on a plane?,improbable,4,Physics,Improbable,-0.4323748534952967
children,93,age 9,9.452054795,Block A,BCA,Trial,26,1,1036,eat a brownie for dessert?,ordinary,12,Conventional,Ordinary,-0.6346456916392391
children,93,age 9,9.452054795,Block B,BCA,Trial,1,0,1537.5,shake someone's hand with their mind?,impossible,18,Conventional,Impossible,-0.39097808335389894
children,93,age 9,9.452054795,Block B,BCA,Trial,2,0,1796.3,paint polka dots on a cloud?,impossible,4,Physics,Impossible,-0.2652329646614841
children,93,age 9,9.452054795,Block B,BCA,Trial,3,0,1856.7,unlock a door with a toothpick?,improbable,5,Physics,Improbable,-0.23588595859880304
children,93,age 9,9.452054795,Block B,BCA,Trial,4,1,1557.2,ride a cow?,improbable,11,Other,Improbable,-0.3814062949526602
children,93,age 9,9.452054795,Block B,BCA,Trial,5,0,1984.5,open a window with their breath?,impossible,3,Physics,Impossible,-0.1737908033867064
children,93,age 9,9.452054795,Block B,BCA,Trial,6,1,1413.1,count all of the students in a room?,ordinary,6,Physics,Ordinary,-0.45142125478101025
children,93,age 9,9.452054795,Block B,BCA,Trial,7,0,1220.7,turn an onion into apple juice?,impossible,9,Physics,Impossible,-0.5449041019078287
children,93,age 9,9.452054795,Block B,BCA,Trial,8,1,992.4,stay awake for 5 hours?,ordinary,23,Biology,Ordinary,-0.6558299542937571
children,93,age 9,9.452054795,Block B,BCA,Trial,9,1,3293.6,wear shoes made out of light?,impossible,17,Conventional,Impossible,0.46227154159103795
children,93,age 9,9.452054795,Block B,BCA,Trial,10,1,1659.2,be born with 2 feet?,ordinary,24,Biology,Ordinary,-0.33184678140309953
children,93,age 9,9.452054795,Block B,BCA,Trial,11,0,1022.8,not eat for 100 days?,impossible,21,Biology,Impossible,-0.6410592757456528
children,93,age 9,9.452054795,Block B,BCA,Trial,12,0,2009.7,make a house out of grass?,improbable,7,Physics,Improbable,-0.16154668827446197
children,93,age 9,9.452054795,Block B,BCA,Trial,13,1,1054.2,have a cat as a pet?,ordinary,10,Other,Ordinary,-0.6258027196137292
children,93,age 9,9.452054795,Block B,BCA,Trial,14,0,1263.8,eat a rainbow for dessert?,impossible,12,Conventional,Impossible,-0.5239627780452202
children,93,age 9,9.452054795,Block B,BCA,Trial,15,1,1205.8,move a marble with their breath?,improbable,1,Physics,Improbable,-0.5521436779067351
children,93,age 9,9.452054795,Block B,BCA,Trial,16,0,1490,eat a whole whale for dinner?,impossible,25,Biology,Impossible,-0.414057268585312
children,93,age 9,9.452054795,Block B,BCA,Trial,17,1,1463.4,make their friend cry?,improbable,15,Moral,Improbable,-0.4269816123149033
children,93,age 9,9.452054795,Block B,BCA,Trial,18,1,2075.6,live for 110 years?,improbable,22,Biology,Improbable,-0.12952735550077527
children,93,age 9,9.452054795,Block B,BCA,Trial,19,1,2617.7,buy a large rock?,ordinary,14,Moral,Ordinary,0.1338668826876253
children,93,age 9,9.452054795,Block B,BCA,Trial,20,0,1872.5,play with a wolf?,improbable,20,Conventional,Improbable,-0.22820909277445933
children,93,age 9,9.452054795,Block B,BCA,Trial,21,1,2336.2,find a monkey in a closet?,improbable,13,Other,Improbable,-0.0029076571574858778
children,93,age 9,9.452054795,Block B,BCA,Trial,22,0,1241.6,walk through a brick wall?,impossible,2,Physics,Impossible,-0.534749260406007
children,93,age 9,9.452054795,Block B,BCA,Trial,23,1,1241,eat a lollipop?,ordinary,19,Conventional,Ordinary,-0.5350407869562984
children,93,age 9,9.452054795,Block B,BCA,Trial,24,1,1003.3,wait in line to go into the store?,ordinary,16,Moral,Ordinary,-0.6505338886301277
children,93,age 9,9.452054795,Block B,BCA,Trial,25,1,1566.3,clean a car?,ordinary,8,Physics,Ordinary,-0.3769848089399053
children,93,age 9,9.452054795,Block B,BCA,Trial,26,0,1238,know the names of everyone they ever met?,improbable,26,Other,Improbable,-0.5364984197077561
children,93,age 9,9.452054795,Block C,BCA,Trial,1,0,1244.8,stay awake for 5 years?,impossible,23,Biology,Impossible,-0.5331944521377854
children,93,age 9,9.452054795,Block C,BCA,Trial,2,1,14189.3,steal a large rock?,improbable,14,Moral,Improbable,5.756247931610142
children,93,age 9,9.452054795,Block C,BCA,Trial,3,0,2117.9,clean a cloud?,impossible,8,Physics,Impossible,-0.10897473370522205
children,93,age 9,9.452054795,Block C,BCA,Trial,4,0,1097.3,find a unicorn in a closet?,impossible,13,Other,Impossible,-0.6048613957511207
children,93,age 9,9.452054795,Block C,BCA,Trial,5,0,2359.3,be born with 2 wings?,impossible,24,Biology,Impossible,0.008316115028738342
children,93,age 9,9.452054795,Block C,BCA,Trial,6,1,2180.5,know the name of someone they just met?,ordinary,26,Other,Ordinary,-0.07855879695813876
children,93,age 9,9.452054795,Block C,BCA,Trial,7,1,1981.1,paint polka dots on a wall?,ordinary,4,Physics,Ordinary,-0.1754427871716918
children,93,age 9,9.452054795,Block C,BCA,Trial,8,1,1913,cut the line to go into the store?,improbable,16,Moral,Improbable,-0.2085310506297808
children,93,age 9,9.452054795,Block C,BCA,Trial,9,1,1444.8,move a marble with their hand?,ordinary,1,Physics,Ordinary,-0.4360189353739409
children,93,age 9,9.452054795,Block C,BCA,Trial,10,0,1175.7,make their friend shrink?,impossible,15,Moral,Impossible,-0.5667685931796936
children,93,age 9,9.452054795,Block C,BCA,Trial,11,0,1601.1,not eat for 10 days?,improbable,21,Biology,Improbable,-0.3600762690229964
children,93,age 9,9.452054795,Block C,BCA,Trial,12,1,1143.8,eat a whole turkey for dinner?,improbable,25,Biology,Improbable,-0.5822680881035269
children,93,age 9,9.452054795,Block C,BCA,Trial,13,0,1390.5,eat a planet?,impossible,19,Conventional,Impossible,-0.46240208817532463
children,93,age 9,9.452054795,Block C,BCA,Trial,14,0,1291.2,live for 60 years?,ordinary,22,Biology,Ordinary,-0.5106497322485735
children,93,age 9,9.452054795,Block C,BCA,Trial,15,0,2653.8,have a lion as a pet?,improbable,10,Other,Improbable,0.15140706346349941
children,93,age 9,9.452054795,Block C,BCA,Trial,16,1,1540.8,shake someone's hand with their hand?,ordinary,18,Conventional,Ordinary,-0.3893746873272955
children,93,age 9,9.452054795,Block C,BCA,Trial,17,0,1541.8,unlock a door with their mind?,impossible,5,Physics,Impossible,-0.3888888097434763
children,93,age 9,9.452054795,Block C,BCA,Trial,18,0,1803.3,open a window with their feet?,improbable,3,Physics,Improbable,-0.26183182157474955
children,93,age 9,9.452054795,Block C,BCA,Trial,19,1,4610.7,play with a toy?,ordinary,20,Conventional,Ordinary,1.102220907239336
children,93,age 9,9.452054795,Block C,BCA,Trial,20,1,1421.7,walk through an open door?,ordinary,2,Physics,Ordinary,-0.4472427075601649
children,93,age 9,9.452054795,Block C,BCA,Trial,21,0,1442,ride an ogre?,impossible,11,Other,Impossible,-0.4373793926086347
children,93,age 9,9.452054795,Block C,BCA,Trial,22,1,1651.5,make a house out of bricks?,ordinary,7,Physics,Ordinary,-0.33558803879850757
children,93,age 9,9.452054795,Block C,BCA,Trial,23,0,3171.7,turn an onion into onion juice?,improbable,9,Physics,Improbable,0.4030430641234746
children,93,age 9,9.452054795,Block C,BCA,Trial,24,1,1423.2,eat a pickle for dessert?,improbable,12,Conventional,Improbable,-0.4465138911844361
children,93,age 9,9.452054795,Block C,BCA,Trial,25,0,2625.3,count all of the sand in the world?,impossible,6,Physics,Impossible,0.13755955232465156
children,93,age 9,9.452054795,Block C,BCA,Trial,26,1,3304.1,wear shoes made out of leather?,ordinary,17,Conventional,Ordinary,0.4673732562211398
children,94,age 9,9.079452055,Block A,BCA,Trial,1,0,1406,stay awake for 5 days?,improbable,23,Biology,Improbable,-0.4548709856261267
children,94,age 9,9.079452055,Block A,BCA,Trial,2,1,1739,not eat for 1 hour?,ordinary,21,Biology,Ordinary,-0.2930737502143256
children,94,age 9,9.079452055,Block A,BCA,Trial,3,0,1358,play with magic?,impossible,20,Conventional,Impossible,-0.4781931096494494
children,94,age 9,9.079452055,Block A,BCA,Trial,4,0,1497,walk through a hot fire?,improbable,2,Physics,Improbable,-0.41065612549857744
children,94,age 9,9.079452055,Block A,BCA,Trial,5,1,1623,open a window with their hand?,ordinary,3,Physics,Ordinary,-0.34943554993735537
children,94,age 9,9.079452055,Block A,BCA,Trial,6,0,1555,count all of the hairs on a dog?,improbable,6,Physics,Improbable,-0.38247522563706254
children,94,age 9,9.079452055,Block A,BCA,Trial,7,1,2485,clean a road?,improbable,8,Physics,Improbable,0.06939092731481454
children,94,age 9,9.079452055,Block A,BCA,Trial,8,1,2098,turn an onion into onion slices?,ordinary,9,Physics,Ordinary,-0.11864369762322463
children,94,age 9,9.079452055,Block A,BCA,Trial,9,0,2378,shake someone's hand with their mouth?,improbable,18,Conventional,Improbable,0.01740202584615772
children,94,age 9,9.079452055,Block A,BCA,Trial,10,1,1226,eat a brownie for dessert?,ordinary,12,Conventional,Ordinary,-0.5423289507135868
children,94,age 9,9.079452055,Block A,BCA,Trial,11,1,1191,make their friend smile?,ordinary,15,Moral,Ordinary,-0.5593346661472596
children,94,age 9,9.079452055,Block A,BCA,Trial,12,0,1190,eat a large rock?,impossible,14,Moral,Impossible,-0.5598205437310788
children,94,age 9,9.079452055,Block A,BCA,Trial,13,0,1167,have the moon as a pet?,impossible,10,Other,Impossible,-0.570995728158921
children,94,age 9,9.079452055,Block A,BCA,Trial,14,0,1246,make a house out of gas?,impossible,7,Physics,Impossible,-0.5326113990372023
children,94,age 9,9.079452055,Block A,BCA,Trial,15,1,1434,eat an insect?,improbable,19,Conventional,Improbable,-0.4412664132791885
children,94,age 9,9.079452055,Block A,BCA,Trial,16,0,2516,be born with 12 toes?,improbable,24,Biology,Improbable,0.08445313241321044
children,94,age 9,9.079452055,Block A,BCA,Trial,17,0,2094,wear shoes made out of stone?,improbable,17,Conventional,Improbable,-0.12058720795850152
children,94,age 9,9.079452055,Block A,BCA,Trial,18,0,2198,magically appear into the store?,impossible,16,Moral,Impossible,-0.07005593924130236
children,94,age 9,9.079452055,Block A,BCA,Trial,19,0,723,live for 1000 years?,impossible,22,Biology,Impossible,-0.7867253753746558
children,94,age 9,9.079452055,Block A,BCA,Trial,20,0,1043,move a marble with their mind?,impossible,1,Physics,Impossible,-0.6312445485525046
children,94,age 9,9.079452055,Block A,BCA,Trial,21,0,665,know the names of everyone in the world?,impossible,26,Other,Impossible,-0.8149062752361707
children,94,age 9,9.079452055,Block A,BCA,Trial,22,1,1703,ride a horse?,ordinary,11,Other,Ordinary,-0.31056534323181756
children,94,age 9,9.079452055,Block A,BCA,Trial,23,1,3048,paint polka dots on a plane?,improbable,4,Physics,Improbable,0.3429400070050369
children,94,age 9,9.079452055,Block A,BCA,Trial,24,1,1910,unlock a door with a doorkey?,ordinary,5,Physics,Ordinary,-0.2099886833812385
children,94,age 9,9.079452055,Block A,BCA,Trial,25,1,1564,eat a whole sandwich for dinner?,ordinary,25,Biology,Ordinary,-0.3781023273826895
children,94,age 9,9.079452055,Block A,BCA,Trial,26,1,2070,find a sweater in a closet?,ordinary,13,Other,Ordinary,-0.13224826997016287
children,94,age 9,9.079452055,Block B,BCA,Trial,1,1,1400,wait in line to go into the store?,ordinary,16,Moral,Ordinary,-0.45778625112904203
children,94,age 9,9.079452055,Block B,BCA,Trial,2,0,2227,live for 110 years?,improbable,22,Biology,Improbable,-0.0559654893105449
children,94,age 9,9.079452055,Block B,BCA,Trial,3,0,2398,eat a rainbow for dessert?,impossible,12,Conventional,Impossible,0.02711957752254217
children,94,age 9,9.079452055,Block B,BCA,Trial,4,0,4056,shake someone's hand with their mind?,impossible,18,Conventional,Impossible,0.8327046114948133
children,94,age 9,9.079452055,Block B,BCA,Trial,5,1,2530,know the names of everyone they ever met?,improbable,26,Other,Improbable,0.09125541858667956
children,94,age 9,9.079452055,Block B,BCA,Trial,6,1,1856,make their friend cry?,improbable,15,Moral,Improbable,-0.23622607290747652
children,94,age 9,9.079452055,Block B,BCA,Trial,7,0,1160,wear shoes made out of light?,impossible,17,Conventional,Impossible,-0.5743968712456555
children,94,age 9,9.079452055,Block B,BCA,Trial,8,0,1428,paint polka dots on a cloud?,impossible,4,Physics,Impossible,-0.4441816787821038
children,94,age 9,9.079452055,Block B,BCA,Trial,9,1,1776,move a marble with their breath?,improbable,1,Physics,Improbable,-0.2750962796130143
children,94,age 9,9.079452055,Block B,BCA,Trial,10,1,1434,have a cat as a pet?,ordinary,10,Other,Ordinary,-0.4412664132791885
children,94,age 9,9.079452055,Block B,BCA,Trial,11,1,3181,ride a cow?,improbable,11,Other,Improbable,0.40756172565299353
children,94,age 9,9.079452055,Block B,BCA,Trial,12,1,1706,eat a lollipop?,ordinary,19,Conventional,Ordinary,-0.3091077104803599
children,94,age 9,9.079452055,Block B,BCA,Trial,13,0,1382,not eat for 100 days?,impossible,21,Biology,Impossible,-0.46653204763778805
children,94,age 9,9.079452055,Block B,BCA,Trial,14,1,1278,be born with 2 feet?,ordinary,24,Biology,Ordinary,-0.5170633163549873
children,94,age 9,9.079452055,Block B,BCA,Trial,15,0,1135,walk through a brick wall?,impossible,2,Physics,Impossible,-0.586543810841136
children,94,age 9,9.079452055,Block B,BCA,Trial,16,1,4002,unlock a door with a toothpick?,improbable,5,Physics,Improbable,0.8064672219685753
children,94,age 9,9.079452055,Block B,BCA,Trial,17,0,3374,play with a wolf?,improbable,20,Conventional,Improbable,0.5013360993301035
children,94,age 9,9.079452055,Block B,BCA,Trial,18,0,1153,eat a whole whale for dinner?,impossible,25,Biology,Impossible,-0.5777980143323901
children,94,age 9,9.079452055,Block B,BCA,Trial,19,0,2063,find a monkey in a closet?,improbable,13,Other,Improbable,-0.13564941305689743
children,94,age 9,9.079452055,Block B,BCA,Trial,20,1,1231,stay awake for 5 hours?,ordinary,23,Biology,Ordinary,-0.5398995627944907
children,94,age 9,9.079452055,Block B,BCA,Trial,21,0,954,open a window with their breath?,impossible,3,Physics,Impossible,-0.6744876535124154
children,94,age 9,9.079452055,Block B,BCA,Trial,22,1,1152,count all of the students in a room?,ordinary,6,Physics,Ordinary,-0.5782838919162092
children,94,age 9,9.079452055,Block B,BCA,Trial,23,1,1812,buy a large rock?,ordinary,14,Moral,Ordinary,-0.2576046865955223
children,94,age 9,9.079452055,Block B,BCA,Trial,24,0,1553,turn an onion into apple juice?,impossible,9,Physics,Impossible,-0.38344698080470097
children,94,age 9,9.079452055,Block B,BCA,Trial,25,1,2831,make a house out of grass?,improbable,7,Physics,Improbable,0.2375045713162656
children,94,age 9,9.079452055,Block B,BCA,Trial,26,1,1594,clean a car?,ordinary,8,Physics,Ordinary,-0.36352599986811285
children,94,age 9,9.079452055,Block C,BCA,Trial,1,1,4591,eat a whole turkey for dinner?,improbable,25,Biology,Improbable,1.0926491188380976
children,94,age 9,9.079452055,Block C,BCA,Trial,2,0,960,unlock a door with their mind?,impossible,5,Physics,Impossible,-0.6715723880095
children,94,age 9,9.079452055,Block C,BCA,Trial,3,1,2209,eat a pickle for dessert?,improbable,12,Conventional,Improbable,-0.0647112858192909
children,94,age 9,9.079452055,Block C,BCA,Trial,4,0,1745,count all of the sand in the world?,impossible,6,Physics,Impossible,-0.2901584847114102
children,94,age 9,9.079452055,Block C,BCA,Trial,5,0,2259,ride an ogre?,impossible,11,Other,Impossible,-0.04041740662832978
children,94,age 9,9.079452055,Block C,BCA,Trial,6,1,1028,live for 60 years?,ordinary,22,Biology,Ordinary,-0.6385327123097929
children,94,age 9,9.079452055,Block C,BCA,Trial,7,0,2830,stay awake for 5 years?,impossible,23,Biology,Impossible,0.23701869373244636
children,94,age 9,9.079452055,Block C,BCA,Trial,8,1,1829,paint polka dots on a wall?,ordinary,4,Physics,Ordinary,-0.24934476767059552
children,94,age 9,9.079452055,Block C,BCA,Trial,9,0,1809,know the name of someone they just met?,ordinary,26,Other,Ordinary,-0.25906231934698
children,94,age 9,9.079452055,Block C,BCA,Trial,10,0,1219,be born with 2 wings?,impossible,24,Biology,Impossible,-0.5457300938003213
children,94,age 9,9.079452055,Block C,BCA,Trial,11,0,1219,make their friend shrink?,impossible,15,Moral,Impossible,-0.5457300938003213
children,94,age 9,9.079452055,Block C,BCA,Trial,12,0,3722,open a window with their feet?,improbable,3,Physics,Improbable,0.670421498499193
children,94,age 9,9.079452055,Block C,BCA,Trial,13,0,2917,eat a planet?,impossible,19,Conventional,Impossible,0.27929004352471876
children,94,age 9,9.079452055,Block C,BCA,Trial,14,0,1347,find a unicorn in a closet?,impossible,13,Other,Impossible,-0.48353776307146085
children,94,age 9,9.079452055,Block C,BCA,Trial,15,0,2264,not eat for 10 days?,improbable,21,Biology,Improbable,-0.03798801870923366
children,94,age 9,9.079452055,Block C,BCA,Trial,16,1,1133,move a marble with their hand?,ordinary,1,Physics,Ordinary,-0.5875155660087745
children,94,age 9,9.079452055,Block C,BCA,Trial,17,1,1325,walk through an open door?,ordinary,2,Physics,Ordinary,-0.49422706991548376
children,94,age 9,9.079452055,Block C,BCA,Trial,18,0,1766,clean a cloud?,impossible,8,Physics,Impossible,-0.2799550554512065
children,94,age 9,9.079452055,Block C,BCA,Trial,19,1,3715,cut the line to go into the store?,improbable,16,Moral,Improbable,0.6670203554124584
children,94,age 9,9.079452055,Block C,BCA,Trial,20,1,1173,shake someone's hand with their hand?,ordinary,18,Conventional,Ordinary,-0.5680804626560055
children,94,age 9,9.079452055,Block C,BCA,Trial,21,1,2014,turn an onion into onion juice?,improbable,9,Physics,Improbable,-0.15945741466403934
children,94,age 9,9.079452055,Block C,BCA,Trial,22,1,1127,wear shoes made out of leather?,ordinary,17,Conventional,Ordinary,-0.5904308315116898
children,94,age 9,9.079452055,Block C,BCA,Trial,23,1,1408,steal a large rock?,improbable,14,Moral,Improbable,-0.45389923045848823
children,94,age 9,9.079452055,Block C,BCA,Trial,24,1,1166,make a house out of bricks?,ordinary,7,Physics,Ordinary,-0.5714816057427401
children,94,age 9,9.079452055,Block C,BCA,Trial,25,1,1259,play with a toy?,ordinary,20,Conventional,Ordinary,-0.5262949904475525
children,94,age 9,9.079452055,Block C,BCA,Trial,26,0,3137,have a lion as a pet?,improbable,10,Other,Improbable,0.3861831119649477
children,95,age 5,5.879452055,Block A,CAB,Trial,1,1,2043.5,find a sweater in a closet?,ordinary,13,Other,Ordinary,-0.7146008566496276
children,95,age 5,5.879452055,Block A,CAB,Trial,2,1,876.5,make their friend smile?,ordinary,15,Moral,Ordinary,-1.2166562523197468
children,95,age 5,5.879452055,Block A,CAB,Trial,3,0,1236.8,have the moon as a pet?,impossible,10,Other,Impossible,-1.0616514887722368
children,95,age 5,5.879452055,Block A,CAB,Trial,4,0,1573.6,make a house out of gas?,impossible,7,Physics,Impossible,-0.9167566667827801
children,95,age 5,5.879452055,Block A,CAB,Trial,5,0,1050.1,shake someone's hand with their mouth?,improbable,18,Conventional,Improbable,-1.1419717478738747
children,95,age 5,5.879452055,Block A,CAB,Trial,6,0,1365.8,be born with 12 toes?,improbable,24,Biology,Improbable,-1.006154362772712
children,95,age 5,5.879452055,Block A,CAB,Trial,7,0,1217.8,live for 1000 years?,impossible,22,Biology,Impossible,-1.0698254840744925
children,95,age 5,5.879452055,Block A,CAB,Trial,8,0,1865.5,walk through a hot fire?,improbable,2,Physics,Improbable,-0.7911782863233904
children,95,age 5,5.879452055,Block A,CAB,Trial,9,0,1422.8,stay awake for 5 days?,improbable,23,Biology,Improbable,-0.9816323768659454
children,95,age 5,5.879452055,Block A,CAB,Trial,10,1,1706.7,turn an onion into onion slices?,ordinary,9,Physics,Ordinary,-0.8594956786390844
children,95,age 5,5.879452055,Block A,CAB,Trial,11,0,1595.8,magically appear into the store?,impossible,16,Moral,Impossible,-0.9072059985875129
children,95,age 5,5.879452055,Block A,CAB,Trial,12,0,1021.5,paint polka dots on a plane?,improbable,4,Physics,Improbable,-1.1542757618551647
children,95,age 5,5.879452055,Block A,CAB,Trial,13,1,3589.7,ride a horse?,ordinary,11,Other,Ordinary,-0.04940972315764969
children,95,age 5,5.879452055,Block A,CAB,Trial,14,1,1233.7,unlock a door with a doorkey?,ordinary,5,Physics,Ordinary,-1.0629851406373418
children,95,age 5,5.879452055,Block A,CAB,Trial,15,0,1166.7,not eat for 1 hour?,ordinary,21,Biology,Ordinary,-1.0918092293347694
children,95,age 5,5.879452055,Block A,CAB,Trial,16,0,1976.1,wear shoes made out of stone?,improbable,17,Conventional,Improbable,-0.7435970294586817
children,95,age 5,5.879452055,Block A,CAB,Trial,17,0,1362.8,count all of the hairs on a dog?,improbable,6,Physics,Improbable,-1.0074449936099104
children,95,age 5,5.879452055,Block A,CAB,Trial,18,1,2573.2,eat a whole sandwich for dinner?,ordinary,25,Biology,Ordinary,-0.48671847182832334
children,95,age 5,5.879452055,Block A,CAB,Trial,19,0,1154.7,eat a large rock?,impossible,14,Moral,Impossible,-1.0969717526835625
children,95,age 5,5.879452055,Block A,CAB,Trial,20,1,1290,eat a brownie for dessert?,ordinary,12,Conventional,Ordinary,-1.0387643019259214
children,95,age 5,5.879452055,Block A,CAB,Trial,21,0,1423.1,know the names of everyone in the world?,impossible,26,Other,Impossible,-0.9815033137822257
children,95,age 5,5.879452055,Block A,CAB,Trial,22,1,3929.8,clean a road?,improbable,8,Physics,Improbable,0.09690479275272539
children,95,age 5,5.879452055,Block A,CAB,Trial,23,0,1530,move a marble with their mind?,impossible,1,Physics,Impossible,-0.9355138349500614
children,95,age 5,5.879452055,Block A,CAB,Trial,24,0,1691,eat an insect?,improbable,19,Conventional,Improbable,-0.866249980020422
children,95,age 5,5.879452055,Block A,CAB,Trial,25,1,2182.2,open a window with their hand?,ordinary,3,Physics,Ordinary,-0.6549306909431619
children,95,age 5,5.879452055,Block A,CAB,Trial,26,0,1902.2,play with magic?,impossible,20,Conventional,Impossible,-0.7753895690816651
children,95,age 5,5.879452055,Block B,CAB,Trial,1,0,1843.7,wear shoes made out of light?,impossible,17,Conventional,Impossible,-0.8005568704070309
children,95,age 5,5.879452055,Block B,CAB,Trial,2,0,1377.5,move a marble with their breath?,improbable,1,Physics,Improbable,-1.001120902507639
children,95,age 5,5.879452055,Block B,CAB,Trial,3,1,1410.3,eat a lollipop?,ordinary,19,Conventional,Ordinary,-0.9870100053542714
children,95,age 5,5.879452055,Block B,CAB,Trial,4,1,1884.7,have a cat as a pet?,ordinary,10,Other,Ordinary,-0.7829182489653216
children,95,age 5,5.879452055,Block B,CAB,Trial,5,0,1109.5,live for 110 years?,improbable,22,Biology,Improbable,-1.1164172572973494
children,95,age 5,5.879452055,Block B,CAB,Trial,6,1,1101.2,eat a rainbow for dessert?,impossible,12,Conventional,Impossible,-1.119988002613598
children,95,age 5,5.879452055,Block B,CAB,Trial,7,0,2358.1,play with a wolf?,improbable,20,Conventional,Improbable,-0.5792567028554378
children,95,age 5,5.879452055,Block B,CAB,Trial,8,0,1767.7,unlock a door with a toothpick?,improbable,5,Physics,Improbable,-0.8332528516160533
children,95,age 5,5.879452055,Block B,CAB,Trial,9,0,1378.4,eat a whole whale for dinner?,impossible,25,Biology,Impossible,-1.0007337132564795
children,95,age 5,5.879452055,Block B,CAB,Trial,10,1,2477.7,make their friend cry?,improbable,15,Moral,Improbable,-0.5278035534791343
children,95,age 5,5.879452055,Block B,CAB,Trial,11,0,2727.8,know the names of everyone they ever met?,improbable,26,Other,Improbable,-0.4202079626847067
children,95,age 5,5.879452055,Block B,CAB,Trial,12,0,2033.4,shake someone's hand with their mind?,impossible,18,Conventional,Impossible,-0.718945980468195
children,95,age 5,5.879452055,Block B,CAB,Trial,13,1,1172,wait in line to go into the store?,ordinary,16,Moral,Ordinary,-1.0895291148557191
children,95,age 5,5.879452055,Block B,CAB,Trial,14,0,995.40000010000006,find a monkey in a closet?,improbable,13,Other,Improbable,-1.1655042500957684
children,95,age 5,5.879452055,Block B,CAB,Trial,15,1,2539.5,count all of the students in a room?,ordinary,6,Physics,Ordinary,-0.5012165582328503
children,95,age 5,5.879452055,Block B,CAB,Trial,16,0,1309,not eat for 100 days?,impossible,21,Biology,Impossible,-1.0305903066236657
children,95,age 5,5.879452055,Block B,CAB,Trial,17,0,1789.5,paint polka dots on a cloud?,impossible,4,Physics,Impossible,-0.8238742675324128
children,95,age 5,5.879452055,Block B,CAB,Trial,18,0,1753.4,stay awake for 5 hours?,ordinary,23,Biology,Ordinary,-0.8394048586066983
children,95,age 5,5.879452055,Block B,CAB,Trial,19,0,1407.7,turn an onion into apple juice?,impossible,9,Physics,Impossible,-0.9881285520798434
children,95,age 5,5.879452055,Block B,CAB,Trial,20,0,1448.5,walk through a brick wall?,impossible,2,Physics,Impossible,-0.9705759726939471
children,95,age 5,5.879452055,Block B,CAB,Trial,21,0,2430.1,ride a cow?,improbable,11,Other,Improbable,-0.5482815627626798
children,95,age 5,5.879452055,Block B,CAB,Trial,22,0,1108.4,buy a large rock?,ordinary,14,Moral,Ordinary,-1.116890488604322
children,95,age 5,5.879452055,Block B,CAB,Trial,23,0,1434.5,make a house out of grass?,improbable,7,Physics,Improbable,-0.9765989166008723
children,95,age 5,5.879452055,Block B,CAB,Trial,24,0,1425.2,open a window with their breath?,impossible,3,Physics,Impossible,-0.9805998721961869
children,95,age 5,5.879452055,Block B,CAB,Trial,25,1,1439.1,be born with 2 feet?,ordinary,24,Biology,Ordinary,-0.9746199493171683
children,95,age 5,5.879452055,Block B,CAB,Trial,26,1,1547.9,clean a car?,ordinary,8,Physics,Ordinary,-0.9278130709547784
children,95,age 5,5.879452055,Block C,CAB,Trial,1,0,1400.8,stay awake for 5 years?,impossible,23,Biology,Impossible,-0.9910970030053992
