,stimulus,rating,layers,improbable_impossible,impossible_inconceivable
10756,There is a logical myth.,0.2,12,364.0,-452.0
10757,There is a logical other.,-2.2222222222222223,12,548.0,-262.0
10758,There is a logical outing.,0.5,12,304.0,-338.0
10759,There is a logical photography.,1.0,12,528.0,-648.0
10760,There is a logical pianist.,0.625,12,356.0,-684.0
10761,There is a logical potato.,-2.333333333333333,12,564.0,-426.0
10762,There is a logical punishment.,2.625,12,326.0,-560.0
10763,There is a logical reliability.,0.9090909090909092,12,350.0,-416.0
10764,There is a logical reminder.,1.8888888888888888,12,308.0,-398.0
10765,There is a logical rivalry.,0.4166666666666667,12,364.0,-432.0
10766,There is a logical semi.,-2.272727272727273,12,584.0,-322.0
10767,There is a logical settlement.,1.0,12,334.0,-414.0
10768,There is a logical smoker.,0.1,12,378.0,-600.0
10769,There is a logical sufferer.,-2.0,12,294.0,-380.0
10770,There is a logical supermarket.,-0.4444444444444444,12,326.0,-516.0
10771,There is a logical transparency.,0.7,12,360.0,-466.0
10772,There is a logical vision.,0.4545454545454545,12,330.0,-434.0
10773,There is a logical workplace.,0.7619047619047619,12,422.0,-516.0
10774,There is a long auditor.,-1.627906976744186,12,238.0,-248.0
10775,There is a long flu.,1.181818181818182,12,468.0,-812.0
10776,There is a long notebook.,0.25,12,274.0,-768.0
10777,There is a long-term anatomy.,-1.0909090909090908,12,490.0,-226.0
10778,There is a long-term ash.,-2.0681818181818183,12,454.0,-474.0
10779,There is a long-term beer.,-1.625,12,376.0,-564.0
10780,There is a long-term collision.,-0.2307692307692307,12,304.0,-628.0
10781,There is a long-term confession.,0.1,12,197.0,-378.0
10782,There is a long-term cry.,-0.25,12,330.0,-348.0
10783,There is a long-term dinner.,-1.6363636363636365,12,258.0,-536.0
10784,There is a long-term dinosaur.,-2.0,12,370.0,-716.0
10785,There is a long-term flag.,-2.0,12,342.0,-492.0
10786,There is a long-term geography.,-0.6363636363636364,12,490.0,-388.0
10787,There is a long-term guitarist.,2.0,12,26.0,-736.0
10788,There is a long-term handset.,-0.1818181818181818,12,294.0,-552.0
10789,There is a long-term index.,1.2222222222222223,12,286.0,-556.0
10790,There is a long-term instance.,-0.5555555555555556,12,209.0,-376.0
10791,There is a long-term kitchen.,-1.0,12,214.0,-776.0
10792,There is a long-term melody.,-0.8888888888888888,12,360.0,-394.0
10793,There is a long-term merchant.,2.1818181818181817,12,268.0,-466.0
10794,There is a long-term mine.,-0.3636363636363636,12,121.0,-900.0
10795,There is a long-term monkey.,-2.5,12,372.0,-660.0
10796,There is a long-term niche.,0.3,12,332.0,-458.0
10797,There is a long-term nobody.,-1.4285714285714286,12,426.0,-584.0
10798,There is a long-term nucleus.,-1.825,12,368.0,-464.0
10799,There is a long-term outreach.,1.0714285714285714,12,374.0,-390.0
10800,There is a long-term parcel.,-1.8,12,300.0,-532.0
10801,There is a long-term passing.,1.1,12,382.0,-358.0
10802,There is a long-term premiere.,-0.8181818181818182,12,202.0,-460.0
10803,There is a long-term prohibition.,2.888888888888889,12,282.0,-636.0
10804,There is a long-term propaganda.,1.6666666666666667,12,382.0,-394.0
10805,There is a long-term refuge.,1.7692307692307692,12,324.0,-608.0
10806,There is a long-term scanner.,0.2222222222222222,12,246.0,-800.0
10807,There is a long-term smile.,-1.0,12,330.0,-448.0
10808,There is a long-term spa.,-1.125,12,179.0,-872.0
10809,There is a long-term spam.,-0.75,12,330.0,-330.0
10810,There is a long-term title.,1.3846153846153846,12,260.0,-384.0
10811,There is a long-term tyre.,-0.8461538461538461,12,338.0,-636.0
10812,There is a long-term undergraduate.,1.0833333333333333,12,118.0,-418.0
10813,There is a long-term uniform.,1.7777777777777777,12,368.0,-516.0
10814,There is a long-term voucher.,1.6666666666666667,12,336.0,-568.0
10815,There is a lovely Sunday.,2.888888888888889,12,268.0,-580.0
10816,There is a lovely advertiser.,1.3368146214099217,12,249.0,-608.0
10817,There is a lovely alloy.,-0.7777777777777778,12,364.0,-520.0
10818,There is a lovely ammunition.,-0.6,12,486.0,-462.0
10819,There is a lovely assessment.,1.1111111111111112,12,294.0,-314.0
10820,There is a lovely attacker.,-0.5833333333333334,12,229.0,-708.0
10821,There is a lovely breakthrough.,0.9285714285714286,12,306.0,-544.0
10822,There is a lovely channel.,2.2857142857142856,12,207.0,-524.0
10823,There is a lovely charge.,-0.2222222222222222,12,320.0,-266.0
10824,There is a lovely coalition.,1.3636363636363635,12,392.0,-496.0
10825,There is a lovely daylight.,2.2,12,440.0,-504.0
10826,There is a lovely elimination.,-1.3,12,442.0,-366.0
10827,There is a lovely era.,2.294117647058824,12,278.0,-442.0
10828,There is a lovely horizon.,2.8,12,253.0,-856.0
10829,There is a lovely limitation.,-1.125,12,394.0,-434.0
10830,There is a lovely mandate.,-0.1428571428571428,12,282.0,-225.0
10831,There is a lovely microscope.,0.9090909090909092,12,238.0,-880.0
10832,There is a lovely nationality.,0.0444444444444444,12,226.0,-444.0
10833,There is a lovely organism.,2.1,12,245.0,-988.0
10834,There is a lovely partition.,-0.3333333333333333,12,151.0,-820.0
10835,There is a lovely publishing.,0.6666666666666666,12,360.0,-296.0
10836,There is a lovely reporting.,0.7142857142857143,12,306.0,-298.0
10837,There is a lovely rifle.,0.4444444444444444,12,225.0,-896.0
10838,There is a lovely stake.,-0.5333333333333333,12,308.0,-560.0
10839,There is a lovely switch.,0.75,12,284.0,-516.0
10840,There is a lovely telephone.,1.7857142857142858,12,354.0,-744.0
10841,There is a lovely tenancy.,-1.5365853658536586,12,130.0,-492.0
10842,There is a lovely tier.,-0.3,12,300.0,-374.0
10843,There is a lovely undertaking.,1.8888888888888888,12,187.0,-494.0
10844,There is a lovely warming.,-0.7777777777777778,12,348.0,-137.0
10845,There is a lovely wire.,-0.8888888888888888,12,422.0,-516.0
10846,There is a low apprentice.,0.1666666666666666,12,368.0,-444.0
10847,There is a low apprenticeship.,-0.926829268292683,12,366.0,-390.0
10848,There is a low bride.,-1.7777777777777777,12,426.0,-458.0
10849,There is a low caller.,-1.4444444444444444,12,386.0,-516.0
10850,There is a low essence.,0.6666666666666666,12,440.0,-418.0
10851,There is a low frontier.,-0.4545454545454545,12,480.0,-672.0
10852,There is a low grandmother.,-2.2,12,328.0,-596.0
10853,There is a low luggage.,-1.744186046511628,12,282.0,-568.0
10854,There is a low mushroom.,-0.4,12,372.0,-940.0
10855,There is a low penny.,-2.0,12,404.0,-596.0
10856,There is a low playoff.,-0.6,12,516.0,-478.0
10857,There is a low sociology.,-2.4444444444444446,12,450.0,-500.0
10858,There is a low teammate.,-0.6666666666666666,12,330.0,-488.0
10859,There is a low text-decoration.,-1.0,12,126.0,-235.0
10860,There is a lucky accessibility.,-1.625,12,456.0,-222.0
10861,There is a lucky ammunition.,-1.5,12,520.0,-736.0
10862,There is a lucky arcade.,0.3636363636363636,12,390.0,-704.0
10863,There is a lucky assignment.,1.697674418604651,12,292.0,-400.0
10864,There is a lucky banker.,2.3,12,274.0,-844.0
10865,There is a lucky bathroom.,-2.0,12,458.0,-716.0
10866,There is a lucky builder.,1.4444444444444444,12,306.0,-708.0
10867,There is a lucky byte.,-2.0,12,376.0,-468.0
10868,There is a lucky calculation.,-0.375,12,352.0,-544.0
10869,There is a lucky caravan.,0.1818181818181818,12,416.0,-720.0
10870,There is a lucky comedy.,-0.4444444444444444,12,420.0,-448.0
10871,There is a lucky compartment.,-0.0833333333333333,12,288.0,-740.0
10872,There is a lucky component.,0.7272727272727273,12,278.0,-628.0
10873,There is a lucky demon.,1.4,12,396.0,-848.0
10874,There is a lucky destination.,0.6666666666666666,12,358.0,-572.0
10875,There is a lucky distribution.,2.2,12,150.0,-612.0
10876,There is a lucky entitlement.,-0.0714285714285714,12,442.0,-480.0
10877,There is a lucky expectation.,0.8,12,346.0,-356.0
10878,There is a lucky fee.,-0.7272727272727273,12,408.0,-486.0
10879,There is a lucky flash.,-0.3636363636363636,12,392.0,-576.0
10880,There is a lucky framework.,-0.75,12,318.0,-396.0
10881,There is a lucky grandmother.,3.0,12,178.0,-908.0
10882,There is a lucky graph.,-0.9166666666666666,12,344.0,-608.0
10883,There is a lucky leaf.,1.1,12,324.0,-840.0
10884,There is a lucky macro.,-1.5555555555555556,12,326.0,-572.0
10885,There is a lucky mammal.,1.9090909090909087,12,408.0,-756.0
10886,There is a lucky mile.,0.0,12,416.0,-632.0
10887,There is a lucky need.,-0.3636363636363636,12,392.0,-332.0
10888,There is a lucky pioneer.,1.2954545454545454,12,330.0,-752.0
10889,There is a lucky pleasure.,1.0,12,368.0,-528.0
10890,There is a lucky procedure.,0.4,12,278.0,-584.0
10891,There is a lucky reinforcement.,0.5384615384615384,12,272.0,-520.0
10892,There is a lucky relationship.,2.357142857142857,12,338.0,-560.0
10893,There is a lucky remedy.,0.1,12,364.0,-860.0
10894,There is a lucky rep.,1.0,12,346.0,-221.0
10895,There is a lucky representative.,1.3846153846153846,12,197.0,-596.0
10896,There is a lucky shaft.,-1.6,12,390.0,-696.0
10897,There is a lucky shape.,0.375,12,330.0,-608.0
10898,There is a lucky shelf.,-1.3846153846153846,12,392.0,-800.0
10899,There is a lucky sleeping.,-2.5,12,492.0,-478.0
10900,There is a lucky structure.,0.0,12,306.0,-480.0
10901,There is a lucky swimmer.,1.8333333333333333,12,306.0,-720.0
10902,There is a lucky vendor.,1.8571428571428568,12,276.0,-656.0
10903,There is a magnetic accountant.,-0.2,12,462.0,-904.0
10904,There is a magnetic accreditation.,-1.4166666666666667,12,440.0,-260.0
10905,There is a magnetic airfield.,0.0,12,104.5,-1152.0
10906,There is a magnetic airport.,-2.4166666666666665,12,536.0,-936.0
10907,There is a magnetic appendix.,-1.5,12,434.0,-640.0
10908,There is a magnetic asteroid.,0.048780487804878,12,424.0,-1216.0
10909,There is a magnetic border.,-0.2,12,354.0,-628.0
10910,There is a magnetic bullet.,1.4,12,470.0,-1224.0
10911,There is a magnetic championship.,-1.7272727272727273,12,436.0,-604.0
10912,There is a magnetic cholesterol.,-3.0,12,680.0,-780.0
10913,There is a magnetic chord.,1.3333333333333333,12,434.0,-576.0
10914,There is a magnetic comedian.,0.0833333333333333,12,292.0,-840.0
10915,There is a magnetic deadline.,-1.9523809523809523,12,346.0,-580.0
10916,There is a magnetic desktop.,-0.7,12,322.0,-1056.0
10917,There is a magnetic detention.,-2.238095238095238,12,508.0,-384.0
10918,There is a magnetic disappointment.,-2.75,12,306.0,-500.0
10919,There is a magnetic distress.,-2.071428571428572,12,608.0,-524.0
10920,There is a magnetic doctor.,-1.25,12,394.0,-984.0
10921,There is a magnetic doll.,0.5454545454545454,12,344.0,-1184.0
10922,There is a magnetic flank.,-1.181818181818182,12,464.0,-644.0
10923,There is a magnetic freezing.,-1.5,12,544.0,-616.0
10924,There is a magnetic hunt.,-1.3333333333333333,12,334.0,-716.0
10925,There is a magnetic inventor.,0.0,12,358.0,-896.0
10926,There is a magnetic judge.,-1.3333333333333333,12,444.0,-816.0
10927,There is a magnetic kingdom.,-1.0,12,446.0,-884.0
10928,There is a magnetic oven.,-0.2,12,322.0,-1360.0
10929,There is a magnetic overview.,-1.0,12,320.0,-344.0
10930,There is a magnetic partition.,-0.4545454545454545,12,144.0,-1104.0
10931,There is a magnetic partnership.,-0.2,12,338.0,-684.0
10932,There is a magnetic philosopher.,-1.317667536988686,12,326.0,-832.0
10933,There is a magnetic pill.,-1.181818181818182,12,448.0,-1216.0
10934,There is a magnetic planting.,-1.5,12,568.0,-478.0
10935,There is a magnetic press.,0.3,12,24.5,-1200.0
10936,There is a magnetic profession.,0.0,12,370.0,-652.0
10937,There is a magnetic racing.,-1.3636363636363635,12,552.0,-318.0
10938,There is a magnetic reservoir.,-1.6097560975609757,12,186.0,-976.0
10939,There is a magnetic squadron.,-0.6,12,354.0,-716.0
10940,There is a magnetic survivor.,-2.4390243902439024,12,370.0,-816.0
10941,There is a magnetic uncle.,-2.7,12,258.0,-832.0
10942,There is a magnetic winner.,-1.5333333333333334,12,324.0,-640.0
10943,There is a magnificent appetite.,0.8461538461538461,12,364.0,-536.0
10944,There is a magnificent bolt.,0.25,12,458.0,-660.0
10945,There is a magnificent breach.,0.7777777777777778,12,380.0,-796.0
10946,There is a magnificent broadcaster.,2.4444444444444446,12,221.0,-616.0
10947,There is a magnificent cage.,2.555555555555556,12,268.0,-1000.0
10948,There is a magnificent calcium.,-1.3,12,428.0,-358.0
10949,There is a magnificent collaboration.,1.75,12,424.0,-596.0
10950,There is a magnificent concrete.,0.7272727272727273,12,428.0,-576.0
10951,There is a magnificent diocese.,-0.375,12,280.0,-484.0
10952,There is a magnificent diplomat.,2.5,12,215.0,-772.0
10953,There is a magnificent download.,-0.8888888888888888,12,170.0,-162.0
10954,There is a magnificent enforcement.,-0.4883720930232558,12,434.0,-290.0
10955,There is a magnificent engineer.,2.583333333333333,12,255.0,-868.0
10956,There is a magnificent ethnicity.,0.25,12,280.0,-404.0
10957,There is a magnificent graduation.,0.9333333333333332,12,376.0,-556.0
10958,There is a magnificent ingredient.,1.4444444444444444,12,344.0,-712.0
10959,There is a magnificent liberal.,1.1,12,422.0,-476.0
10960,There is a magnificent living.,2.0,12,410.0,-168.0
10961,There is a magnificent medicine.,1.9333333333333331,12,430.0,-840.0
10962,There is a magnificent missile.,0.0833333333333333,12,404.0,-904.0
10963,There is a magnificent neighbourhood.,2.4166666666666665,12,240.0,-664.0
10964,There is a magnificent norm.,-0.4,12,442.0,-344.0
10965,There is a magnificent parking.,-0.4166666666666667,12,203.0,-916.0
10966,There is a magnificent permit.,-0.9333333333333332,12,342.0,-426.0
10967,There is a magnificent prisoner.,-0.1363636363636363,12,478.0,-840.0
10968,There is a magnificent pronunciation.,1.7857142857142858,12,328.0,-498.0
10969,There is a magnificent purchaser.,1.3333333333333333,12,254.0,-676.0
10970,There is a magnificent rage.,0.8888888888888888,12,360.0,-500.0
10971,There is a magnificent revenge.,1.8,12,480.0,-536.0
10972,There is a magnificent rice.,0.5833333333333334,12,394.0,-848.0
10973,There is a magnificent semester.,2.25,12,338.0,-358.0
10974,There is a magnificent short.,-1.9,12,338.0,-676.0
10975,There is a magnificent signal.,1.75,12,388.0,-510.0
10976,There is a magnificent sin.,0.0232558139534883,12,532.0,-528.0
10977,There is a magnificent sodium.,-0.4,12,450.0,-368.0
10978,There is a magnificent special.,-0.6842105263157895,12,348.0,-466.0
10979,There is a magnificent stakeholder.,0.2727272727272727,12,564.0,-348.0
10980,There is a magnificent suicide.,-2.333333333333333,12,462.0,-548.0
10981,There is a magnificent terrorist.,-1.2222222222222223,12,512.0,-736.0
10982,There is a magnificent training.,2.333333333333333,12,382.0,-314.0
10983,There is a magnificent weekday.,2.333333333333333,12,460.0,-404.0
10984,There is a magnificent youngster.,1.875,12,235.0,-712.0
10985,There is a main aftermath.,-0.5,12,336.0,-404.0
10986,There is a main bee.,-0.6666666666666666,12,390.0,-832.0
10987,There is a main imagination.,0.3,12,414.0,-348.0
10988,There is a main luck.,0.25,12,408.0,-212.0
10989,There is a main multitude.,-1.4444444444444444,12,332.0,-426.0
10990,There is a mainstream advisor.,2.3,12,264.0,-452.0
10991,There is a mainstream ankle.,-2.7777777777777777,12,436.0,-652.0
10992,There is a mainstream anyone.,-2.2,12,468.0,-502.0
10993,There is a mainstream arm.,-2.0,12,312.0,-664.0
10994,There is a mainstream bursary.,0.7,12,258.0,-852.0
10995,There is a mainstream bus.,0.6666666666666666,12,184.0,-1016.0
10996,There is a mainstream cabinet.,-0.3,12,358.0,-688.0
10997,There is a mainstream candle.,-0.6363636363636364,12,352.0,-656.0
10998,There is a mainstream capability.,1.2,12,302.0,-404.0
10999,There is a mainstream certificate.,0.1538461538461538,12,276.0,-668.0
11000,There is a mainstream collision.,0.0,12,358.0,-636.0
11001,There is a mainstream connectivity.,1.0,12,506.0,-466.0
11002,There is a mainstream copy.,2.125,12,352.0,-520.0
11003,There is a mainstream correlation.,0.25,12,388.0,-520.0
11004,There is a mainstream coup.,0.0666666666666666,12,420.0,-744.0
11005,There is a mainstream daylight.,-1.75,12,532.0,-506.0
11006,There is a mainstream disagreement.,1.6,12,233.0,-378.0
11007,There is a mainstream earning.,0.8,12,390.0,-340.0
11008,There is a mainstream foot.,-2.2222222222222223,12,498.0,-664.0
11009,There is a mainstream gentleman.,1.4,12,208.0,-608.0
11010,There is a mainstream hire.,-0.5,12,256.0,-520.0
11011,There is a mainstream insulation.,-0.3333333333333333,12,370.0,-612.0
11012,There is a mainstream legend.,1.1538461538461535,12,246.0,-472.0
11013,There is a mainstream outing.,1.1875,12,264.0,-436.0
11014,There is a mainstream palace.,-0.7272727272727273,12,336.0,-696.0
11015,There is a mainstream pin.,0.125,12,388.0,-744.0
11016,There is a mainstream racing.,1.0,12,336.0,-424.0
11017,There is a mainstream reinforcement.,0.4,12,430.0,-326.0
11018,There is a mainstream rim.,-1.6,12,380.0,-704.0
11019,There is a mainstream summit.,0.2142857142857142,12,262.0,-470.0
11020,There is a mainstream swing.,-0.9,12,462.0,-454.0
11021,There is a mainstream toll.,0.1111111111111111,12,418.0,-322.0
11022,There is a mainstream workshop.,0.5,12,225.0,-588.0
11023,There is a major artillery.,2.1,12,280.0,-468.0
11024,There is a major bathroom.,0.6153846153846154,12,208.0,-700.0
11025,There is a major bush.,-0.25,12,478.0,-640.0
11026,There is a major consciousness.,0.2727272727272727,12,608.0,-408.0
11027,There is a major doctorate.,0.5714285714285714,12,224.0,-268.0
11028,There is a major laser.,0.2727272727272727,12,342.0,-520.0
11029,There is a major math.,-0.8125,12,308.0,63.0
11030,There is a major meadow.,-1.8,12,220.0,-896.0
11031,There is a major secretary.,0.5789473684210527,12,255.0,-486.0
11032,There is a major sofa.,-1.818181818181818,12,322.0,-516.0
11033,There is a major sunset.,-1.1111111111111112,12,350.0,-544.0
11034,There is a major twin.,-0.6666666666666666,12,436.0,-426.0
11035,There is a major unity.,2.625,12,458.0,-418.0
11036,There is a major youngster.,-0.6363636363636364,12,318.0,-416.0
11037,There is a male ban.,0.8888888888888888,12,410.0,-656.0
11038,There is a male banner.,-1.5294117647058822,12,260.0,-904.0
11039,There is a male bicycle.,-0.8,12,109.5,-988.0
11040,There is a male blog.,0.0,12,170.0,-640.0
11041,There is a male cache.,-1.4545454545454546,12,191.0,-1012.0
11042,There is a male capture.,1.0,12,247.0,-660.0
11043,There is a male climb.,-1.4,12,272.0,-796.0
11044,There is a male coal.,-2.4761904761904763,12,536.0,-568.0
11045,There is a male commission.,-1.0,12,256.0,-520.0
11046,There is a male container.,-2.3,12,247.0,-676.0
11047,There is a male cruise.,0.4666666666666667,12,408.0,-612.0
11048,There is a male effectiveness.,0.6666666666666666,12,344.0,-177.0
11049,There is a male enzyme.,-0.2,12,288.0,-510.0
11050,There is a male exemption.,1.1538461538461535,12,300.0,-932.0
11051,There is a male plateau.,-0.7272727272727273,12,404.0,-560.0
11052,There is a male redevelopment.,-0.8,12,364.0,-394.0
11053,There is a male republic.,0.3846153846153846,12,532.0,-720.0
11054,There is a male shade.,-1.6111111111111112,12,284.0,-1112.0
11055,There is a male sickness.,1.9230769230769231,12,374.0,-508.0
11056,There is a male sitcom.,0.5555555555555556,12,235.0,-676.0
11057,There is a male surrender.,-0.7,12,186.0,-600.0
11058,There is a male tariff.,-1.5,12,264.0,-740.0
11059,There is a male throne.,1.0,12,324.0,-836.0
11060,There is a male wait.,-2.1666666666666665,12,356.0,-316.0
11061,There is a male wound.,-0.25,12,294.0,-580.0
11062,There is a manual Police.,-1.7777777777777777,12,258.0,-246.0
11063,There is a manual archaeologist.,-0.4,12,206.0,-716.0
11064,There is a manual array.,0.3,12,320.0,-472.0
11065,There is a manual batsman.,-0.7,12,177.0,-804.0
11066,There is a manual beauty.,-0.4,12,478.0,-548.0
11067,There is a manual bet.,0.6666666666666666,12,268.0,-496.0
11068,There is a manual bishop.,-1.3333333333333333,12,308.0,-1032.0
11069,There is a manual bubble.,-2.0,12,400.0,-592.0
11070,There is a manual campaigner.,-0.5,12,158.0,-668.0
11071,There is a manual career.,-0.3571428571428571,12,320.0,-510.0
11072,There is a manual chance.,-1.5454545454545454,12,340.0,-664.0
11073,There is a manual community.,-2.3,12,314.0,-744.0
11074,There is a manual cyclist.,0.2222222222222222,12,25.5,-884.0
11075,There is a manual debt.,-0.75,12,416.0,-356.0
11076,There is a manual debut.,-1.125,12,328.0,-452.0
11077,There is a manual director.,-1.181818181818182,12,298.0,-596.0
11078,There is a manual entity.,-1.2,12,280.0,-332.0
11079,There is a manual feel.,-1.5454545454545454,12,284.0,-660.0
11080,There is a manual finale.,-2.333333333333333,12,272.0,-920.0
11081,There is a manual forefront.,-1.8333333333333333,12,348.0,-496.0
11082,There is a manual frog.,-2.7,12,400.0,-868.0
11083,There is a manual girlfriend.,-2.3529411764705883,12,334.0,-564.0
11084,There is a manual guilt.,-1.8,12,484.0,-426.0
11085,There is a manual homepage.,-1.3846153846153846,12,191.0,-636.0
11086,There is a manual hull.,-0.6666666666666666,12,332.0,-920.0
11087,There is a manual hunting.,-1.2307692307692308,12,276.0,-688.0
11088,There is a manual invention.,1.0,12,229.0,-672.0
11089,There is a manual jaw.,-1.6341463414634143,12,227.0,-1112.0
11090,There is a manual marketplace.,-1.25,12,238.0,-864.0
11091,There is a manual migrant.,-2.363636363636364,12,354.0,-564.0
11092,There is a manual milk.,-2.333333333333333,12,338.0,-720.0
11093,There is a manual norm.,-1.2,12,350.0,-468.0
11094,There is a manual objection.,0.0,12,264.0,-560.0
11095,There is a manual outline.,0.75,12,256.0,-640.0
11096,There is a manual particular.,-2.4,12,344.0,-232.0
11097,There is a manual playground.,-0.9285714285714286,12,181.0,-676.0
11098,There is a manual premiere.,-1.4444444444444444,12,282.0,-604.0
11099,There is a manual prohibition.,-1.4545454545454546,12,280.0,-788.0
11100,There is a manual science.,-0.2727272727272727,12,458.0,-544.0
11101,There is a manual seeker.,-0.625,12,254.0,-736.0
11102,There is a manual spider.,-1.7,12,344.0,-968.0
11103,There is a manual spy.,-0.9090909090909092,12,360.0,-532.0
11104,There is a manual substrate.,-2.4,12,358.0,-672.0
11105,There is a manual teen.,-2.6666666666666665,12,378.0,-394.0
11106,There is a manual timetable.,1.625,12,117.0,-860.0
11107,There is a manual wrist.,-1.7272727272727273,12,338.0,-768.0
11108,There is a marine aggression.,1.5,12,344.0,-612.0
11109,There is a marine ambassador.,1.7692307692307692,12,252.0,-656.0
11110,There is a marine applicant.,0.3,12,-28.625,-824.0
11111,There is a marine barn.,-2.0,12,338.0,-1056.0
11112,There is a marine beat.,-1.5,12,418.0,-398.0
11113,There is a marine bias.,-1.2727272727272727,12,240.0,-880.0
11114,There is a marine blogs.,1.3333333333333333,12,124.0,-488.0
11115,There is a marine bolt.,-0.8888888888888888,12,372.0,-940.0
11116,There is a marine broadcaster.,0.625,12,73.0,-776.0
11117,There is a marine clinic.,0.0909090909090909,12,38.5,-1344.0
11118,There is a marine clothes.,2.4,12,236.0,-640.0
11119,There is a marine confrontation.,0.4545454545454545,12,154.0,-980.0
11120,There is a marine door.,-0.4666666666666667,12,114.0,-1104.0
11121,There is a marine dwelling.,1.375,12,300.0,-496.0
11122,There is a marine excitement.,0.25,12,278.0,-632.0
11123,There is a marine explanation.,-0.8,12,370.0,-988.0
11124,There is a marine extra.,-1.818181818181818,12,412.0,-632.0
11125,There is a marine hammer.,1.0,12,264.0,-1080.0
11126,There is a marine infringement.,1.3076923076923077,12,318.0,-728.0
11127,There is a marine leave.,-0.6904761904761905,12,274.0,-736.0
11128,There is a marine lounge.,-0.0909090909090909,12,123.5,-1400.0
11129,There is a marine nightmare.,-0.3170731707317073,12,270.0,-620.0
11130,There is a marine pleasure.,-0.4285714285714285,12,434.0,-560.0
11131,There is a marine pole.,-1.0465116279069768,12,292.0,-924.0
11132,There is a marine poll.,-1.4651162790697674,12,260.0,-520.0
11133,There is a marine promise.,-2.083333333333333,12,408.0,-444.0
11134,There is a marine promoter.,-0.3333333333333333,12,188.0,-684.0
11135,There is a marine rabbit.,-2.4444444444444446,12,322.0,-1264.0
11136,There is a marine rebel.,1.5833333333333333,12,354.0,-804.0
11137,There is a marine revenge.,0.125,12,568.0,-528.0
11138,There is a marine robbery.,0.2,12,41.5,-1064.0
11139,There is a marine settler.,-0.0909090909090909,12,191.0,-904.0
11140,There is a marine shade.,-0.9166666666666666,12,326.0,-968.0
11141,There is a marine songwriter.,0.4545454545454545,12,137.0,-904.0
11142,There is a marine soundtrack.,0.3846153846153846,12,222.0,-772.0
11143,There is a marine spy.,0.1666666666666666,12,398.0,-920.0
11144,There is a marine tendency.,-0.6666666666666666,12,366.0,-584.0
11145,There is a marine thrust.,-0.9230769230769232,12,440.0,-544.0
11146,There is a marine translation.,-0.7857142857142857,12,302.0,-820.0
11147,There is a marine walker.,-0.25,12,222.0,-1112.0
11148,There is a married aim.,-2.1,12,336.0,-374.0
11149,There is a married ally.,0.8,12,244.0,-704.0
11150,There is a married backup.,-1.9,12,398.0,-696.0
11151,There is a married bankruptcy.,-2.75,12,312.0,-648.0
11152,There is a married calorie.,-2.4615384615384617,12,536.0,-348.0
11153,There is a married campus.,-2.0,12,292.0,-764.0
11154,There is a married casino.,-2.625,12,334.0,-856.0
11155,There is a married clearance.,-1.7333333333333334,12,434.0,-520.0
11156,There is a married commercial.,-2.125,12,370.0,-506.0
11157,There is a married computer.,-2.9,12,494.0,-756.0
11158,There is a married consultation.,0.7647058823529411,12,194.0,-560.0
11159,There is a married crest.,-2.2222222222222223,12,262.0,-828.0
11160,There is a married decay.,-2.333333333333333,12,512.0,-580.0
11161,There is a married defect.,-1.9230769230769231,12,336.0,-536.0
11162,There is a married dioxide.,-2.8,12,284.0,-516.0
11163,There is a married dissemination.,-1.1666666666666667,12,382.0,-476.0
11164,There is a married distance.,-1.3,12,516.0,-668.0
11165,There is a married enhancement.,-1.1428571428571428,12,356.0,-490.0
11166,There is a married flora.,-2.5,12,416.0,-564.0
11167,There is a married hunting.,-2.888888888888889,12,420.0,-708.0
11168,There is a married impairment.,-2.363636363636364,12,374.0,-478.0
11169,There is a married ink.,-2.888888888888889,12,520.0,-540.0
11170,There is a married lawsuit.,-1.7608695652173914,12,169.0,-616.0
11171,There is a married litter.,-2.75,12,300.0,-912.0
11172,There is a married magazine.,-2.6666666666666665,12,248.0,-768.0
11173,There is a married massage.,-1.5555555555555556,12,340.0,-592.0
11174,There is a married message.,-2.2222222222222223,12,342.0,-378.0
11175,There is a married metaphor.,-1.9166666666666667,12,252.0,-592.0
11176,There is a married nursery.,-2.071428571428572,12,380.0,-904.0
11177,There is a married objective.,-1.2222222222222223,12,334.0,-322.0
11178,There is a married outing.,-0.6666666666666666,12,112.5,-708.0
11179,There is a married paragraph.,-1.5454545454545454,12,188.0,-432.0
11180,There is a married procurement.,-1.0,12,386.0,-576.0
11181,There is a married produce.,-2.142857142857143,12,334.0,-396.0
11182,There is a married quarry.,-2.8181818181818183,12,426.0,-892.0
11183,There is a married shaft.,-2.7777777777777777,12,330.0,-856.0
11184,There is a married substrate.,-2.555555555555556,12,288.0,-656.0
11185,There is a married successor.,2.0,12,232.0,-764.0
11186,There is a married velocity.,-2.1538461538461537,12,516.0,-414.0
11187,There is a married violation.,-2.5384615384615383,12,290.0,-512.0
11188,There is a married warehouse.,-2.75,12,224.0,-928.0
11189,There is a married warning.,-2.2666666666666666,12,282.0,-460.0
11190,There is a married weapon.,-3.0,12,460.0,-748.0
11191,There is a mashed potatoes.,2.865100087032202,12,-26.0,-1012.0
11192,There is a mass academic.,0.75,12,350.0,-152.0
11193,There is a mass achievement.,2.2222222222222223,12,284.0,-314.0
11194,There is a mass aid.,1.25,12,392.0,-344.0
11195,There is a mass archbishop.,-2.1818181818181817,12,374.0,-652.0
